
Namespace(T=8, base_lr=0.01, batch_size=2, class_name=1, consistency=1.0, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='SSL/MT_ATO_350_350_200', gpu='4,5', labeled_bs=1, labeled_num=40, max_iterations=30000, model='Vnet_3D_256_randomCrop', num_classes=2, patch_size=[256, 256, 128], root_path='/data/sohui/Prostate/data/trim/ssl_data/centerCrop_200', seed=1337, total_labeled_num=290)
total_prostate train : dataset.json








Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:48<00:00,  2.03s/it]





Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:23<00:00,  1.00it/s]


Loading dataset:  33%|████████████████████████████████████████████████████████████                                                                                                                        | 2/6 [00:14<00:27,  6.77s/it]
250 iterations per epoch
Loading dataset: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 6/6 [00:18<00:00,  3.16s/it]
  0%|                                         | 0/121 [00:00<?, ?it/s]
iteration 43 : loss : 0.286529, loss_ce: 0.124443, loss_dice: 0.439955
iteration 44 : loss : 0.271096, loss_ce: 0.063370, loss_dice: 0.464703
iteration 45 : loss : 0.271314, loss_ce: 0.062383, loss_dice: 0.460410
iteration 46 : loss : 0.361078, loss_ce: 0.209423, loss_dice: 0.478414
iteration 47 : loss : 0.265553, loss_ce: 0.061688, loss_dice: 0.453458
iteration 48 : loss : 0.260365, loss_ce: 0.063639, loss_dice: 0.451725
iteration 49 : loss : 0.266156, loss_ce: 0.076555, loss_dice: 0.440807
iteration 50 : loss : 0.271904, loss_ce: 0.069725, loss_dice: 0.453119
iteration 51 : loss : 0.260163, loss_ce: 0.058630, loss_dice: 0.455177
iteration 52 : loss : 0.278996, loss_ce: 0.082941, loss_dice: 0.465116
iteration 53 : loss : 0.274217, loss_ce: 0.075442, loss_dice: 0.459921
iteration 54 : loss : 0.347825, loss_ce: 0.196559, loss_dice: 0.481218
iteration 55 : loss : 0.301703, loss_ce: 0.131102, loss_dice: 0.459504
iteration 56 : loss : 0.284206, loss_ce: 0.097275, loss_dice: 0.459124
iteration 57 : loss : 0.282028, loss_ce: 0.095898, loss_dice: 0.462429
iteration 58 : loss : 0.270463, loss_ce: 0.079631, loss_dice: 0.453009
iteration 59 : loss : 0.261848, loss_ce: 0.077857, loss_dice: 0.441503
iteration 60 : loss : 0.255401, loss_ce: 0.042759, loss_dice: 0.460965
iteration 61 : loss : 0.311387, loss_ce: 0.123369, loss_dice: 0.480787
iteration 62 : loss : 0.269747, loss_ce: 0.061649, loss_dice: 0.445412
iteration 63 : loss : 0.278088, loss_ce: 0.081486, loss_dice: 0.454105
iteration 64 : loss : 0.287514, loss_ce: 0.098693, loss_dice: 0.466045
iteration 65 : loss : 0.253331, loss_ce: 0.055031, loss_dice: 0.438439
iteration 66 : loss : 0.256384, loss_ce: 0.054259, loss_dice: 0.450418
iteration 67 : loss : 0.269903, loss_ce: 0.097150, loss_dice: 0.434248
iteration 68 : loss : 0.272529, loss_ce: 0.092320, loss_dice: 0.440472
iteration 69 : loss : 0.288987, loss_ce: 0.119036, loss_dice: 0.452967
iteration 70 : loss : 0.299312, loss_ce: 0.107177, loss_dice: 0.479719
iteration 71 : loss : 0.271587, loss_ce: 0.079343, loss_dice: 0.459248
iteration 72 : loss : 0.245547, loss_ce: 0.051310, loss_dice: 0.428948
iteration 73 : loss : 0.301844, loss_ce: 0.117012, loss_dice: 0.476526
iteration 74 : loss : 0.289160, loss_ce: 0.095941, loss_dice: 0.471007
iteration 75 : loss : 0.273615, loss_ce: 0.081903, loss_dice: 0.454196
iteration 76 : loss : 0.268141, loss_ce: 0.075414, loss_dice: 0.454795
iteration 77 : loss : 0.264145, loss_ce: 0.095937, loss_dice: 0.428216
iteration 78 : loss : 0.254397, loss_ce: 0.062103, loss_dice: 0.426549
iteration 79 : loss : 0.281512, loss_ce: 0.103865, loss_dice: 0.448986
iteration 80 : loss : 0.273035, loss_ce: 0.100527, loss_dice: 0.441893
iteration 81 : loss : 0.242406, loss_ce: 0.052929, loss_dice: 0.428125
iteration 82 : loss : 0.315305, loss_ce: 0.142491, loss_dice: 0.481604
iteration 83 : loss : 0.253302, loss_ce: 0.074088, loss_dice: 0.428043
iteration 84 : loss : 0.263489, loss_ce: 0.058381, loss_dice: 0.456893
iteration 85 : loss : 0.254932, loss_ce: 0.065136, loss_dice: 0.437240
iteration 86 : loss : 0.256200, loss_ce: 0.076634, loss_dice: 0.430891
iteration 87 : loss : 0.255231, loss_ce: 0.091897, loss_dice: 0.415025
iteration 88 : loss : 0.261332, loss_ce: 0.072951, loss_dice: 0.436651
iteration 89 : loss : 0.250906, loss_ce: 0.081211, loss_dice: 0.415203
iteration 90 : loss : 0.254960, loss_ce: 0.060705, loss_dice: 0.438278
iteration 91 : loss : 0.246298, loss_ce: 0.055266, loss_dice: 0.433351
iteration 92 : loss : 0.267265, loss_ce: 0.057904, loss_dice: 0.463759
iteration 93 : loss : 0.271194, loss_ce: 0.079916, loss_dice: 0.456392
iteration 94 : loss : 0.259999, loss_ce: 0.074624, loss_dice: 0.439677
iteration 95 : loss : 0.259285, loss_ce: 0.070009, loss_dice: 0.441064
iteration 96 : loss : 0.250213, loss_ce: 0.064493, loss_dice: 0.432417
iteration 97 : loss : 0.255381, loss_ce: 0.060273, loss_dice: 0.441911
iteration 98 : loss : 0.255009, loss_ce: 0.057507, loss_dice: 0.446887
iteration 99 : loss : 0.246190, loss_ce: 0.057502, loss_dice: 0.429346
iteration 100 : loss : 0.253937, loss_ce: 0.064432, loss_dice: 0.437940
iteration 101 : loss : 0.244721, loss_ce: 0.049431, loss_dice: 0.433506
iteration 102 : loss : 0.247033, loss_ce: 0.062913, loss_dice: 0.427894
iteration 103 : loss : 0.254513, loss_ce: 0.060878, loss_dice: 0.442255
iteration 104 : loss : 0.243930, loss_ce: 0.039519, loss_dice: 0.444969
iteration 105 : loss : 0.245778, loss_ce: 0.056523, loss_dice: 0.431386
iteration 106 : loss : 0.245897, loss_ce: 0.043795, loss_dice: 0.441622
iteration 107 : loss : 0.244656, loss_ce: 0.058174, loss_dice: 0.426311
iteration 108 : loss : 0.256291, loss_ce: 0.074337, loss_dice: 0.432674
iteration 109 : loss : 0.250023, loss_ce: 0.050425, loss_dice: 0.442374
iteration 110 : loss : 0.260101, loss_ce: 0.057280, loss_dice: 0.459743
iteration 111 : loss : 0.248864, loss_ce: 0.056183, loss_dice: 0.437637
iteration 112 : loss : 0.244039, loss_ce: 0.063981, loss_dice: 0.419502
iteration 113 : loss : 0.259175, loss_ce: 0.051713, loss_dice: 0.458747
iteration 114 : loss : 0.236719, loss_ce: 0.044245, loss_dice: 0.425371
iteration 115 : loss : 0.246999, loss_ce: 0.044463, loss_dice: 0.439779
iteration 116 : loss : 0.249640, loss_ce: 0.058081, loss_dice: 0.435766
iteration 117 : loss : 0.245982, loss_ce: 0.064875, loss_dice: 0.421000
iteration 118 : loss : 0.242569, loss_ce: 0.063203, loss_dice: 0.414764
iteration 119 : loss : 0.242396, loss_ce: 0.057799, loss_dice: 0.424632
iteration 120 : loss : 0.232458, loss_ce: 0.045807, loss_dice: 0.416942
iteration 121 : loss : 0.242751, loss_ce: 0.058662, loss_dice: 0.421599
iteration 122 : loss : 0.241840, loss_ce: 0.047882, loss_dice: 0.429847
iteration 123 : loss : 0.233253, loss_ce: 0.048015, loss_dice: 0.415009
iteration 124 : loss : 0.246704, loss_ce: 0.047991, loss_dice: 0.439654
iteration 125 : loss : 0.246085, loss_ce: 0.065107, loss_dice: 0.425155
iteration 126 : loss : 0.233815, loss_ce: 0.049784, loss_dice: 0.414007
iteration 127 : loss : 0.230676, loss_ce: 0.057027, loss_dice: 0.398893
iteration 128 : loss : 0.251691, loss_ce: 0.069211, loss_dice: 0.428854
iteration 129 : loss : 0.262132, loss_ce: 0.092821, loss_dice: 0.425273
iteration 130 : loss : 0.268011, loss_ce: 0.085313, loss_dice: 0.447230
iteration 131 : loss : 0.233073, loss_ce: 0.041551, loss_dice: 0.417714
iteration 132 : loss : 0.262401, loss_ce: 0.067951, loss_dice: 0.451580
iteration 133 : loss : 0.241543, loss_ce: 0.050909, loss_dice: 0.429006
iteration 134 : loss : 0.234796, loss_ce: 0.046535, loss_dice: 0.420411
iteration 135 : loss : 0.247992, loss_ce: 0.058161, loss_dice: 0.425781
iteration 136 : loss : 0.243350, loss_ce: 0.059957, loss_dice: 0.422172
iteration 137 : loss : 0.237620, loss_ce: 0.048734, loss_dice: 0.420904
iteration 138 : loss : 0.245263, loss_ce: 0.047243, loss_dice: 0.436357
iteration 139 : loss : 0.231930, loss_ce: 0.054331, loss_dice: 0.406703
iteration 140 : loss : 0.234999, loss_ce: 0.043191, loss_dice: 0.419336
iteration 141 : loss : 0.257194, loss_ce: 0.072811, loss_dice: 0.433366
iteration 142 : loss : 0.235702, loss_ce: 0.048040, loss_dice: 0.416371
iteration 143 : loss : 0.246026, loss_ce: 0.053368, loss_dice: 0.435222
iteration 144 : loss : 0.230922, loss_ce: 0.028313, loss_dice: 0.431442
iteration 145 : loss : 0.244626, loss_ce: 0.067159, loss_dice: 0.416860
iteration 146 : loss : 0.244454, loss_ce: 0.058527, loss_dice: 0.424466
iteration 147 : loss : 0.245773, loss_ce: 0.062532, loss_dice: 0.425579
iteration 148 : loss : 0.237681, loss_ce: 0.059940, loss_dice: 0.411374
iteration 149 : loss : 0.246369, loss_ce: 0.052845, loss_dice: 0.434709
iteration 150 : loss : 0.256859, loss_ce: 0.053248, loss_dice: 0.456329
iteration 151 : loss : 0.234875, loss_ce: 0.041286, loss_dice: 0.424090
iteration 152 : loss : 0.222988, loss_ce: 0.042015, loss_dice: 0.399446
iteration 153 : loss : 0.252935, loss_ce: 0.045087, loss_dice: 0.454732
iteration 154 : loss : 0.238597, loss_ce: 0.053065, loss_dice: 0.421014
iteration 155 : loss : 0.237882, loss_ce: 0.046554, loss_dice: 0.424671
iteration 156 : loss : 0.241077, loss_ce: 0.053381, loss_dice: 0.424774
iteration 157 : loss : 0.231487, loss_ce: 0.053780, loss_dice: 0.404200
iteration 158 : loss : 0.254901, loss_ce: 0.085677, loss_dice: 0.421811
iteration 159 : loss : 0.218411, loss_ce: 0.033364, loss_dice: 0.400493
iteration 160 : loss : 0.222354, loss_ce: 0.037000, loss_dice: 0.401087
iteration 161 : loss : 0.249456, loss_ce: 0.075322, loss_dice: 0.421329
iteration 162 : loss : 0.257238, loss_ce: 0.072203, loss_dice: 0.437492
iteration 163 : loss : 0.225513, loss_ce: 0.042273, loss_dice: 0.400436
iteration 164 : loss : 0.234740, loss_ce: 0.044677, loss_dice: 0.421484
iteration 165 : loss : 0.234284, loss_ce: 0.051611, loss_dice: 0.413184
iteration 166 : loss : 0.233120, loss_ce: 0.051403, loss_dice: 0.410281
iteration 167 : loss : 0.223257, loss_ce: 0.054323, loss_dice: 0.386139
iteration 168 : loss : 0.241490, loss_ce: 0.057330, loss_dice: 0.422970
iteration 169 : loss : 0.243143, loss_ce: 0.079496, loss_dice: 0.402824
iteration 170 : loss : 0.231188, loss_ce: 0.034014, loss_dice: 0.426014
iteration 171 : loss : 0.222758, loss_ce: 0.032607, loss_dice: 0.411274
iteration 172 : loss : 0.232610, loss_ce: 0.038355, loss_dice: 0.424465
iteration 173 : loss : 0.226464, loss_ce: 0.034499, loss_dice: 0.412740
iteration 174 : loss : 0.233511, loss_ce: 0.049870, loss_dice: 0.413209
iteration 175 : loss : 0.224137, loss_ce: 0.036517, loss_dice: 0.408215
iteration 176 : loss : 0.244072, loss_ce: 0.063090, loss_dice: 0.421257
iteration 177 : loss : 0.227351, loss_ce: 0.042678, loss_dice: 0.408149
iteration 178 : loss : 0.229780, loss_ce: 0.036301, loss_dice: 0.419738
iteration 179 : loss : 0.219800, loss_ce: 0.040107, loss_dice: 0.397028
iteration 180 : loss : 0.237824, loss_ce: 0.050798, loss_dice: 0.421049
iteration 181 : loss : 0.218814, loss_ce: 0.039140, loss_dice: 0.395577
iteration 182 : loss : 0.223404, loss_ce: 0.046768, loss_dice: 0.396909
iteration 183 : loss : 0.286055, loss_ce: 0.098431, loss_dice: 0.467178
iteration 184 : loss : 0.232167, loss_ce: 0.035710, loss_dice: 0.425639
iteration 185 : loss : 0.212641, loss_ce: 0.032125, loss_dice: 0.389149
iteration 186 : loss : 0.217972, loss_ce: 0.029692, loss_dice: 0.402703
iteration 187 : loss : 0.242197, loss_ce: 0.065848, loss_dice: 0.413697
iteration 188 : loss : 0.203157, loss_ce: 0.029951, loss_dice: 0.373958
iteration 189 : loss : 0.245367, loss_ce: 0.065115, loss_dice: 0.423698
iteration 190 : loss : 0.233815, loss_ce: 0.029645, loss_dice: 0.434496
iteration 191 : loss : 0.248829, loss_ce: 0.065023, loss_dice: 0.429885
iteration 192 : loss : 0.223279, loss_ce: 0.044881, loss_dice: 0.398133
iteration 193 : loss : 0.243455, loss_ce: 0.043089, loss_dice: 0.441255
iteration 194 : loss : 0.284070, loss_ce: 0.110778, loss_dice: 0.454923
iteration 195 : loss : 0.226278, loss_ce: 0.039789, loss_dice: 0.410759
iteration 196 : loss : 0.230951, loss_ce: 0.044782, loss_dice: 0.414939
iteration 197 : loss : 0.224157, loss_ce: 0.053811, loss_dice: 0.392761
iteration 198 : loss : 0.218179, loss_ce: 0.043657, loss_dice: 0.389681
iteration 199 : loss : 0.206241, loss_ce: 0.027132, loss_dice: 0.382628
iteration 200 : loss : 0.216538, loss_ce: 0.039768, loss_dice: 0.390851
iteration 201 : loss : 0.218219, loss_ce: 0.040060, loss_dice: 0.392842
iteration 202 : loss : 0.217602, loss_ce: 0.033680, loss_dice: 0.397929
iteration 203 : loss : 0.209195, loss_ce: 0.035340, loss_dice: 0.380074
iteration 204 : loss : 0.246326, loss_ce: 0.058445, loss_dice: 0.430127
iteration 205 : loss : 0.218453, loss_ce: 0.022769, loss_dice: 0.410738
iteration 206 : loss : 0.243821, loss_ce: 0.032476, loss_dice: 0.453000
iteration 207 : loss : 0.216291, loss_ce: 0.042652, loss_dice: 0.384759
iteration 208 : loss : 0.233774, loss_ce: 0.056094, loss_dice: 0.409094
iteration 209 : loss : 0.205687, loss_ce: 0.034859, loss_dice: 0.372702
iteration 210 : loss : 0.226522, loss_ce: 0.040269, loss_dice: 0.411019
iteration 211 : loss : 0.272559, loss_ce: 0.097910, loss_dice: 0.443349
iteration 212 : loss : 0.234955, loss_ce: 0.041103, loss_dice: 0.424927
iteration 213 : loss : 0.226676, loss_ce: 0.037573, loss_dice: 0.413811
iteration 214 : loss : 0.231862, loss_ce: 0.051268, loss_dice: 0.409570
iteration 215 : loss : 0.223900, loss_ce: 0.041934, loss_dice: 0.401302
iteration 216 : loss : 0.222206, loss_ce: 0.040564, loss_dice: 0.401710
iteration 217 : loss : 0.220082, loss_ce: 0.040816, loss_dice: 0.397052
iteration 218 : loss : 0.227181, loss_ce: 0.036423, loss_dice: 0.414338
iteration 219 : loss : 0.208737, loss_ce: 0.036754, loss_dice: 0.378421
iteration 220 : loss : 0.304772, loss_ce: 0.137723, loss_dice: 0.469936
iteration 221 : loss : 0.220760, loss_ce: 0.042808, loss_dice: 0.397058
iteration 222 : loss : 0.220836, loss_ce: 0.047239, loss_dice: 0.391670
iteration 223 : loss : 0.225787, loss_ce: 0.039539, loss_dice: 0.408255
iteration 224 : loss : 0.210542, loss_ce: 0.018025, loss_dice: 0.397710
iteration 225 : loss : 0.203538, loss_ce: 0.029749, loss_dice: 0.375535
iteration 226 : loss : 0.226059, loss_ce: 0.050402, loss_dice: 0.399150
iteration 227 : loss : 0.253576, loss_ce: 0.056919, loss_dice: 0.447515
iteration 228 : loss : 0.201445, loss_ce: 0.026379, loss_dice: 0.373888
iteration 229 : loss : 0.231855, loss_ce: 0.037358, loss_dice: 0.422955
iteration 230 : loss : 0.239705, loss_ce: 0.032322, loss_dice: 0.444579
iteration 231 : loss : 0.223477, loss_ce: 0.032279, loss_dice: 0.410296
iteration 232 : loss : 0.207398, loss_ce: 0.028681, loss_dice: 0.382662
iteration 233 : loss : 0.233601, loss_ce: 0.036789, loss_dice: 0.428757
iteration 234 : loss : 0.235637, loss_ce: 0.056823, loss_dice: 0.409486
iteration 235 : loss : 0.214950, loss_ce: 0.030543, loss_dice: 0.397408
iteration 236 : loss : 0.209193, loss_ce: 0.027151, loss_dice: 0.388810
iteration 237 : loss : 0.212560, loss_ce: 0.042052, loss_dice: 0.380439
iteration 238 : loss : 0.209590, loss_ce: 0.038048, loss_dice: 0.380084
iteration 239 : loss : 0.261142, loss_ce: 0.084409, loss_dice: 0.436474
iteration 240 : loss : 0.211368, loss_ce: 0.041241, loss_dice: 0.379552
iteration 241 : loss : 0.250534, loss_ce: 0.077138, loss_dice: 0.421219
iteration 242 : loss : 0.215161, loss_ce: 0.032723, loss_dice: 0.394953
iteration 243 : loss : 0.197557, loss_ce: 0.031265, loss_dice: 0.361372
iteration 244 : loss : 0.213140, loss_ce: 0.026592, loss_dice: 0.392088
iteration 245 : loss : 0.198675, loss_ce: 0.023213, loss_dice: 0.372747
iteration 246 : loss : 0.208289, loss_ce: 0.027480, loss_dice: 0.386412
iteration 247 : loss : 0.201285, loss_ce: 0.034614, loss_dice: 0.365800
iteration 248 : loss : 0.212975, loss_ce: 0.033410, loss_dice: 0.388829

  1%|▏                           | 1/121 [17:44<35:28:39, 1064.33s/it]
iteration 250 : loss : 0.230556, loss_ce: 0.036973, loss_dice: 0.419267
iteration 251 : loss : 0.205285, loss_ce: 0.018271, loss_dice: 0.389867
iteration 252 : loss : 0.218507, loss_ce: 0.035247, loss_dice: 0.398206
iteration 253 : loss : 0.227947, loss_ce: 0.052300, loss_dice: 0.400991
iteration 254 : loss : 0.209924, loss_ce: 0.035259, loss_dice: 0.381382
iteration 255 : loss : 0.221386, loss_ce: 0.042819, loss_dice: 0.393815
iteration 256 : loss : 0.220526, loss_ce: 0.047786, loss_dice: 0.392093
iteration 257 : loss : 0.209066, loss_ce: 0.023697, loss_dice: 0.390610
iteration 258 : loss : 0.199089, loss_ce: 0.024421, loss_dice: 0.363201
iteration 259 : loss : 0.199299, loss_ce: 0.023724, loss_dice: 0.372810
iteration 260 : loss : 0.217346, loss_ce: 0.041930, loss_dice: 0.389148
iteration 261 : loss : 0.201096, loss_ce: 0.031708, loss_dice: 0.366961
iteration 262 : loss : 0.203190, loss_ce: 0.021644, loss_dice: 0.379048
iteration 263 : loss : 0.201189, loss_ce: 0.019239, loss_dice: 0.379251
iteration 264 : loss : 0.194694, loss_ce: 0.025327, loss_dice: 0.360070
iteration 265 : loss : 0.196348, loss_ce: 0.020567, loss_dice: 0.368611
iteration 266 : loss : 0.253657, loss_ce: 0.052536, loss_dice: 0.451972
iteration 267 : loss : 0.194854, loss_ce: 0.032313, loss_dice: 0.355986
iteration 268 : loss : 0.215761, loss_ce: 0.035520, loss_dice: 0.394726
iteration 269 : loss : 0.215220, loss_ce: 0.026094, loss_dice: 0.402418
iteration 270 : loss : 0.218523, loss_ce: 0.040988, loss_dice: 0.394044
iteration 271 : loss : 0.199005, loss_ce: 0.026557, loss_dice: 0.369105
iteration 272 : loss : 0.223326, loss_ce: 0.035825, loss_dice: 0.409762
iteration 273 : loss : 0.246061, loss_ce: 0.070101, loss_dice: 0.419944
iteration 274 : loss : 0.233221, loss_ce: 0.054921, loss_dice: 0.408627
iteration 275 : loss : 0.203898, loss_ce: 0.028274, loss_dice: 0.377979
iteration 276 : loss : 0.203479, loss_ce: 0.039158, loss_dice: 0.366721
iteration 277 : loss : 0.192981, loss_ce: 0.030442, loss_dice: 0.354004
iteration 278 : loss : 0.206331, loss_ce: 0.040460, loss_dice: 0.370641
iteration 279 : loss : 0.192226, loss_ce: 0.027351, loss_dice: 0.355302
iteration 280 : loss : 0.292628, loss_ce: 0.130477, loss_dice: 0.453546
iteration 281 : loss : 0.185035, loss_ce: 0.016090, loss_dice: 0.352969
iteration 282 : loss : 0.190134, loss_ce: 0.025509, loss_dice: 0.351173
iteration 283 : loss : 0.203743, loss_ce: 0.030834, loss_dice: 0.375053
iteration 284 : loss : 0.199568, loss_ce: 0.031370, loss_dice: 0.365467
iteration 285 : loss : 0.213230, loss_ce: 0.029239, loss_dice: 0.394011
iteration 286 : loss : 0.197296, loss_ce: 0.041668, loss_dice: 0.351546
iteration 287 : loss : 0.218082, loss_ce: 0.046247, loss_dice: 0.386272
iteration 288 : loss : 0.187304, loss_ce: 0.027919, loss_dice: 0.344709
iteration 289 : loss : 0.186996, loss_ce: 0.021078, loss_dice: 0.350562
iteration 290 : loss : 0.214695, loss_ce: 0.041748, loss_dice: 0.386423
iteration 291 : loss : 0.183999, loss_ce: 0.014233, loss_dice: 0.350968
iteration 292 : loss : 0.214493, loss_ce: 0.036885, loss_dice: 0.389766
iteration 293 : loss : 0.198944, loss_ce: 0.031934, loss_dice: 0.363795
iteration 294 : loss : 0.186801, loss_ce: 0.021579, loss_dice: 0.350449
iteration 295 : loss : 0.204258, loss_ce: 0.035578, loss_dice: 0.371656
iteration 296 : loss : 0.221070, loss_ce: 0.055342, loss_dice: 0.384994
iteration 297 : loss : 0.217578, loss_ce: 0.038865, loss_dice: 0.394751
iteration 298 : loss : 0.206492, loss_ce: 0.044481, loss_dice: 0.367114
iteration 299 : loss : 0.189299, loss_ce: 0.021131, loss_dice: 0.355372
iteration 300 : loss : 0.259160, loss_ce: 0.081178, loss_dice: 0.434358
iteration 301 : loss : 0.176000, loss_ce: 0.017232, loss_dice: 0.332864
iteration 302 : loss : 0.202514, loss_ce: 0.029806, loss_dice: 0.372753
iteration 303 : loss : 0.185402, loss_ce: 0.014206, loss_dice: 0.353920
iteration 304 : loss : 0.184284, loss_ce: 0.027916, loss_dice: 0.338835
iteration 305 : loss : 0.195856, loss_ce: 0.032394, loss_dice: 0.354140
iteration 306 : loss : 0.206854, loss_ce: 0.035162, loss_dice: 0.376999
iteration 307 : loss : 0.175329, loss_ce: 0.019709, loss_dice: 0.328835
iteration 308 : loss : 0.194888, loss_ce: 0.033372, loss_dice: 0.354850
iteration 309 : loss : 0.194464, loss_ce: 0.013102, loss_dice: 0.372286
iteration 310 : loss : 0.247077, loss_ce: 0.072332, loss_dice: 0.420402
iteration 311 : loss : 0.182442, loss_ce: 0.023132, loss_dice: 0.339251
iteration 312 : loss : 0.207643, loss_ce: 0.032283, loss_dice: 0.381799
iteration 313 : loss : 0.186043, loss_ce: 0.026617, loss_dice: 0.342958
iteration 314 : loss : 0.185498, loss_ce: 0.021205, loss_dice: 0.348634
iteration 315 : loss : 0.179804, loss_ce: 0.020969, loss_dice: 0.336253
iteration 316 : loss : 0.188229, loss_ce: 0.034060, loss_dice: 0.340737
iteration 317 : loss : 0.176340, loss_ce: 0.022390, loss_dice: 0.328375
iteration 318 : loss : 0.181818, loss_ce: 0.026003, loss_dice: 0.335883
iteration 319 : loss : 0.199243, loss_ce: 0.040479, loss_dice: 0.356071
iteration 320 : loss : 0.182774, loss_ce: 0.027490, loss_dice: 0.336145
iteration 321 : loss : 0.183591, loss_ce: 0.022785, loss_dice: 0.342274
