
Namespace(T=8, base_lr=0.01, batch_size=2, class_name=1, consistency=1.0, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='SSL/MT_ATO_350_350_200_ulSlow', gpu='2,3', labeled_bs=1, labeled_num=40, max_iterations=30000, model='Vnet_3D_256_randomCrop', num_classes=2, patch_size=[256, 256, 128], root_path='/data/sohui/Prostate/data/trim/ssl_data/centerCrop_200', seed=1337, total_labeled_num=290)
Loading dataset:   0%|                                                                                                                                                                                           | 0/24 [00:00<?, ?it/s]







Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:44<00:00,  1.87s/it]





Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:22<00:00,  1.09it/s]


Loading dataset:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                              | 5/6 [00:12<00:01,  1.57s/it]
250 iterations per epoch
Loading dataset: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 6/6 [00:17<00:00,  2.97s/it]
  0%|                                         | 0/121 [00:00<?, ?it/s]
iteration 16 : loss : 0.344306, loss_ce: 0.203827, loss_dice: 0.484492
iteration 17 : loss : 0.400594, loss_ce: 0.303783, loss_dice: 0.497051
iteration 18 : loss : 0.310287, loss_ce: 0.152519, loss_dice: 0.467968
iteration 19 : loss : 0.322429, loss_ce: 0.175216, loss_dice: 0.469401
iteration 20 : loss : 0.311050, loss_ce: 0.143825, loss_dice: 0.478116
iteration 21 : loss : 0.316344, loss_ce: 0.143438, loss_dice: 0.489119
iteration 22 : loss : 0.283914, loss_ce: 0.112629, loss_dice: 0.455058
iteration 23 : loss : 0.284695, loss_ce: 0.099499, loss_dice: 0.469683
iteration 24 : loss : 0.309587, loss_ce: 0.142084, loss_dice: 0.476597
iteration 25 : loss : 0.329768, loss_ce: 0.188927, loss_dice: 0.470505
iteration 26 : loss : 0.307063, loss_ce: 0.147564, loss_dice: 0.466453
iteration 27 : loss : 0.283320, loss_ce: 0.139217, loss_dice: 0.427237
iteration 28 : loss : 0.261031, loss_ce: 0.071651, loss_dice: 0.450177
iteration 29 : loss : 0.277561, loss_ce: 0.097553, loss_dice: 0.457416
iteration 30 : loss : 0.281718, loss_ce: 0.084019, loss_dice: 0.479281
iteration 31 : loss : 0.345749, loss_ce: 0.189766, loss_dice: 0.501395
iteration 32 : loss : 0.319123, loss_ce: 0.151688, loss_dice: 0.486322
iteration 33 : loss : 0.303725, loss_ce: 0.133360, loss_dice: 0.473729
iteration 34 : loss : 0.292143, loss_ce: 0.104141, loss_dice: 0.479891
iteration 35 : loss : 0.260254, loss_ce: 0.061889, loss_dice: 0.458385
iteration 36 : loss : 0.261021, loss_ce: 0.062150, loss_dice: 0.459743
iteration 37 : loss : 0.263272, loss_ce: 0.069929, loss_dice: 0.456425
iteration 38 : loss : 0.289018, loss_ce: 0.129025, loss_dice: 0.448783
iteration 39 : loss : 0.283014, loss_ce: 0.102937, loss_dice: 0.462974
iteration 40 : loss : 0.296123, loss_ce: 0.128868, loss_dice: 0.463310
iteration 41 : loss : 0.260972, loss_ce: 0.077176, loss_dice: 0.444683
iteration 42 : loss : 0.262192, loss_ce: 0.065108, loss_dice: 0.459238
iteration 43 : loss : 0.274795, loss_ce: 0.109975, loss_dice: 0.439556
iteration 44 : loss : 0.259148, loss_ce: 0.053446, loss_dice: 0.464746
iteration 45 : loss : 0.258967, loss_ce: 0.055138, loss_dice: 0.462659
iteration 46 : loss : 0.335205, loss_ce: 0.195398, loss_dice: 0.474786
iteration 47 : loss : 0.258276, loss_ce: 0.053381, loss_dice: 0.463064
iteration 48 : loss : 0.255426, loss_ce: 0.055338, loss_dice: 0.455478
iteration 49 : loss : 0.257097, loss_ce: 0.067131, loss_dice: 0.446964
iteration 50 : loss : 0.258246, loss_ce: 0.062530, loss_dice: 0.453819
iteration 51 : loss : 0.250753, loss_ce: 0.054069, loss_dice: 0.447395
iteration 52 : loss : 0.259702, loss_ce: 0.065913, loss_dice: 0.453420
iteration 53 : loss : 0.259901, loss_ce: 0.060634, loss_dice: 0.459083
iteration 54 : loss : 0.331146, loss_ce: 0.183080, loss_dice: 0.479092
iteration 55 : loss : 0.289242, loss_ce: 0.121268, loss_dice: 0.457140
iteration 56 : loss : 0.268542, loss_ce: 0.080625, loss_dice: 0.456384
iteration 57 : loss : 0.273201, loss_ce: 0.083644, loss_dice: 0.462707
iteration 58 : loss : 0.257452, loss_ce: 0.076309, loss_dice: 0.438546
iteration 59 : loss : 0.255680, loss_ce: 0.069546, loss_dice: 0.441775
iteration 60 : loss : 0.250624, loss_ce: 0.039519, loss_dice: 0.461683
iteration 61 : loss : 0.295292, loss_ce: 0.104740, loss_dice: 0.485727
iteration 62 : loss : 0.249388, loss_ce: 0.053711, loss_dice: 0.444865
iteration 63 : loss : 0.255685, loss_ce: 0.065678, loss_dice: 0.445570
iteration 64 : loss : 0.273870, loss_ce: 0.086892, loss_dice: 0.460791
iteration 65 : loss : 0.250606, loss_ce: 0.053340, loss_dice: 0.447789
iteration 66 : loss : 0.249560, loss_ce: 0.049055, loss_dice: 0.450017
iteration 67 : loss : 0.258585, loss_ce: 0.087917, loss_dice: 0.429204
iteration 68 : loss : 0.271426, loss_ce: 0.098971, loss_dice: 0.443805
iteration 69 : loss : 0.278018, loss_ce: 0.111676, loss_dice: 0.444322
iteration 70 : loss : 0.289281, loss_ce: 0.099198, loss_dice: 0.479290
iteration 71 : loss : 0.260331, loss_ce: 0.063951, loss_dice: 0.456682
iteration 72 : loss : 0.243366, loss_ce: 0.053089, loss_dice: 0.433576
iteration 73 : loss : 0.293403, loss_ce: 0.116155, loss_dice: 0.470591
iteration 74 : loss : 0.276130, loss_ce: 0.086290, loss_dice: 0.465898
iteration 75 : loss : 0.260589, loss_ce: 0.072824, loss_dice: 0.448286
iteration 76 : loss : 0.263226, loss_ce: 0.070359, loss_dice: 0.456062
iteration 77 : loss : 0.251844, loss_ce: 0.083941, loss_dice: 0.419719
iteration 78 : loss : 0.239964, loss_ce: 0.054941, loss_dice: 0.424864
iteration 79 : loss : 0.270048, loss_ce: 0.094341, loss_dice: 0.445690
iteration 80 : loss : 0.262912, loss_ce: 0.089975, loss_dice: 0.435827
iteration 81 : loss : 0.238489, loss_ce: 0.048478, loss_dice: 0.428477
iteration 82 : loss : 0.307479, loss_ce: 0.134577, loss_dice: 0.480345
iteration 83 : loss : 0.249688, loss_ce: 0.069770, loss_dice: 0.429579
iteration 84 : loss : 0.252443, loss_ce: 0.051647, loss_dice: 0.453166
iteration 85 : loss : 0.250995, loss_ce: 0.060968, loss_dice: 0.440978
iteration 86 : loss : 0.256370, loss_ce: 0.077185, loss_dice: 0.435526
iteration 87 : loss : 0.242572, loss_ce: 0.078248, loss_dice: 0.406872
iteration 88 : loss : 0.250889, loss_ce: 0.066681, loss_dice: 0.435024
iteration 89 : loss : 0.246856, loss_ce: 0.075728, loss_dice: 0.417950
iteration 90 : loss : 0.250836, loss_ce: 0.059817, loss_dice: 0.441795
iteration 91 : loss : 0.243428, loss_ce: 0.056885, loss_dice: 0.429947
iteration 92 : loss : 0.240130, loss_ce: 0.043608, loss_dice: 0.436572
iteration 93 : loss : 0.266098, loss_ce: 0.077114, loss_dice: 0.455046
iteration 94 : loss : 0.260110, loss_ce: 0.076572, loss_dice: 0.443616
iteration 95 : loss : 0.254794, loss_ce: 0.071180, loss_dice: 0.438363
iteration 96 : loss : 0.240015, loss_ce: 0.055321, loss_dice: 0.424678
iteration 97 : loss : 0.247736, loss_ce: 0.052205, loss_dice: 0.443216
iteration 98 : loss : 0.244071, loss_ce: 0.055170, loss_dice: 0.432939
iteration 99 : loss : 0.245977, loss_ce: 0.054165, loss_dice: 0.437751
iteration 100 : loss : 0.254000, loss_ce: 0.066052, loss_dice: 0.441918
iteration 101 : loss : 0.242411, loss_ce: 0.038275, loss_dice: 0.446506
iteration 102 : loss : 0.235761, loss_ce: 0.053177, loss_dice: 0.418326
iteration 103 : loss : 0.241128, loss_ce: 0.049411, loss_dice: 0.432810
iteration 104 : loss : 0.236091, loss_ce: 0.032813, loss_dice: 0.439346
iteration 105 : loss : 0.247350, loss_ce: 0.054931, loss_dice: 0.439749
iteration 106 : loss : 0.237427, loss_ce: 0.039713, loss_dice: 0.435100
iteration 107 : loss : 0.231576, loss_ce: 0.050675, loss_dice: 0.412448
iteration 108 : loss : 0.249690, loss_ce: 0.069852, loss_dice: 0.429492
iteration 109 : loss : 0.235922, loss_ce: 0.043363, loss_dice: 0.428440
iteration 110 : loss : 0.259762, loss_ce: 0.057058, loss_dice: 0.462433
iteration 111 : loss : 0.239484, loss_ce: 0.048470, loss_dice: 0.430473
iteration 112 : loss : 0.246159, loss_ce: 0.066666, loss_dice: 0.425628
iteration 113 : loss : 0.246294, loss_ce: 0.051634, loss_dice: 0.440909
iteration 114 : loss : 0.245576, loss_ce: 0.054002, loss_dice: 0.437126
iteration 115 : loss : 0.234843, loss_ce: 0.040208, loss_dice: 0.429413
iteration 116 : loss : 0.249123, loss_ce: 0.060342, loss_dice: 0.437864
iteration 117 : loss : 0.231580, loss_ce: 0.057975, loss_dice: 0.405150
iteration 118 : loss : 0.232646, loss_ce: 0.057132, loss_dice: 0.408114
iteration 119 : loss : 0.244149, loss_ce: 0.055761, loss_dice: 0.432519
iteration 120 : loss : 0.228106, loss_ce: 0.044169, loss_dice: 0.412029
iteration 121 : loss : 0.234311, loss_ce: 0.053965, loss_dice: 0.414625
iteration 122 : loss : 0.235838, loss_ce: 0.045348, loss_dice: 0.426292
iteration 123 : loss : 0.232046, loss_ce: 0.046166, loss_dice: 0.417906
iteration 124 : loss : 0.241339, loss_ce: 0.046040, loss_dice: 0.436603
iteration 125 : loss : 0.250440, loss_ce: 0.066782, loss_dice: 0.434078
iteration 126 : loss : 0.234866, loss_ce: 0.047683, loss_dice: 0.422030
iteration 127 : loss : 0.218995, loss_ce: 0.044217, loss_dice: 0.393731
iteration 128 : loss : 0.246462, loss_ce: 0.064227, loss_dice: 0.428663
iteration 129 : loss : 0.247675, loss_ce: 0.075894, loss_dice: 0.419418
iteration 130 : loss : 0.266714, loss_ce: 0.085537, loss_dice: 0.447866
iteration 131 : loss : 0.227984, loss_ce: 0.045055, loss_dice: 0.410871
iteration 132 : loss : 0.251628, loss_ce: 0.063689, loss_dice: 0.439518
iteration 133 : loss : 0.231202, loss_ce: 0.041146, loss_dice: 0.421241
iteration 134 : loss : 0.230939, loss_ce: 0.039919, loss_dice: 0.421940
iteration 135 : loss : 0.237194, loss_ce: 0.053379, loss_dice: 0.420933
iteration 136 : loss : 0.241710, loss_ce: 0.058426, loss_dice: 0.424969
iteration 137 : loss : 0.225453, loss_ce: 0.043208, loss_dice: 0.407665
iteration 138 : loss : 0.226979, loss_ce: 0.045050, loss_dice: 0.408867
iteration 139 : loss : 0.225772, loss_ce: 0.051935, loss_dice: 0.399592
iteration 140 : loss : 0.233888, loss_ce: 0.046123, loss_dice: 0.421609
iteration 141 : loss : 0.251242, loss_ce: 0.060838, loss_dice: 0.441594
iteration 142 : loss : 0.221622, loss_ce: 0.041615, loss_dice: 0.401587
iteration 143 : loss : 0.232349, loss_ce: 0.042491, loss_dice: 0.422184
iteration 144 : loss : 0.225052, loss_ce: 0.025349, loss_dice: 0.424738
iteration 145 : loss : 0.244311, loss_ce: 0.069364, loss_dice: 0.419226
iteration 146 : loss : 0.235086, loss_ce: 0.054045, loss_dice: 0.416093
iteration 147 : loss : 0.220661, loss_ce: 0.050897, loss_dice: 0.390403
iteration 148 : loss : 0.231758, loss_ce: 0.059608, loss_dice: 0.403886
iteration 149 : loss : 0.228678, loss_ce: 0.044356, loss_dice: 0.412968
iteration 150 : loss : 0.254197, loss_ce: 0.053417, loss_dice: 0.454952
iteration 151 : loss : 0.222514, loss_ce: 0.035378, loss_dice: 0.409622
iteration 152 : loss : 0.223100, loss_ce: 0.042112, loss_dice: 0.404060
iteration 153 : loss : 0.231348, loss_ce: 0.039793, loss_dice: 0.422869
iteration 154 : loss : 0.243719, loss_ce: 0.057686, loss_dice: 0.429733
iteration 155 : loss : 0.228193, loss_ce: 0.039093, loss_dice: 0.417261
iteration 156 : loss : 0.241833, loss_ce: 0.054653, loss_dice: 0.428987
iteration 157 : loss : 0.217690, loss_ce: 0.043842, loss_dice: 0.391498
iteration 158 : loss : 0.241284, loss_ce: 0.072528, loss_dice: 0.410022
iteration 159 : loss : 0.235191, loss_ce: 0.033854, loss_dice: 0.436505
iteration 160 : loss : 0.208565, loss_ce: 0.031188, loss_dice: 0.385899
iteration 161 : loss : 0.241437, loss_ce: 0.069779, loss_dice: 0.413084
iteration 162 : loss : 0.251328, loss_ce: 0.069148, loss_dice: 0.433475
iteration 163 : loss : 0.227694, loss_ce: 0.042165, loss_dice: 0.413176
iteration 164 : loss : 0.233070, loss_ce: 0.045212, loss_dice: 0.420904
iteration 165 : loss : 0.229976, loss_ce: 0.051405, loss_dice: 0.408523
iteration 166 : loss : 0.227796, loss_ce: 0.052618, loss_dice: 0.402945
iteration 167 : loss : 0.210361, loss_ce: 0.044827, loss_dice: 0.375858
iteration 168 : loss : 0.237661, loss_ce: 0.056674, loss_dice: 0.418629
iteration 169 : loss : 0.243664, loss_ce: 0.080094, loss_dice: 0.407207
iteration 170 : loss : 0.240855, loss_ce: 0.039613, loss_dice: 0.442078
iteration 171 : loss : 0.209603, loss_ce: 0.031844, loss_dice: 0.387349
iteration 172 : loss : 0.215748, loss_ce: 0.031405, loss_dice: 0.400072
iteration 173 : loss : 0.216310, loss_ce: 0.027928, loss_dice: 0.404659
iteration 174 : loss : 0.225736, loss_ce: 0.043805, loss_dice: 0.407634
iteration 175 : loss : 0.217620, loss_ce: 0.032652, loss_dice: 0.402562
iteration 176 : loss : 0.218665, loss_ce: 0.046318, loss_dice: 0.390976
iteration 177 : loss : 0.217744, loss_ce: 0.029832, loss_dice: 0.405618
iteration 178 : loss : 0.211342, loss_ce: 0.029191, loss_dice: 0.393463
iteration 179 : loss : 0.204143, loss_ce: 0.035029, loss_dice: 0.373238
iteration 180 : loss : 0.220621, loss_ce: 0.040799, loss_dice: 0.400416
iteration 181 : loss : 0.242143, loss_ce: 0.033697, loss_dice: 0.450564
iteration 182 : loss : 0.213986, loss_ce: 0.043435, loss_dice: 0.384517
iteration 183 : loss : 0.263993, loss_ce: 0.083590, loss_dice: 0.444366
iteration 184 : loss : 0.224545, loss_ce: 0.038168, loss_dice: 0.410907
iteration 185 : loss : 0.219042, loss_ce: 0.042691, loss_dice: 0.395372
iteration 186 : loss : 0.206591, loss_ce: 0.030505, loss_dice: 0.382656
iteration 187 : loss : 0.213859, loss_ce: 0.054745, loss_dice: 0.372945
iteration 188 : loss : 0.196269, loss_ce: 0.026940, loss_dice: 0.365585
iteration 189 : loss : 0.230969, loss_ce: 0.051275, loss_dice: 0.410647
iteration 190 : loss : 0.230911, loss_ce: 0.027722, loss_dice: 0.434079
iteration 191 : loss : 0.227891, loss_ce: 0.048779, loss_dice: 0.406981
iteration 192 : loss : 0.215249, loss_ce: 0.036794, loss_dice: 0.393672
iteration 193 : loss : 0.225664, loss_ce: 0.031721, loss_dice: 0.419588
iteration 194 : loss : 0.272298, loss_ce: 0.099695, loss_dice: 0.444882
iteration 195 : loss : 0.210174, loss_ce: 0.025208, loss_dice: 0.395125
iteration 196 : loss : 0.223029, loss_ce: 0.040333, loss_dice: 0.405708
iteration 197 : loss : 0.201960, loss_ce: 0.037571, loss_dice: 0.366335
iteration 198 : loss : 0.204218, loss_ce: 0.033768, loss_dice: 0.374641
iteration 199 : loss : 0.209510, loss_ce: 0.026863, loss_dice: 0.392138
iteration 200 : loss : 0.202737, loss_ce: 0.034110, loss_dice: 0.371342
iteration 201 : loss : 0.209930, loss_ce: 0.037029, loss_dice: 0.382805
iteration 202 : loss : 0.210790, loss_ce: 0.031634, loss_dice: 0.389915
iteration 203 : loss : 0.224180, loss_ce: 0.037934, loss_dice: 0.410403
iteration 204 : loss : 0.243223, loss_ce: 0.059934, loss_dice: 0.426487
iteration 205 : loss : 0.200618, loss_ce: 0.024288, loss_dice: 0.376925
iteration 206 : loss : 0.202577, loss_ce: 0.027785, loss_dice: 0.377353
iteration 207 : loss : 0.202194, loss_ce: 0.034640, loss_dice: 0.369712
iteration 208 : loss : 0.228216, loss_ce: 0.054610, loss_dice: 0.401807
iteration 209 : loss : 0.202889, loss_ce: 0.036884, loss_dice: 0.368867
iteration 210 : loss : 0.228116, loss_ce: 0.046411, loss_dice: 0.409808
iteration 211 : loss : 0.264887, loss_ce: 0.101260, loss_dice: 0.428485
iteration 212 : loss : 0.216706, loss_ce: 0.035908, loss_dice: 0.397480
iteration 213 : loss : 0.219832, loss_ce: 0.032696, loss_dice: 0.406949
iteration 214 : loss : 0.229552, loss_ce: 0.050399, loss_dice: 0.408683
iteration 215 : loss : 0.215587, loss_ce: 0.039297, loss_dice: 0.391840
iteration 216 : loss : 0.204349, loss_ce: 0.031056, loss_dice: 0.377629
iteration 217 : loss : 0.206568, loss_ce: 0.033129, loss_dice: 0.379994
iteration 218 : loss : 0.204724, loss_ce: 0.033560, loss_dice: 0.375854
iteration 219 : loss : 0.195328, loss_ce: 0.030581, loss_dice: 0.360052
iteration 220 : loss : 0.307519, loss_ce: 0.143947, loss_dice: 0.471079
iteration 221 : loss : 0.252502, loss_ce: 0.037089, loss_dice: 0.467893
iteration 222 : loss : 0.232719, loss_ce: 0.044623, loss_dice: 0.420791
iteration 223 : loss : 0.205611, loss_ce: 0.027373, loss_dice: 0.383826
iteration 224 : loss : 0.197654, loss_ce: 0.015825, loss_dice: 0.379450
iteration 225 : loss : 0.211346, loss_ce: 0.037415, loss_dice: 0.385267
iteration 226 : loss : 0.229995, loss_ce: 0.056292, loss_dice: 0.403684
iteration 227 : loss : 0.202455, loss_ce: 0.043162, loss_dice: 0.361734
iteration 228 : loss : 0.201005, loss_ce: 0.031172, loss_dice: 0.370826
iteration 229 : loss : 0.213880, loss_ce: 0.037031, loss_dice: 0.390710
iteration 230 : loss : 0.242307, loss_ce: 0.042882, loss_dice: 0.441722
iteration 231 : loss : 0.217538, loss_ce: 0.035619, loss_dice: 0.399431
iteration 232 : loss : 0.215830, loss_ce: 0.037400, loss_dice: 0.394241
iteration 233 : loss : 0.224596, loss_ce: 0.039649, loss_dice: 0.409528
iteration 234 : loss : 0.242590, loss_ce: 0.063543, loss_dice: 0.421600
iteration 235 : loss : 0.208575, loss_ce: 0.026238, loss_dice: 0.390897
iteration 236 : loss : 0.218369, loss_ce: 0.031814, loss_dice: 0.404910
iteration 237 : loss : 0.200189, loss_ce: 0.033869, loss_dice: 0.366491
iteration 238 : loss : 0.197481, loss_ce: 0.030612, loss_dice: 0.364338
iteration 239 : loss : 0.265236, loss_ce: 0.078191, loss_dice: 0.452267
iteration 240 : loss : 0.208750, loss_ce: 0.039859, loss_dice: 0.377618
iteration 241 : loss : 0.254821, loss_ce: 0.084317, loss_dice: 0.425305
iteration 242 : loss : 0.204178, loss_ce: 0.028045, loss_dice: 0.380274
iteration 243 : loss : 0.199214, loss_ce: 0.029782, loss_dice: 0.368627
iteration 244 : loss : 0.205923, loss_ce: 0.025730, loss_dice: 0.386033
iteration 245 : loss : 0.195754, loss_ce: 0.024394, loss_dice: 0.367100
iteration 246 : loss : 0.199791, loss_ce: 0.027815, loss_dice: 0.371746
iteration 247 : loss : 0.197223, loss_ce: 0.027974, loss_dice: 0.366453
iteration 248 : loss : 0.203664, loss_ce: 0.031795, loss_dice: 0.375502

  1%|▏                           | 1/121 [17:22<34:44:25, 1042.22s/it]
iteration 250 : loss : 0.220160, loss_ce: 0.042122, loss_dice: 0.398162
iteration 251 : loss : 0.187873, loss_ce: 0.017384, loss_dice: 0.358343
iteration 252 : loss : 0.218825, loss_ce: 0.038918, loss_dice: 0.398705
iteration 253 : loss : 0.237292, loss_ce: 0.061706, loss_dice: 0.412855
iteration 254 : loss : 0.207047, loss_ce: 0.035904, loss_dice: 0.378168
iteration 255 : loss : 0.199217, loss_ce: 0.033566, loss_dice: 0.364830
iteration 256 : loss : 0.211232, loss_ce: 0.041413, loss_dice: 0.381036
iteration 257 : loss : 0.196778, loss_ce: 0.022148, loss_dice: 0.371369
iteration 258 : loss : 0.180423, loss_ce: 0.020220, loss_dice: 0.340522
iteration 259 : loss : 0.188545, loss_ce: 0.020815, loss_dice: 0.356253
iteration 260 : loss : 0.224409, loss_ce: 0.034160, loss_dice: 0.414633
iteration 261 : loss : 0.184482, loss_ce: 0.024683, loss_dice: 0.344254
iteration 262 : loss : 0.180127, loss_ce: 0.014334, loss_dice: 0.345874
iteration 263 : loss : 0.190897, loss_ce: 0.017119, loss_dice: 0.364651
iteration 264 : loss : 0.189663, loss_ce: 0.027705, loss_dice: 0.351580
iteration 265 : loss : 0.184030, loss_ce: 0.019986, loss_dice: 0.348053
iteration 266 : loss : 0.190177, loss_ce: 0.029563, loss_dice: 0.350775
iteration 267 : loss : 0.187709, loss_ce: 0.030864, loss_dice: 0.344541
iteration 268 : loss : 0.216252, loss_ce: 0.036219, loss_dice: 0.396268
iteration 269 : loss : 0.224827, loss_ce: 0.031050, loss_dice: 0.418592
iteration 270 : loss : 0.213024, loss_ce: 0.039376, loss_dice: 0.386663
iteration 271 : loss : 0.204781, loss_ce: 0.033496, loss_dice: 0.376047
iteration 272 : loss : 0.200831, loss_ce: 0.030578, loss_dice: 0.371075
iteration 273 : loss : 0.236507, loss_ce: 0.066471, loss_dice: 0.406529
iteration 274 : loss : 0.216119, loss_ce: 0.047815, loss_dice: 0.384399
iteration 275 : loss : 0.191309, loss_ce: 0.024965, loss_dice: 0.357630
iteration 276 : loss : 0.188114, loss_ce: 0.030206, loss_dice: 0.346004
iteration 277 : loss : 0.176909, loss_ce: 0.024027, loss_dice: 0.329776
iteration 278 : loss : 0.194275, loss_ce: 0.035704, loss_dice: 0.352828
iteration 279 : loss : 0.176466, loss_ce: 0.021278, loss_dice: 0.331638
iteration 280 : loss : 0.297967, loss_ce: 0.139760, loss_dice: 0.456142
iteration 281 : loss : 0.180847, loss_ce: 0.015677, loss_dice: 0.346005
iteration 282 : loss : 0.177933, loss_ce: 0.022304, loss_dice: 0.333534
iteration 283 : loss : 0.203240, loss_ce: 0.032844, loss_dice: 0.373619
iteration 284 : loss : 0.191844, loss_ce: 0.032032, loss_dice: 0.351631
iteration 285 : loss : 0.183979, loss_ce: 0.025665, loss_dice: 0.342265
iteration 286 : loss : 0.188087, loss_ce: 0.041157, loss_dice: 0.335001
iteration 287 : loss : 0.204756, loss_ce: 0.044091, loss_dice: 0.365393
iteration 288 : loss : 0.176404, loss_ce: 0.025635, loss_dice: 0.327156
iteration 289 : loss : 0.219216, loss_ce: 0.033130, loss_dice: 0.405287
iteration 290 : loss : 0.198200, loss_ce: 0.041926, loss_dice: 0.354460
iteration 291 : loss : 0.171788, loss_ce: 0.012859, loss_dice: 0.330688
iteration 292 : loss : 0.208328, loss_ce: 0.035049, loss_dice: 0.381585
iteration 293 : loss : 0.206838, loss_ce: 0.033183, loss_dice: 0.380468
iteration 294 : loss : 0.196081, loss_ce: 0.028394, loss_dice: 0.363747
iteration 295 : loss : 0.187470, loss_ce: 0.028486, loss_dice: 0.346439
iteration 296 : loss : 0.206007, loss_ce: 0.050886, loss_dice: 0.361119
iteration 297 : loss : 0.191338, loss_ce: 0.035704, loss_dice: 0.346959
iteration 298 : loss : 0.195232, loss_ce: 0.041255, loss_dice: 0.349182
iteration 299 : loss : 0.174872, loss_ce: 0.018354, loss_dice: 0.331370
iteration 300 : loss : 0.304022, loss_ce: 0.106262, loss_dice: 0.501755
iteration 301 : loss : 0.263087, loss_ce: 0.042877, loss_dice: 0.483272
iteration 302 : loss : 0.247624, loss_ce: 0.036249, loss_dice: 0.458975
iteration 303 : loss : 0.177481, loss_ce: 0.014509, loss_dice: 0.340441
iteration 304 : loss : 0.198820, loss_ce: 0.036810, loss_dice: 0.360814
iteration 305 : loss : 0.198386, loss_ce: 0.037084, loss_dice: 0.359626
iteration 306 : loss : 0.181111, loss_ce: 0.029972, loss_dice: 0.332239
iteration 307 : loss : 0.175250, loss_ce: 0.022396, loss_dice: 0.328085
iteration 308 : loss : 0.200966, loss_ce: 0.036168, loss_dice: 0.365753
iteration 309 : loss : 0.215588, loss_ce: 0.020853, loss_dice: 0.410300
iteration 310 : loss : 0.260981, loss_ce: 0.087701, loss_dice: 0.434252
iteration 311 : loss : 0.199428, loss_ce: 0.031030, loss_dice: 0.367811
iteration 312 : loss : 0.190683, loss_ce: 0.027778, loss_dice: 0.353582
iteration 313 : loss : 0.187439, loss_ce: 0.028281, loss_dice: 0.346578
iteration 314 : loss : 0.168966, loss_ce: 0.014509, loss_dice: 0.323411
iteration 315 : loss : 0.179255, loss_ce: 0.020765, loss_dice: 0.337721
iteration 316 : loss : 0.187971, loss_ce: 0.031317, loss_dice: 0.344613
iteration 317 : loss : 0.168088, loss_ce: 0.020480, loss_dice: 0.315684
iteration 318 : loss : 0.170294, loss_ce: 0.022554, loss_dice: 0.318024
