
Namespace(add=1e-08, aggKernel=11, base_lr=0.01, batch_size=2, class_name=1, deterministic=1, ema_decay=0.99, exp='SL/sameForm_Wssl', fold=None, gpu='2,3', max_iterations=30000, model='Vnet_3D_256_randomCrop', num_classes=2, overlap=0.5, patch_size=[256, 256, 128], root_path='/data/sohui/Prostate/data/trim/sl_data/centerCrop_350_350_200', seed=1337, sw_batch_size=8)
Loading dataset:   0%|                                                                                                                                                                                           | 0/24 [00:00<?, ?it/s]






Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:46<00:00,  1.92s/it]
iteration 58 : supervised_loss : 0.490855
iteration 59 : supervised_loss : 0.551542

  0%|                             | 3/1501 [02:27<20:19:18, 48.84s/it]
iteration 61 : supervised_loss : 0.473872
iteration 62 : supervised_loss : 0.451958
iteration 63 : supervised_loss : 0.493532
iteration 64 : supervised_loss : 0.526336
iteration 65 : supervised_loss : 0.473959
iteration 66 : supervised_loss : 0.486051
iteration 67 : supervised_loss : 0.467346
iteration 68 : supervised_loss : 0.496551
iteration 69 : supervised_loss : 0.485581
iteration 70 : supervised_loss : 0.522928
iteration 71 : supervised_loss : 0.465298
iteration 72 : supervised_loss : 0.465446
iteration 73 : supervised_loss : 0.479317
iteration 74 : supervised_loss : 0.516301
iteration 75 : supervised_loss : 0.450394
iteration 76 : supervised_loss : 0.493038
iteration 77 : supervised_loss : 0.477302
iteration 78 : supervised_loss : 0.486363

  0%|                             | 4/1501 [03:18<20:41:51, 49.77s/it]
iteration 80 : supervised_loss : 0.469804
iteration 81 : supervised_loss : 0.450420
iteration 82 : supervised_loss : 0.470320
iteration 83 : supervised_loss : 0.474228
iteration 84 : supervised_loss : 0.477154
iteration 85 : supervised_loss : 0.496028
iteration 86 : supervised_loss : 0.483059
iteration 87 : supervised_loss : 0.465601
iteration 88 : supervised_loss : 0.469360
iteration 89 : supervised_loss : 0.468493
iteration 90 : supervised_loss : 0.475568
iteration 91 : supervised_loss : 0.462291
iteration 92 : supervised_loss : 0.461643
iteration 93 : supervised_loss : 0.468530
iteration 94 : supervised_loss : 0.467993
iteration 95 : supervised_loss : 0.487104
iteration 96 : supervised_loss : 0.461235
iteration 97 : supervised_loss : 0.479313
iteration 98 : supervised_loss : 0.462636
iteration 99 : supervised_loss : 0.480757

  0%|                             | 5/1501 [04:05<20:15:15, 48.74s/it]
iteration 101 : supervised_loss : 0.482225
iteration 102 : supervised_loss : 0.448237
iteration 103 : supervised_loss : 0.540885
iteration 104 : supervised_loss : 0.442108
iteration 105 : supervised_loss : 0.441343
iteration 106 : supervised_loss : 0.488905
iteration 107 : supervised_loss : 0.446472
iteration 108 : supervised_loss : 0.492815
iteration 109 : supervised_loss : 0.445625
iteration 110 : supervised_loss : 0.432592
iteration 111 : supervised_loss : 0.433026
iteration 112 : supervised_loss : 0.437248
iteration 113 : supervised_loss : 0.465842
iteration 114 : supervised_loss : 0.430810
iteration 115 : supervised_loss : 0.439993
iteration 116 : supervised_loss : 0.433508
iteration 117 : supervised_loss : 0.448982
iteration 118 : supervised_loss : 0.440432

  0%|                             | 6/1501 [04:51<19:47:46, 47.67s/it]
iteration 120 : supervised_loss : 0.416426
iteration 121 : supervised_loss : 0.466447
iteration 122 : supervised_loss : 0.421164
iteration 123 : supervised_loss : 0.418100
iteration 124 : supervised_loss : 0.464347
iteration 125 : supervised_loss : 0.441454
iteration 126 : supervised_loss : 0.462847
iteration 127 : supervised_loss : 0.429030
iteration 128 : supervised_loss : 0.413006
iteration 129 : supervised_loss : 0.428949
iteration 130 : supervised_loss : 0.445002
iteration 131 : supervised_loss : 0.438796
iteration 132 : supervised_loss : 0.431139
iteration 133 : supervised_loss : 0.417322
iteration 134 : supervised_loss : 0.442569
iteration 135 : supervised_loss : 0.428093
iteration 136 : supervised_loss : 0.407096
iteration 137 : supervised_loss : 0.439793
iteration 138 : supervised_loss : 0.420790
iteration 139 : supervised_loss : 0.439927

  0%|▏                            | 7/1501 [05:39<19:51:58, 47.87s/it]
iteration 141 : supervised_loss : 0.465553
iteration 142 : supervised_loss : 0.469433
iteration 143 : supervised_loss : 0.415882
iteration 144 : supervised_loss : 0.410648
iteration 145 : supervised_loss : 0.491672
iteration 146 : supervised_loss : 0.452085
iteration 147 : supervised_loss : 0.404555
iteration 148 : supervised_loss : 0.386610
iteration 149 : supervised_loss : 0.400618
iteration 150 : supervised_loss : 0.405459
iteration 151 : supervised_loss : 0.389874
iteration 152 : supervised_loss : 0.392722
iteration 153 : supervised_loss : 0.427921
iteration 154 : supervised_loss : 0.404969
iteration 155 : supervised_loss : 0.404479
iteration 156 : supervised_loss : 0.419554
iteration 157 : supervised_loss : 0.447560
iteration 158 : supervised_loss : 0.408725

  1%|▏                            | 8/1501 [06:31<20:22:04, 49.11s/it]
iteration 160 : supervised_loss : 0.391791
iteration 161 : supervised_loss : 0.410693
iteration 162 : supervised_loss : 0.375268
iteration 163 : supervised_loss : 0.552222
iteration 164 : supervised_loss : 0.437263
iteration 165 : supervised_loss : 0.427115
iteration 166 : supervised_loss : 0.377506
iteration 167 : supervised_loss : 0.498671
iteration 168 : supervised_loss : 0.389426
iteration 169 : supervised_loss : 0.387098
iteration 170 : supervised_loss : 0.396333
iteration 171 : supervised_loss : 0.413707
iteration 172 : supervised_loss : 0.438028
iteration 173 : supervised_loss : 0.390674
iteration 174 : supervised_loss : 0.404087
iteration 175 : supervised_loss : 0.367484
iteration 176 : supervised_loss : 0.411439
iteration 177 : supervised_loss : 0.391009
iteration 178 : supervised_loss : 0.500901

  1%|▏                            | 9/1501 [07:26<21:07:56, 50.99s/it]
iteration 180 : supervised_loss : 0.402749
iteration 181 : supervised_loss : 0.378623
iteration 182 : supervised_loss : 0.379077
iteration 183 : supervised_loss : 0.395813
iteration 184 : supervised_loss : 0.357924
iteration 185 : supervised_loss : 0.422711
iteration 186 : supervised_loss : 0.356316
iteration 187 : supervised_loss : 0.387493
iteration 188 : supervised_loss : 0.344528
iteration 189 : supervised_loss : 0.353163
iteration 190 : supervised_loss : 0.419671
iteration 191 : supervised_loss : 0.367907
iteration 192 : supervised_loss : 0.419132
iteration 193 : supervised_loss : 0.420266
iteration 194 : supervised_loss : 0.363651
iteration 195 : supervised_loss : 0.333020
iteration 196 : supervised_loss : 0.385659
iteration 197 : supervised_loss : 0.364704
iteration 198 : supervised_loss : 0.369196
iteration 199 : supervised_loss : 0.338724
  0%|                                                                                                                                                                                                            | 0/10 [00:00<?, ?it/s]
iteration 200 : supervised_loss : 0.341385










  1%|▏                           | 10/1501 [10:37<39:01:14, 94.22s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:15<00:00, 13.25s/it]
Validation end
iteration 200 : model_dice_score : 0.000000 model_hd95 : 0.000000
iteration 201 : supervised_loss : 0.374692
iteration 202 : supervised_loss : 0.361597
iteration 203 : supervised_loss : 0.331255
iteration 204 : supervised_loss : 0.315903
iteration 205 : supervised_loss : 0.312241
iteration 206 : supervised_loss : 0.470050
iteration 207 : supervised_loss : 0.355713
iteration 208 : supervised_loss : 0.366818
iteration 209 : supervised_loss : 0.432950
iteration 210 : supervised_loss : 0.435005
iteration 211 : supervised_loss : 0.358201
iteration 212 : supervised_loss : 0.360973
iteration 213 : supervised_loss : 0.373002
iteration 214 : supervised_loss : 0.342660
iteration 215 : supervised_loss : 0.355544
iteration 216 : supervised_loss : 0.461236
iteration 217 : supervised_loss : 0.352868
iteration 218 : supervised_loss : 0.345892

  1%|▏                           | 11/1501 [11:29<33:41:02, 81.38s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:15<00:00, 13.25s/it]
iteration 220 : supervised_loss : 0.362469
iteration 221 : supervised_loss : 0.355065
iteration 222 : supervised_loss : 0.364983
iteration 223 : supervised_loss : 0.313310
iteration 224 : supervised_loss : 0.325517
iteration 225 : supervised_loss : 0.339911
iteration 226 : supervised_loss : 0.327049
iteration 227 : supervised_loss : 0.306408
iteration 228 : supervised_loss : 0.426426
iteration 229 : supervised_loss : 0.331801
iteration 230 : supervised_loss : 0.362637
iteration 231 : supervised_loss : 0.309243
iteration 232 : supervised_loss : 0.325038
iteration 233 : supervised_loss : 0.294239
iteration 234 : supervised_loss : 0.296913
iteration 235 : supervised_loss : 0.342683
iteration 236 : supervised_loss : 0.326354
iteration 237 : supervised_loss : 0.323547
iteration 238 : supervised_loss : 0.380792
iteration 239 : supervised_loss : 0.447263

  1%|▏                           | 12/1501 [12:14<29:05:21, 70.33s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:15<00:00, 13.25s/it]
iteration 241 : supervised_loss : 0.301214
iteration 243 : supervised_loss : 0.285486
iteration 244 : supervised_loss : 0.283796
iteration 245 : supervised_loss : 0.335479
iteration 246 : supervised_loss : 0.311105
iteration 247 : supervised_loss : 0.285492
iteration 248 : supervised_loss : 0.306973
iteration 249 : supervised_loss : 0.358136
iteration 250 : supervised_loss : 0.262599
iteration 251 : supervised_loss : 0.316780
iteration 252 : supervised_loss : 0.261869
iteration 253 : supervised_loss : 0.264096
iteration 254 : supervised_loss : 0.298429
iteration 255 : supervised_loss : 0.316539
iteration 256 : supervised_loss : 0.399575
iteration 257 : supervised_loss : 0.306129
iteration 258 : supervised_loss : 0.355637
iteration 259 : supervised_loss : 0.262517

  1%|▏                           | 13/1501 [13:00<26:00:01, 62.90s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:15<00:00, 13.25s/it]
iteration 261 : supervised_loss : 0.258518
iteration 262 : supervised_loss : 0.248556
iteration 263 : supervised_loss : 0.365107
iteration 264 : supervised_loss : 0.263258
iteration 265 : supervised_loss : 0.278567
iteration 266 : supervised_loss : 0.243027
iteration 267 : supervised_loss : 0.289470
iteration 268 : supervised_loss : 0.306390
iteration 269 : supervised_loss : 0.247736
iteration 270 : supervised_loss : 0.324997
iteration 271 : supervised_loss : 0.269218
iteration 272 : supervised_loss : 0.228092
iteration 273 : supervised_loss : 0.265759
iteration 274 : supervised_loss : 0.274482
iteration 275 : supervised_loss : 0.301028
iteration 276 : supervised_loss : 0.240577
iteration 277 : supervised_loss : 0.263329
iteration 278 : supervised_loss : 0.232132

  1%|▎                           | 14/1501 [13:50<24:20:39, 58.94s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:15<00:00, 13.25s/it]
iteration 280 : supervised_loss : 0.253335
iteration 281 : supervised_loss : 0.561216
iteration 282 : supervised_loss : 0.221105
iteration 283 : supervised_loss : 0.238137
iteration 284 : supervised_loss : 0.256427
iteration 285 : supervised_loss : 0.230749
iteration 286 : supervised_loss : 0.211556
iteration 287 : supervised_loss : 0.189593
iteration 288 : supervised_loss : 0.215153
iteration 289 : supervised_loss : 0.193295
iteration 290 : supervised_loss : 0.242862
iteration 291 : supervised_loss : 0.318419
iteration 292 : supervised_loss : 0.259291
iteration 293 : supervised_loss : 0.203732
iteration 294 : supervised_loss : 0.243128
iteration 295 : supervised_loss : 0.207194
iteration 296 : supervised_loss : 0.230024
iteration 297 : supervised_loss : 0.220956
iteration 298 : supervised_loss : 0.193560

  1%|▎                           | 15/1501 [14:44<23:43:05, 57.46s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:15<00:00, 13.25s/it]
iteration 300 : supervised_loss : 0.264924
iteration 301 : supervised_loss : 0.194788
iteration 302 : supervised_loss : 0.243869
iteration 303 : supervised_loss : 0.235484
iteration 304 : supervised_loss : 0.470268
iteration 305 : supervised_loss : 0.177884
iteration 306 : supervised_loss : 0.168845
iteration 307 : supervised_loss : 0.190184
iteration 308 : supervised_loss : 0.290744
iteration 309 : supervised_loss : 0.202737
iteration 310 : supervised_loss : 0.427863
iteration 311 : supervised_loss : 0.159398
iteration 312 : supervised_loss : 0.179232
iteration 313 : supervised_loss : 0.259313
iteration 314 : supervised_loss : 0.187175
iteration 315 : supervised_loss : 0.179339
iteration 316 : supervised_loss : 0.214947
iteration 317 : supervised_loss : 0.215070
iteration 318 : supervised_loss : 0.303387

  1%|▎                           | 16/1501 [15:30<22:20:03, 54.14s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:15<00:00, 13.25s/it]
iteration 320 : supervised_loss : 0.208906
iteration 321 : supervised_loss : 0.157138
iteration 322 : supervised_loss : 0.159822
iteration 323 : supervised_loss : 0.191270
iteration 324 : supervised_loss : 0.183676
iteration 325 : supervised_loss : 0.169659
iteration 326 : supervised_loss : 0.144025
iteration 327 : supervised_loss : 0.182575
iteration 328 : supervised_loss : 0.165444
iteration 329 : supervised_loss : 0.185479
iteration 330 : supervised_loss : 0.191963
iteration 331 : supervised_loss : 0.191585
iteration 332 : supervised_loss : 0.270835
iteration 333 : supervised_loss : 0.200954
iteration 334 : supervised_loss : 0.241359
iteration 335 : supervised_loss : 0.162169
iteration 336 : supervised_loss : 0.922775
iteration 337 : supervised_loss : 0.255470
iteration 338 : supervised_loss : 0.225426

  1%|▎                           | 17/1501 [16:17<21:28:24, 52.09s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:15<00:00, 13.25s/it]
iteration 340 : supervised_loss : 0.453081
iteration 341 : supervised_loss : 0.205886
iteration 342 : supervised_loss : 0.150057
iteration 343 : supervised_loss : 0.174230
iteration 344 : supervised_loss : 0.193424
iteration 345 : supervised_loss : 0.175950
iteration 346 : supervised_loss : 0.166819
iteration 347 : supervised_loss : 0.140973
iteration 348 : supervised_loss : 0.167327
iteration 349 : supervised_loss : 0.162472
iteration 350 : supervised_loss : 0.157484
iteration 351 : supervised_loss : 0.210591
iteration 352 : supervised_loss : 0.164542
iteration 353 : supervised_loss : 0.126474
iteration 354 : supervised_loss : 0.194559
iteration 355 : supervised_loss : 0.224168
iteration 356 : supervised_loss : 0.137071
iteration 357 : supervised_loss : 0.235602
iteration 358 : supervised_loss : 0.200601
iteration 359 : supervised_loss : 0.145953

  1%|▎                           | 18/1501 [17:09<21:24:47, 51.98s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:15<00:00, 13.25s/it]
iteration 361 : supervised_loss : 0.158432
iteration 362 : supervised_loss : 0.157251
iteration 363 : supervised_loss : 0.161472
iteration 364 : supervised_loss : 0.128214
iteration 365 : supervised_loss : 0.160551
iteration 366 : supervised_loss : 0.138304
iteration 367 : supervised_loss : 0.177170
iteration 368 : supervised_loss : 0.132076
iteration 369 : supervised_loss : 0.419246
iteration 370 : supervised_loss : 0.134933
iteration 371 : supervised_loss : 0.139447
iteration 372 : supervised_loss : 0.114028
iteration 373 : supervised_loss : 0.394383
iteration 374 : supervised_loss : 0.172410
iteration 375 : supervised_loss : 0.172613
iteration 376 : supervised_loss : 0.132284
iteration 377 : supervised_loss : 0.171801
iteration 378 : supervised_loss : 0.155650

  1%|▎                           | 19/1501 [17:59<21:08:19, 51.35s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:15<00:00, 13.25s/it]
iteration 380 : supervised_loss : 0.152861
iteration 381 : supervised_loss : 0.237769
iteration 382 : supervised_loss : 0.133803
iteration 383 : supervised_loss : 0.174691
iteration 384 : supervised_loss : 0.157286
iteration 385 : supervised_loss : 0.119950
iteration 386 : supervised_loss : 0.127921
iteration 387 : supervised_loss : 0.130773
iteration 388 : supervised_loss : 0.158091
iteration 389 : supervised_loss : 0.791102
iteration 390 : supervised_loss : 0.130186
iteration 391 : supervised_loss : 0.129346
iteration 392 : supervised_loss : 0.114064
iteration 393 : supervised_loss : 0.153232
iteration 394 : supervised_loss : 0.385446
iteration 395 : supervised_loss : 0.408301
iteration 396 : supervised_loss : 0.335691
iteration 397 : supervised_loss : 0.146620
iteration 398 : supervised_loss : 0.151509
iteration 399 : supervised_loss : 0.169730
  0%|                                                                                                                                                                                                            | 0/10 [00:00<?, ?it/s]
iteration 400 : supervised_loss : 0.293098










  1%|▎                          | 20/1501 [22:10<45:47:16, 111.30s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:18<00:00, 19.54s/it]
Validation end
iteration 400 : model_dice_score : 0.730885 model_hd95 : 9.212522
iteration 401 : supervised_loss : 0.293422
iteration 402 : supervised_loss : 0.122763
iteration 403 : supervised_loss : 0.186706
iteration 404 : supervised_loss : 0.149791
iteration 405 : supervised_loss : 0.124613
iteration 406 : supervised_loss : 0.130835
iteration 407 : supervised_loss : 0.120423
iteration 408 : supervised_loss : 0.104769
iteration 409 : supervised_loss : 0.130301
iteration 410 : supervised_loss : 0.132176
iteration 411 : supervised_loss : 0.128390
iteration 412 : supervised_loss : 0.122025
iteration 413 : supervised_loss : 0.137334
iteration 414 : supervised_loss : 0.183423
iteration 415 : supervised_loss : 0.158679
iteration 416 : supervised_loss : 0.223015
iteration 417 : supervised_loss : 0.200292
iteration 418 : supervised_loss : 0.177830

  1%|▍                           | 21/1501 [22:58<37:55:58, 92.27s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:18<00:00, 19.54s/it]
iteration 420 : supervised_loss : 0.110308
iteration 421 : supervised_loss : 0.152419
iteration 422 : supervised_loss : 0.119377
iteration 423 : supervised_loss : 0.143417
iteration 424 : supervised_loss : 0.152266
iteration 425 : supervised_loss : 0.132225
iteration 426 : supervised_loss : 0.202800
iteration 427 : supervised_loss : 0.105555
iteration 428 : supervised_loss : 0.419345
iteration 429 : supervised_loss : 0.138164
iteration 430 : supervised_loss : 0.159541
iteration 431 : supervised_loss : 0.169794
iteration 432 : supervised_loss : 0.131048
iteration 433 : supervised_loss : 0.173943
iteration 434 : supervised_loss : 0.168425
iteration 435 : supervised_loss : 0.168480
iteration 436 : supervised_loss : 0.136628
iteration 437 : supervised_loss : 0.166721
iteration 438 : supervised_loss : 0.145991
iteration 439 : supervised_loss : 0.139710

  1%|▍                           | 22/1501 [23:44<32:11:40, 78.36s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:18<00:00, 19.54s/it]
iteration 441 : supervised_loss : 0.110952
iteration 442 : supervised_loss : 0.194432
iteration 443 : supervised_loss : 0.112992
iteration 444 : supervised_loss : 0.181665
iteration 445 : supervised_loss : 0.156577
iteration 446 : supervised_loss : 0.147510
iteration 447 : supervised_loss : 0.112673
iteration 448 : supervised_loss : 0.130076
iteration 449 : supervised_loss : 0.135324
iteration 450 : supervised_loss : 0.118136
iteration 451 : supervised_loss : 0.179891
iteration 452 : supervised_loss : 0.135636
iteration 453 : supervised_loss : 0.150389
iteration 454 : supervised_loss : 0.151951
iteration 455 : supervised_loss : 0.125600
iteration 456 : supervised_loss : 0.123683
iteration 457 : supervised_loss : 0.111167
iteration 458 : supervised_loss : 0.135405
iteration 459 : supervised_loss : 0.116224

  2%|▍                           | 23/1501 [24:30<28:08:17, 68.54s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:18<00:00, 19.54s/it]
iteration 461 : supervised_loss : 0.231309
iteration 462 : supervised_loss : 0.412436
iteration 463 : supervised_loss : 0.152865
iteration 464 : supervised_loss : 0.124694
iteration 465 : supervised_loss : 0.100682
iteration 466 : supervised_loss : 0.112654
iteration 467 : supervised_loss : 0.121068
iteration 468 : supervised_loss : 0.094740
iteration 469 : supervised_loss : 0.148965
iteration 470 : supervised_loss : 0.142889
iteration 471 : supervised_loss : 0.136352
iteration 472 : supervised_loss : 0.132856
iteration 473 : supervised_loss : 0.128682
iteration 474 : supervised_loss : 0.167823
iteration 475 : supervised_loss : 0.108026
iteration 476 : supervised_loss : 0.127928
iteration 477 : supervised_loss : 0.104723
iteration 478 : supervised_loss : 0.109191

  2%|▍                           | 24/1501 [25:28<26:51:46, 65.48s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:18<00:00, 19.54s/it]
iteration 480 : supervised_loss : 0.101886
iteration 481 : supervised_loss : 0.177206
iteration 482 : supervised_loss : 0.103905
iteration 483 : supervised_loss : 0.158900
iteration 484 : supervised_loss : 0.147072
iteration 485 : supervised_loss : 0.337224
iteration 486 : supervised_loss : 0.120512
iteration 487 : supervised_loss : 0.121260
iteration 488 : supervised_loss : 0.260014
iteration 489 : supervised_loss : 0.140328
iteration 490 : supervised_loss : 0.098882
iteration 491 : supervised_loss : 0.092546
iteration 492 : supervised_loss : 0.087897
iteration 493 : supervised_loss : 0.149625
iteration 494 : supervised_loss : 0.135024
iteration 495 : supervised_loss : 0.106244
iteration 496 : supervised_loss : 0.089532
iteration 497 : supervised_loss : 0.114171
iteration 498 : supervised_loss : 0.140873

  2%|▍                           | 25/1501 [26:14<24:24:56, 59.55s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:18<00:00, 19.54s/it]
iteration 500 : supervised_loss : 0.124096
iteration 501 : supervised_loss : 0.117117
iteration 502 : supervised_loss : 0.128021
iteration 503 : supervised_loss : 0.111640
iteration 504 : supervised_loss : 0.250786
iteration 505 : supervised_loss : 0.401123
iteration 506 : supervised_loss : 0.119367
iteration 507 : supervised_loss : 0.091176
iteration 508 : supervised_loss : 0.131966
iteration 509 : supervised_loss : 0.093525
iteration 510 : supervised_loss : 0.109087
iteration 511 : supervised_loss : 0.120438
iteration 512 : supervised_loss : 0.142653
iteration 513 : supervised_loss : 0.102950
iteration 514 : supervised_loss : 0.244346
iteration 515 : supervised_loss : 0.096196
iteration 516 : supervised_loss : 0.098580
iteration 517 : supervised_loss : 0.120767
iteration 518 : supervised_loss : 0.099113

  2%|▍                           | 26/1501 [26:59<22:40:43, 55.35s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:18<00:00, 19.54s/it]
iteration 520 : supervised_loss : 0.101116
iteration 521 : supervised_loss : 0.129503
iteration 522 : supervised_loss : 0.129948
iteration 523 : supervised_loss : 0.077018
iteration 524 : supervised_loss : 0.077471
iteration 525 : supervised_loss : 0.079024
iteration 526 : supervised_loss : 0.088715
iteration 527 : supervised_loss : 0.279129
iteration 528 : supervised_loss : 0.098632
iteration 529 : supervised_loss : 0.114539
iteration 530 : supervised_loss : 0.172333
iteration 531 : supervised_loss : 0.097844
iteration 532 : supervised_loss : 0.092481
iteration 533 : supervised_loss : 0.097440
iteration 534 : supervised_loss : 0.094233
iteration 535 : supervised_loss : 0.105144
iteration 536 : supervised_loss : 0.121646
iteration 537 : supervised_loss : 0.116996
iteration 538 : supervised_loss : 0.094353

  2%|▌                           | 27/1501 [27:50<22:04:06, 53.90s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:18<00:00, 19.54s/it]
iteration 540 : supervised_loss : 0.103161
iteration 541 : supervised_loss : 0.102331
iteration 542 : supervised_loss : 0.086153
iteration 543 : supervised_loss : 0.089290
iteration 544 : supervised_loss : 0.141674
iteration 545 : supervised_loss : 0.078104
iteration 546 : supervised_loss : 0.376235
iteration 547 : supervised_loss : 0.148673
iteration 548 : supervised_loss : 0.110076
iteration 549 : supervised_loss : 0.077586
iteration 550 : supervised_loss : 0.144269
iteration 551 : supervised_loss : 0.085721
iteration 552 : supervised_loss : 0.162252
iteration 553 : supervised_loss : 0.086559
iteration 554 : supervised_loss : 0.087191
iteration 555 : supervised_loss : 0.095049
iteration 556 : supervised_loss : 0.075642
iteration 557 : supervised_loss : 0.128476
iteration 558 : supervised_loss : 0.146652

  2%|▌                           | 28/1501 [28:39<21:28:55, 52.50s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:18<00:00, 19.54s/it]
iteration 560 : supervised_loss : 0.084022
iteration 561 : supervised_loss : 0.105060
iteration 562 : supervised_loss : 0.092292
iteration 563 : supervised_loss : 0.108655
iteration 564 : supervised_loss : 0.129216
iteration 565 : supervised_loss : 0.077856
iteration 566 : supervised_loss : 0.108201
iteration 567 : supervised_loss : 0.106847
iteration 568 : supervised_loss : 0.081104
iteration 569 : supervised_loss : 0.117469
iteration 570 : supervised_loss : 0.113652
iteration 571 : supervised_loss : 0.095698
iteration 572 : supervised_loss : 0.189540
iteration 573 : supervised_loss : 0.131745
iteration 574 : supervised_loss : 0.095013
iteration 575 : supervised_loss : 0.075080
iteration 576 : supervised_loss : 0.130733
iteration 577 : supervised_loss : 0.110948
