
Namespace(T=8, base_lr=0.01, batch_size=2, class_name=1, consistency=1.0, consistency_rampup=0.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='SSL/MT_ATO_350_350_200_rampup_refpaper', fold=3, gpu='2,3', labeled_bs=1, labeled_num=40, max_iterations=30000, model='Vnet_3D_256_randomCrop', num_classes=2, patch_size=[256, 256, 128], root_path='/data/sohui/Prostate/data/trim/ssl_data/centerCrop_200', seed=1337, total_labeled_num=290)
total_prostate train : dataset.json









Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [01:09<00:00,  2.90s/it]







Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:25<00:00,  1.05s/it]


Loading dataset:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                              | 5/6 [00:17<00:02,  2.87s/it]
250 iterations per epoch
Loading dataset: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 6/6 [00:20<00:00,  3.40s/it]
  0%|                                         | 0/121 [00:00<?, ?it/s]
iteration 105 : loss : 0.249500, loss_ce: 0.052237, loss_dice: 0.446744
iteration 106 : loss : 0.240749, loss_ce: 0.040802, loss_dice: 0.440661
iteration 107 : loss : 0.234760, loss_ce: 0.047706, loss_dice: 0.421786
iteration 108 : loss : 0.247958, loss_ce: 0.071572, loss_dice: 0.424313
iteration 109 : loss : 0.229132, loss_ce: 0.038260, loss_dice: 0.419968
iteration 110 : loss : 0.246314, loss_ce: 0.066567, loss_dice: 0.426027
iteration 111 : loss : 0.243769, loss_ce: 0.058593, loss_dice: 0.428921
iteration 112 : loss : 0.243158, loss_ce: 0.065142, loss_dice: 0.421147
iteration 113 : loss : 0.238483, loss_ce: 0.055688, loss_dice: 0.421231
iteration 114 : loss : 0.236962, loss_ce: 0.051017, loss_dice: 0.422884
iteration 115 : loss : 0.226906, loss_ce: 0.036814, loss_dice: 0.416933
iteration 116 : loss : 0.248179, loss_ce: 0.061506, loss_dice: 0.434824
iteration 117 : loss : 0.239731, loss_ce: 0.046228, loss_dice: 0.433196
iteration 118 : loss : 0.241325, loss_ce: 0.058543, loss_dice: 0.424060
iteration 119 : loss : 0.253904, loss_ce: 0.054564, loss_dice: 0.453226
iteration 120 : loss : 0.225988, loss_ce: 0.041506, loss_dice: 0.410457
iteration 121 : loss : 0.227601, loss_ce: 0.047707, loss_dice: 0.407462
iteration 122 : loss : 0.233182, loss_ce: 0.041364, loss_dice: 0.424965
iteration 123 : loss : 0.239030, loss_ce: 0.046871, loss_dice: 0.431169
iteration 124 : loss : 0.230068, loss_ce: 0.034390, loss_dice: 0.425706
iteration 125 : loss : 0.250884, loss_ce: 0.065459, loss_dice: 0.436297
iteration 126 : loss : 0.234679, loss_ce: 0.047778, loss_dice: 0.421553
iteration 127 : loss : 0.223120, loss_ce: 0.050063, loss_dice: 0.396147
iteration 128 : loss : 0.244634, loss_ce: 0.064596, loss_dice: 0.424641
iteration 129 : loss : 0.249651, loss_ce: 0.080655, loss_dice: 0.418612
iteration 130 : loss : 0.260000, loss_ce: 0.080223, loss_dice: 0.439753
iteration 131 : loss : 0.231481, loss_ce: 0.046325, loss_dice: 0.416595
iteration 132 : loss : 0.254591, loss_ce: 0.066076, loss_dice: 0.443064
iteration 133 : loss : 0.226778, loss_ce: 0.039178, loss_dice: 0.414359
iteration 134 : loss : 0.228487, loss_ce: 0.040095, loss_dice: 0.416859
iteration 135 : loss : 0.239593, loss_ce: 0.055399, loss_dice: 0.423717
iteration 136 : loss : 0.234305, loss_ce: 0.052762, loss_dice: 0.415807
iteration 137 : loss : 0.227616, loss_ce: 0.038337, loss_dice: 0.416862
iteration 138 : loss : 0.225895, loss_ce: 0.041782, loss_dice: 0.409967
iteration 139 : loss : 0.227625, loss_ce: 0.049346, loss_dice: 0.405886
iteration 140 : loss : 0.237422, loss_ce: 0.045849, loss_dice: 0.428948
iteration 141 : loss : 0.244922, loss_ce: 0.063082, loss_dice: 0.426710
iteration 142 : loss : 0.224472, loss_ce: 0.039808, loss_dice: 0.409094
iteration 143 : loss : 0.245602, loss_ce: 0.046195, loss_dice: 0.444987
iteration 144 : loss : 0.229960, loss_ce: 0.028067, loss_dice: 0.431838
iteration 145 : loss : 0.252954, loss_ce: 0.065538, loss_dice: 0.440333
iteration 146 : loss : 0.238666, loss_ce: 0.051164, loss_dice: 0.426130
iteration 147 : loss : 0.234827, loss_ce: 0.047728, loss_dice: 0.421901
iteration 148 : loss : 0.230884, loss_ce: 0.058695, loss_dice: 0.403046
iteration 149 : loss : 0.216634, loss_ce: 0.038470, loss_dice: 0.394772
iteration 150 : loss : 0.241778, loss_ce: 0.067548, loss_dice: 0.415984
iteration 151 : loss : 0.231571, loss_ce: 0.047619, loss_dice: 0.415499
iteration 152 : loss : 0.223033, loss_ce: 0.044926, loss_dice: 0.401110
iteration 153 : loss : 0.226916, loss_ce: 0.049748, loss_dice: 0.404053
iteration 154 : loss : 0.237906, loss_ce: 0.059193, loss_dice: 0.416598
iteration 155 : loss : 0.216370, loss_ce: 0.038883, loss_dice: 0.393829
iteration 156 : loss : 0.245729, loss_ce: 0.055351, loss_dice: 0.436078
iteration 157 : loss : 0.219836, loss_ce: 0.033575, loss_dice: 0.406055
iteration 158 : loss : 0.250107, loss_ce: 0.074768, loss_dice: 0.425424
iteration 159 : loss : 0.232890, loss_ce: 0.036609, loss_dice: 0.429146
iteration 160 : loss : 0.234589, loss_ce: 0.034533, loss_dice: 0.434597
iteration 161 : loss : 0.259620, loss_ce: 0.071532, loss_dice: 0.447692
iteration 162 : loss : 0.250491, loss_ce: 0.068298, loss_dice: 0.432650
iteration 163 : loss : 0.221287, loss_ce: 0.045354, loss_dice: 0.397176
iteration 164 : loss : 0.225670, loss_ce: 0.036742, loss_dice: 0.414580
iteration 165 : loss : 0.239599, loss_ce: 0.056939, loss_dice: 0.422236
iteration 166 : loss : 0.231791, loss_ce: 0.054765, loss_dice: 0.408793
iteration 167 : loss : 0.217287, loss_ce: 0.053960, loss_dice: 0.380580
iteration 168 : loss : 0.239917, loss_ce: 0.060033, loss_dice: 0.419785
iteration 169 : loss : 0.248217, loss_ce: 0.082812, loss_dice: 0.413600
iteration 170 : loss : 0.227458, loss_ce: 0.028731, loss_dice: 0.426168
iteration 171 : loss : 0.221168, loss_ce: 0.038005, loss_dice: 0.404320
iteration 172 : loss : 0.229237, loss_ce: 0.036728, loss_dice: 0.421731
iteration 173 : loss : 0.210895, loss_ce: 0.022760, loss_dice: 0.399001
iteration 174 : loss : 0.224243, loss_ce: 0.042329, loss_dice: 0.406129
iteration 175 : loss : 0.218862, loss_ce: 0.032287, loss_dice: 0.405414
iteration 176 : loss : 0.231230, loss_ce: 0.053358, loss_dice: 0.409074
iteration 177 : loss : 0.222796, loss_ce: 0.031378, loss_dice: 0.414187
iteration 178 : loss : 0.216974, loss_ce: 0.032529, loss_dice: 0.401396
iteration 179 : loss : 0.217603, loss_ce: 0.037551, loss_dice: 0.397640
iteration 180 : loss : 0.237335, loss_ce: 0.049975, loss_dice: 0.424673
iteration 181 : loss : 0.212778, loss_ce: 0.035109, loss_dice: 0.390431
iteration 182 : loss : 0.223357, loss_ce: 0.044310, loss_dice: 0.402384
iteration 183 : loss : 0.283030, loss_ce: 0.101031, loss_dice: 0.464998
iteration 184 : loss : 0.221134, loss_ce: 0.039548, loss_dice: 0.402705
iteration 185 : loss : 0.233959, loss_ce: 0.038880, loss_dice: 0.429016
iteration 186 : loss : 0.217628, loss_ce: 0.030369, loss_dice: 0.404862
iteration 187 : loss : 0.220648, loss_ce: 0.050341, loss_dice: 0.390926
iteration 188 : loss : 0.203076, loss_ce: 0.026487, loss_dice: 0.379645
iteration 189 : loss : 0.214482, loss_ce: 0.041207, loss_dice: 0.387740
iteration 190 : loss : 0.218507, loss_ce: 0.037438, loss_dice: 0.399555
iteration 191 : loss : 0.235122, loss_ce: 0.062969, loss_dice: 0.407252
iteration 192 : loss : 0.211394, loss_ce: 0.038244, loss_dice: 0.384520
iteration 193 : loss : 0.211151, loss_ce: 0.038662, loss_dice: 0.383624
iteration 194 : loss : 0.287681, loss_ce: 0.121512, loss_dice: 0.453833
iteration 195 : loss : 0.198686, loss_ce: 0.026580, loss_dice: 0.370775
iteration 196 : loss : 0.234416, loss_ce: 0.044389, loss_dice: 0.424422
iteration 197 : loss : 0.208235, loss_ce: 0.027234, loss_dice: 0.389218
iteration 198 : loss : 0.211575, loss_ce: 0.034089, loss_dice: 0.389032
iteration 199 : loss : 0.219817, loss_ce: 0.027126, loss_dice: 0.412483
iteration 200 : loss : 0.221350, loss_ce: 0.039097, loss_dice: 0.403580
iteration 201 : loss : 0.260609, loss_ce: 0.045556, loss_dice: 0.475636
iteration 202 : loss : 0.223388, loss_ce: 0.030830, loss_dice: 0.415920
iteration 203 : loss : 0.211017, loss_ce: 0.037800, loss_dice: 0.384214
iteration 204 : loss : 0.235875, loss_ce: 0.053905, loss_dice: 0.417824
iteration 205 : loss : 0.214414, loss_ce: 0.032734, loss_dice: 0.396077
iteration 206 : loss : 0.207996, loss_ce: 0.033469, loss_dice: 0.382510
iteration 207 : loss : 0.205983, loss_ce: 0.044884, loss_dice: 0.367052
iteration 208 : loss : 0.226866, loss_ce: 0.056467, loss_dice: 0.397248
iteration 209 : loss : 0.202825, loss_ce: 0.037111, loss_dice: 0.368510
iteration 210 : loss : 0.248213, loss_ce: 0.037006, loss_dice: 0.459403
iteration 211 : loss : 0.265948, loss_ce: 0.100368, loss_dice: 0.431500
iteration 212 : loss : 0.222606, loss_ce: 0.035813, loss_dice: 0.409370
iteration 213 : loss : 0.207437, loss_ce: 0.026849, loss_dice: 0.388005
iteration 214 : loss : 0.223819, loss_ce: 0.047300, loss_dice: 0.400320
iteration 215 : loss : 0.212127, loss_ce: 0.035446, loss_dice: 0.388774
iteration 216 : loss : 0.204165, loss_ce: 0.031268, loss_dice: 0.377053
iteration 217 : loss : 0.214033, loss_ce: 0.029265, loss_dice: 0.398782
iteration 218 : loss : 0.205233, loss_ce: 0.032343, loss_dice: 0.378099
iteration 219 : loss : 0.204974, loss_ce: 0.032995, loss_dice: 0.376937
iteration 220 : loss : 0.308774, loss_ce: 0.146107, loss_dice: 0.471428
iteration 221 : loss : 0.207657, loss_ce: 0.037229, loss_dice: 0.378075
iteration 222 : loss : 0.226656, loss_ce: 0.049951, loss_dice: 0.403344
iteration 223 : loss : 0.211432, loss_ce: 0.030838, loss_dice: 0.392004
iteration 224 : loss : 0.198642, loss_ce: 0.020186, loss_dice: 0.377046
iteration 225 : loss : 0.216134, loss_ce: 0.030341, loss_dice: 0.401912
iteration 226 : loss : 0.222415, loss_ce: 0.046464, loss_dice: 0.398350
iteration 227 : loss : 0.205742, loss_ce: 0.035084, loss_dice: 0.376385
iteration 228 : loss : 0.192489, loss_ce: 0.025512, loss_dice: 0.359448
iteration 229 : loss : 0.189504, loss_ce: 0.020949, loss_dice: 0.358038
iteration 230 : loss : 0.205177, loss_ce: 0.040056, loss_dice: 0.370277
iteration 231 : loss : 0.201153, loss_ce: 0.032631, loss_dice: 0.369641
iteration 232 : loss : 0.195487, loss_ce: 0.027458, loss_dice: 0.363490
iteration 233 : loss : 0.204650, loss_ce: 0.039233, loss_dice: 0.370050
iteration 234 : loss : 0.227416, loss_ce: 0.059683, loss_dice: 0.395112
iteration 235 : loss : 0.189376, loss_ce: 0.022124, loss_dice: 0.356601
iteration 236 : loss : 0.263383, loss_ce: 0.039760, loss_dice: 0.486955
iteration 237 : loss : 0.205343, loss_ce: 0.022369, loss_dice: 0.388292
iteration 238 : loss : 0.229486, loss_ce: 0.031004, loss_dice: 0.427945
iteration 239 : loss : 0.285724, loss_ce: 0.099931, loss_dice: 0.471501
iteration 240 : loss : 0.208039, loss_ce: 0.043986, loss_dice: 0.372071
iteration 241 : loss : 0.254174, loss_ce: 0.082757, loss_dice: 0.425568
iteration 242 : loss : 0.218920, loss_ce: 0.034813, loss_dice: 0.403002
iteration 243 : loss : 0.215020, loss_ce: 0.042103, loss_dice: 0.387919
iteration 244 : loss : 0.211199, loss_ce: 0.026470, loss_dice: 0.395862
iteration 245 : loss : 0.217778, loss_ce: 0.036096, loss_dice: 0.399449
iteration 246 : loss : 0.212660, loss_ce: 0.034672, loss_dice: 0.390634
iteration 247 : loss : 0.191781, loss_ce: 0.033607, loss_dice: 0.349941
iteration 248 : loss : 0.203744, loss_ce: 0.034871, loss_dice: 0.372593
iteration 249 : loss : 0.201001, loss_ce: 0.035835, loss_dice: 0.366124

  1%|▏                           | 1/121 [17:23<34:46:18, 1043.15s/it]
iteration 251 : loss : 0.191772, loss_ce: 0.017257, loss_dice: 0.366261
iteration 252 : loss : 0.219874, loss_ce: 0.033119, loss_dice: 0.406592
iteration 253 : loss : 0.221791, loss_ce: 0.050493, loss_dice: 0.393070
iteration 254 : loss : 0.210291, loss_ce: 0.037383, loss_dice: 0.383176
iteration 255 : loss : 0.214074, loss_ce: 0.042349, loss_dice: 0.385702
iteration 256 : loss : 0.197281, loss_ce: 0.035861, loss_dice: 0.358691
iteration 257 : loss : 0.191613, loss_ce: 0.025811, loss_dice: 0.357385
iteration 258 : loss : 0.205025, loss_ce: 0.029640, loss_dice: 0.380357
iteration 259 : loss : 0.206785, loss_ce: 0.029264, loss_dice: 0.384280
iteration 260 : loss : 0.200190, loss_ce: 0.036517, loss_dice: 0.363833
iteration 261 : loss : 0.203108, loss_ce: 0.027657, loss_dice: 0.378522
iteration 262 : loss : 0.249396, loss_ce: 0.024820, loss_dice: 0.473904
iteration 263 : loss : 0.185472, loss_ce: 0.018347, loss_dice: 0.352550
iteration 264 : loss : 0.194950, loss_ce: 0.023673, loss_dice: 0.366175
iteration 265 : loss : 0.186556, loss_ce: 0.018303, loss_dice: 0.354783
iteration 266 : loss : 0.189385, loss_ce: 0.024576, loss_dice: 0.354176
iteration 267 : loss : 0.189450, loss_ce: 0.033897, loss_dice: 0.344984
iteration 268 : loss : 0.183395, loss_ce: 0.020733, loss_dice: 0.346035
iteration 269 : loss : 0.201784, loss_ce: 0.041198, loss_dice: 0.362346
iteration 270 : loss : 0.201402, loss_ce: 0.040301, loss_dice: 0.362481
iteration 271 : loss : 0.188739, loss_ce: 0.025814, loss_dice: 0.351633
iteration 272 : loss : 0.199042, loss_ce: 0.037791, loss_dice: 0.360266
iteration 273 : loss : 0.268056, loss_ce: 0.098169, loss_dice: 0.437906
iteration 274 : loss : 0.203927, loss_ce: 0.045068, loss_dice: 0.362734
iteration 275 : loss : 0.212212, loss_ce: 0.030706, loss_dice: 0.393683
iteration 276 : loss : 0.183241, loss_ce: 0.020582, loss_dice: 0.345875
iteration 277 : loss : 0.193273, loss_ce: 0.031478, loss_dice: 0.355035
iteration 278 : loss : 0.229862, loss_ce: 0.048842, loss_dice: 0.410860
iteration 279 : loss : 0.184846, loss_ce: 0.028196, loss_dice: 0.341473
iteration 280 : loss : 0.298252, loss_ce: 0.140215, loss_dice: 0.456271
iteration 281 : loss : 0.184756, loss_ce: 0.015831, loss_dice: 0.353666
iteration 282 : loss : 0.200734, loss_ce: 0.029836, loss_dice: 0.371612
iteration 283 : loss : 0.196834, loss_ce: 0.029045, loss_dice: 0.364607
iteration 284 : loss : 0.199176, loss_ce: 0.034134, loss_dice: 0.364198
iteration 285 : loss : 0.192857, loss_ce: 0.025971, loss_dice: 0.359720
iteration 286 : loss : 0.184733, loss_ce: 0.039864, loss_dice: 0.329582
iteration 287 : loss : 0.198995, loss_ce: 0.042490, loss_dice: 0.355441
iteration 288 : loss : 0.184618, loss_ce: 0.028967, loss_dice: 0.340252
iteration 289 : loss : 0.181219, loss_ce: 0.020085, loss_dice: 0.342333
iteration 290 : loss : 0.218836, loss_ce: 0.053143, loss_dice: 0.384512
iteration 291 : loss : 0.173859, loss_ce: 0.015352, loss_dice: 0.332338
iteration 292 : loss : 0.192515, loss_ce: 0.028933, loss_dice: 0.356078
iteration 293 : loss : 0.190721, loss_ce: 0.029481, loss_dice: 0.351923
iteration 294 : loss : 0.193654, loss_ce: 0.022707, loss_dice: 0.364583
iteration 295 : loss : 0.187415, loss_ce: 0.030719, loss_dice: 0.344092
iteration 296 : loss : 0.221326, loss_ce: 0.061574, loss_dice: 0.381055
iteration 297 : loss : 0.196896, loss_ce: 0.040142, loss_dice: 0.353631
iteration 298 : loss : 0.218147, loss_ce: 0.056251, loss_dice: 0.380031
iteration 299 : loss : 0.180958, loss_ce: 0.020925, loss_dice: 0.340966
iteration 300 : loss : 0.274219, loss_ce: 0.098279, loss_dice: 0.450134
iteration 301 : loss : 0.209513, loss_ce: 0.023202, loss_dice: 0.395813
iteration 302 : loss : 0.199637, loss_ce: 0.032292, loss_dice: 0.366963
iteration 303 : loss : 0.175716, loss_ce: 0.018461, loss_dice: 0.332950
iteration 304 : loss : 0.192448, loss_ce: 0.029076, loss_dice: 0.355805
iteration 305 : loss : 0.188673, loss_ce: 0.030214, loss_dice: 0.347093
iteration 306 : loss : 0.195604, loss_ce: 0.027628, loss_dice: 0.363569
iteration 307 : loss : 0.170598, loss_ce: 0.021558, loss_dice: 0.319603
iteration 308 : loss : 0.183287, loss_ce: 0.028877, loss_dice: 0.337682
iteration 309 : loss : 0.189707, loss_ce: 0.027675, loss_dice: 0.351706
iteration 310 : loss : 0.240285, loss_ce: 0.083487, loss_dice: 0.397069
iteration 311 : loss : 0.186534, loss_ce: 0.028185, loss_dice: 0.344860
iteration 312 : loss : 0.187438, loss_ce: 0.033265, loss_dice: 0.341596
iteration 313 : loss : 0.186435, loss_ce: 0.031146, loss_dice: 0.341702
iteration 314 : loss : 0.172000, loss_ce: 0.019452, loss_dice: 0.324538
iteration 315 : loss : 0.221991, loss_ce: 0.031182, loss_dice: 0.412777
iteration 316 : loss : 0.170461, loss_ce: 0.016527, loss_dice: 0.324374
iteration 317 : loss : 0.170928, loss_ce: 0.018361, loss_dice: 0.323462
iteration 318 : loss : 0.199450, loss_ce: 0.022907, loss_dice: 0.375971
iteration 319 : loss : 0.223404, loss_ce: 0.053621, loss_dice: 0.393167
iteration 320 : loss : 0.241342, loss_ce: 0.043328, loss_dice: 0.439347
