
Namespace(add=1e-08, aggKernel=11, base_lr=0.01, batch_size=2, class_name=1, deterministic=1, ema_decay=0.99, exp='SL/sameForm_Wssl', fold=None, gpu='4,5', max_iterations=30000, model='Vnet_3D_272_272_144_randomCrop', num_classes=2, overlap=0.5, patch_size=[272, 272, 144], root_path='/data/sohui/Prostate/data/trim/sl_data/centerCrop_350_350_200', seed=1337, sw_batch_size=8)
Loading dataset:   0%|                                                                                                                                                                                           | 0/24 [00:00<?, ?it/s]






Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:44<00:00,  1.84s/it]
iteration 58 : supervised_loss : 0.504605

  0%|                             | 3/1501 [02:51<23:35:03, 56.68s/it]
iteration 60 : supervised_loss : 0.485815
iteration 61 : supervised_loss : 0.493632
iteration 62 : supervised_loss : 0.479495
iteration 63 : supervised_loss : 0.517714
iteration 64 : supervised_loss : 0.520270
iteration 65 : supervised_loss : 0.488055
iteration 66 : supervised_loss : 0.496897
iteration 67 : supervised_loss : 0.490304
iteration 68 : supervised_loss : 0.504539
iteration 69 : supervised_loss : 0.486978
iteration 70 : supervised_loss : 0.524223
iteration 71 : supervised_loss : 0.474507
iteration 72 : supervised_loss : 0.479835
iteration 73 : supervised_loss : 0.483165
iteration 74 : supervised_loss : 0.515165
iteration 75 : supervised_loss : 0.472365
iteration 76 : supervised_loss : 0.486743
iteration 77 : supervised_loss : 0.508806
iteration 78 : supervised_loss : 0.490114

  0%|                             | 4/1501 [03:51<24:04:53, 57.91s/it]
iteration 80 : supervised_loss : 0.473861
iteration 81 : supervised_loss : 0.460781
iteration 82 : supervised_loss : 0.478203
iteration 83 : supervised_loss : 0.487445
iteration 84 : supervised_loss : 0.486519
iteration 85 : supervised_loss : 0.488786
iteration 86 : supervised_loss : 0.502086
iteration 87 : supervised_loss : 0.488245
iteration 88 : supervised_loss : 0.476620
iteration 89 : supervised_loss : 0.481841
iteration 90 : supervised_loss : 0.474336
iteration 91 : supervised_loss : 0.476083
iteration 92 : supervised_loss : 0.451882
iteration 93 : supervised_loss : 0.474676
iteration 94 : supervised_loss : 0.471733
iteration 95 : supervised_loss : 0.490728
iteration 96 : supervised_loss : 0.458280
iteration 97 : supervised_loss : 0.458351
iteration 98 : supervised_loss : 0.452803

  0%|                             | 5/1501 [04:44<23:15:32, 55.97s/it]
iteration 100 : supervised_loss : 0.487047
iteration 101 : supervised_loss : 0.500610
iteration 102 : supervised_loss : 0.446415
iteration 103 : supervised_loss : 0.537672
iteration 104 : supervised_loss : 0.442207
iteration 105 : supervised_loss : 0.444920
iteration 106 : supervised_loss : 0.473797
iteration 107 : supervised_loss : 0.468520
iteration 108 : supervised_loss : 0.511184
iteration 109 : supervised_loss : 0.419410
iteration 110 : supervised_loss : 0.433686
iteration 111 : supervised_loss : 0.450297
iteration 112 : supervised_loss : 0.418367
iteration 113 : supervised_loss : 0.441169
iteration 114 : supervised_loss : 0.431728
iteration 115 : supervised_loss : 0.441140
iteration 116 : supervised_loss : 0.429751
iteration 117 : supervised_loss : 0.446273
iteration 118 : supervised_loss : 0.435125

  0%|                             | 6/1501 [05:34<22:28:01, 54.10s/it]
iteration 120 : supervised_loss : 0.413359
iteration 121 : supervised_loss : 0.445703
iteration 122 : supervised_loss : 0.437564
iteration 123 : supervised_loss : 0.416013
iteration 124 : supervised_loss : 0.450276
iteration 125 : supervised_loss : 0.436707
iteration 126 : supervised_loss : 0.436896
iteration 127 : supervised_loss : 0.446327
iteration 128 : supervised_loss : 0.426941
iteration 129 : supervised_loss : 0.409967
iteration 130 : supervised_loss : 0.410268
iteration 131 : supervised_loss : 0.435000
iteration 132 : supervised_loss : 0.419220
iteration 133 : supervised_loss : 0.392904
iteration 134 : supervised_loss : 0.423611
iteration 135 : supervised_loss : 0.412845
iteration 136 : supervised_loss : 0.405904
iteration 137 : supervised_loss : 0.419608
iteration 138 : supervised_loss : 0.401552
iteration 139 : supervised_loss : 0.390660

  0%|▏                            | 7/1501 [06:27<22:17:13, 53.70s/it]
iteration 141 : supervised_loss : 0.436119
iteration 142 : supervised_loss : 0.415920
iteration 143 : supervised_loss : 0.395527
iteration 144 : supervised_loss : 0.391575
iteration 145 : supervised_loss : 0.495668
iteration 146 : supervised_loss : 0.515240
iteration 147 : supervised_loss : 0.414759
iteration 148 : supervised_loss : 0.402906
iteration 149 : supervised_loss : 0.405549
iteration 150 : supervised_loss : 0.417640
iteration 151 : supervised_loss : 0.381778
iteration 152 : supervised_loss : 0.397475
iteration 153 : supervised_loss : 0.413969
iteration 154 : supervised_loss : 0.385742
iteration 155 : supervised_loss : 0.384599
iteration 156 : supervised_loss : 0.387618
iteration 157 : supervised_loss : 0.402702
iteration 158 : supervised_loss : 0.376383

  1%|▏                            | 8/1501 [07:28<23:12:12, 55.95s/it]
iteration 160 : supervised_loss : 0.364433
iteration 161 : supervised_loss : 0.357301
iteration 162 : supervised_loss : 0.360056
iteration 163 : supervised_loss : 0.564680
iteration 164 : supervised_loss : 0.371795
iteration 165 : supervised_loss : 0.364381
iteration 166 : supervised_loss : 0.343662
iteration 167 : supervised_loss : 0.450947
iteration 168 : supervised_loss : 0.341753
iteration 169 : supervised_loss : 0.372386
iteration 170 : supervised_loss : 0.362147
iteration 171 : supervised_loss : 0.349925
iteration 172 : supervised_loss : 0.461721
iteration 173 : supervised_loss : 0.349582
iteration 174 : supervised_loss : 0.352814
iteration 175 : supervised_loss : 0.343365
iteration 176 : supervised_loss : 0.373079
iteration 177 : supervised_loss : 0.338401
iteration 178 : supervised_loss : 0.417199
iteration 179 : supervised_loss : 0.340213

  1%|▏                            | 9/1501 [08:27<23:36:23, 56.96s/it]
iteration 181 : supervised_loss : 0.321826
iteration 182 : supervised_loss : 0.330156
iteration 183 : supervised_loss : 0.434279
iteration 184 : supervised_loss : 0.334079
iteration 185 : supervised_loss : 0.457754
iteration 186 : supervised_loss : 0.316674
iteration 187 : supervised_loss : 0.353598
iteration 188 : supervised_loss : 0.323995
iteration 189 : supervised_loss : 0.319316
iteration 190 : supervised_loss : 0.411068
iteration 191 : supervised_loss : 0.353507
iteration 192 : supervised_loss : 0.365022
iteration 193 : supervised_loss : 0.310174
iteration 194 : supervised_loss : 0.320978
iteration 195 : supervised_loss : 0.314715
iteration 196 : supervised_loss : 0.355197
iteration 197 : supervised_loss : 0.333746
iteration 198 : supervised_loss : 0.332781
iteration 199 : supervised_loss : 0.314700
iteration 200 : supervised_loss : 0.309211
Validation begin










100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
Validation end

  1%|▏                           | 10/1501 [11:23<38:53:08, 93.89s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
iteration 201 : supervised_loss : 0.319735
iteration 202 : supervised_loss : 0.332430
iteration 203 : supervised_loss : 0.304489
iteration 204 : supervised_loss : 0.282045
iteration 205 : supervised_loss : 0.294400
iteration 206 : supervised_loss : 0.434924
iteration 207 : supervised_loss : 0.279014
iteration 208 : supervised_loss : 0.290507
iteration 209 : supervised_loss : 0.353991
iteration 210 : supervised_loss : 0.377930
iteration 211 : supervised_loss : 0.311264
iteration 212 : supervised_loss : 0.282050
iteration 213 : supervised_loss : 0.287001
iteration 214 : supervised_loss : 0.291431
iteration 215 : supervised_loss : 0.286076
iteration 216 : supervised_loss : 0.474827
iteration 217 : supervised_loss : 0.268880
iteration 218 : supervised_loss : 0.283673
iteration 219 : supervised_loss : 0.381379

  1%|▏                           | 11/1501 [12:18<33:51:58, 81.82s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
iteration 221 : supervised_loss : 0.293279
iteration 222 : supervised_loss : 0.291324
iteration 223 : supervised_loss : 0.281165
iteration 224 : supervised_loss : 0.292792
iteration 225 : supervised_loss : 0.303405
iteration 226 : supervised_loss : 0.263178
iteration 227 : supervised_loss : 0.264295
iteration 228 : supervised_loss : 0.475339
iteration 229 : supervised_loss : 0.293094
iteration 230 : supervised_loss : 0.356971
iteration 231 : supervised_loss : 0.251114
iteration 232 : supervised_loss : 0.369419
iteration 233 : supervised_loss : 0.232336
iteration 234 : supervised_loss : 0.255879
iteration 235 : supervised_loss : 0.272650
iteration 236 : supervised_loss : 0.291067
iteration 237 : supervised_loss : 0.246630
iteration 238 : supervised_loss : 0.317808
iteration 239 : supervised_loss : 0.306496

  1%|▏                           | 12/1501 [13:11<30:16:15, 73.19s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
iteration 241 : supervised_loss : 0.250282
iteration 242 : supervised_loss : 0.263993
iteration 243 : supervised_loss : 0.246509
iteration 244 : supervised_loss : 0.251982
iteration 245 : supervised_loss : 0.304234
iteration 246 : supervised_loss : 0.238646
iteration 247 : supervised_loss : 0.238992
iteration 248 : supervised_loss : 0.233212
iteration 249 : supervised_loss : 0.244274
iteration 250 : supervised_loss : 0.238417
iteration 251 : supervised_loss : 0.228781
iteration 252 : supervised_loss : 0.212965
iteration 253 : supervised_loss : 0.202468
iteration 254 : supervised_loss : 0.212836
iteration 255 : supervised_loss : 0.228299
iteration 256 : supervised_loss : 0.276111
iteration 257 : supervised_loss : 0.237057
iteration 258 : supervised_loss : 0.273607

  1%|▏                           | 13/1501 [14:05<27:51:42, 67.41s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
iteration 260 : supervised_loss : 0.199086
iteration 261 : supervised_loss : 0.202433
iteration 262 : supervised_loss : 0.209552
iteration 263 : supervised_loss : 0.181714
iteration 264 : supervised_loss : 0.201601
iteration 265 : supervised_loss : 0.179845
iteration 266 : supervised_loss : 0.190344
iteration 267 : supervised_loss : 0.213220
iteration 268 : supervised_loss : 0.263282
iteration 269 : supervised_loss : 0.293126
iteration 270 : supervised_loss : 0.215551
iteration 271 : supervised_loss : 0.220649
iteration 272 : supervised_loss : 0.182589
iteration 273 : supervised_loss : 0.257942
iteration 274 : supervised_loss : 0.184183
iteration 275 : supervised_loss : 0.199783
iteration 276 : supervised_loss : 0.188631
iteration 277 : supervised_loss : 0.174647
iteration 278 : supervised_loss : 0.235027

  1%|▎                           | 14/1501 [15:03<26:35:15, 64.37s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
iteration 280 : supervised_loss : 0.173006
iteration 281 : supervised_loss : 0.390120
iteration 282 : supervised_loss : 0.166089
iteration 283 : supervised_loss : 0.174742
iteration 284 : supervised_loss : 0.186473
iteration 285 : supervised_loss : 0.219914
iteration 286 : supervised_loss : 0.166572
iteration 287 : supervised_loss : 0.161792
iteration 288 : supervised_loss : 0.165214
iteration 289 : supervised_loss : 0.158898
iteration 290 : supervised_loss : 0.204948
iteration 291 : supervised_loss : 0.237656
iteration 292 : supervised_loss : 0.215292
iteration 293 : supervised_loss : 0.174920
iteration 294 : supervised_loss : 0.161397
iteration 295 : supervised_loss : 0.167266
iteration 296 : supervised_loss : 0.205843
iteration 297 : supervised_loss : 0.149953
iteration 298 : supervised_loss : 0.141230
iteration 299 : supervised_loss : 0.186684

  1%|▎                           | 15/1501 [16:01<25:44:47, 62.37s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
iteration 301 : supervised_loss : 0.139131
iteration 302 : supervised_loss : 0.141173
iteration 303 : supervised_loss : 0.137177
iteration 304 : supervised_loss : 0.174064
iteration 305 : supervised_loss : 0.138754
iteration 306 : supervised_loss : 0.138955
iteration 307 : supervised_loss : 0.160663
iteration 308 : supervised_loss : 0.147693
iteration 309 : supervised_loss : 0.187698
iteration 310 : supervised_loss : 0.176623
iteration 311 : supervised_loss : 0.122655
iteration 312 : supervised_loss : 0.121729
iteration 313 : supervised_loss : 0.213495
iteration 314 : supervised_loss : 0.161723
iteration 315 : supervised_loss : 0.149158
iteration 316 : supervised_loss : 0.156149
iteration 317 : supervised_loss : 0.201860
iteration 318 : supervised_loss : 0.400564

  1%|▎                           | 16/1501 [16:55<24:45:35, 60.02s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
iteration 320 : supervised_loss : 0.173342
iteration 321 : supervised_loss : 0.121857
iteration 322 : supervised_loss : 0.120513
iteration 323 : supervised_loss : 0.166010
iteration 324 : supervised_loss : 0.141442
iteration 325 : supervised_loss : 0.129136
iteration 326 : supervised_loss : 0.120780
iteration 327 : supervised_loss : 0.119030
iteration 328 : supervised_loss : 0.146796
iteration 329 : supervised_loss : 0.154195
iteration 330 : supervised_loss : 0.130746
iteration 331 : supervised_loss : 0.157403
iteration 332 : supervised_loss : 0.260566
iteration 333 : supervised_loss : 0.113089
iteration 334 : supervised_loss : 0.140111
iteration 335 : supervised_loss : 0.131029
iteration 336 : supervised_loss : 0.739452
iteration 337 : supervised_loss : 0.193238
iteration 338 : supervised_loss : 0.141029

  1%|▎                           | 17/1501 [17:50<24:06:02, 58.47s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
iteration 340 : supervised_loss : 0.554500
iteration 341 : supervised_loss : 0.148585
iteration 342 : supervised_loss : 0.123577
iteration 343 : supervised_loss : 0.151219
iteration 344 : supervised_loss : 0.158329
iteration 345 : supervised_loss : 0.130473
iteration 346 : supervised_loss : 0.154189
iteration 347 : supervised_loss : 0.113284
iteration 348 : supervised_loss : 0.143691
iteration 349 : supervised_loss : 0.142631
iteration 350 : supervised_loss : 0.168502
iteration 351 : supervised_loss : 0.157563
iteration 352 : supervised_loss : 0.109176
iteration 353 : supervised_loss : 0.097453
iteration 354 : supervised_loss : 0.183444
iteration 355 : supervised_loss : 0.212140
iteration 356 : supervised_loss : 0.119272
iteration 357 : supervised_loss : 0.187854
iteration 358 : supervised_loss : 0.174488

  1%|▎                           | 18/1501 [18:48<24:01:16, 58.31s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
iteration 360 : supervised_loss : 0.111161
iteration 361 : supervised_loss : 0.137078
iteration 362 : supervised_loss : 0.143495
iteration 363 : supervised_loss : 0.094343
iteration 364 : supervised_loss : 0.104808
iteration 365 : supervised_loss : 0.117766
iteration 366 : supervised_loss : 0.114068
iteration 367 : supervised_loss : 0.131865
iteration 368 : supervised_loss : 0.106700
iteration 369 : supervised_loss : 0.443825
iteration 370 : supervised_loss : 0.100775
iteration 371 : supervised_loss : 0.093778
iteration 372 : supervised_loss : 0.094996
iteration 373 : supervised_loss : 0.188555
iteration 374 : supervised_loss : 0.124584
iteration 375 : supervised_loss : 0.157743
iteration 376 : supervised_loss : 0.117161
iteration 377 : supervised_loss : 0.124280
iteration 378 : supervised_loss : 0.095057

  1%|▎                           | 19/1501 [19:46<23:58:59, 58.26s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [01:55<00:00, 11.35s/it]
iteration 380 : supervised_loss : 0.117499
iteration 381 : supervised_loss : 0.139073
iteration 382 : supervised_loss : 0.097257
iteration 383 : supervised_loss : 0.190703
iteration 384 : supervised_loss : 0.122309
iteration 385 : supervised_loss : 0.092024
iteration 386 : supervised_loss : 0.094270
iteration 387 : supervised_loss : 0.099769
iteration 388 : supervised_loss : 0.138903
iteration 389 : supervised_loss : 0.711427
iteration 390 : supervised_loss : 0.131143
iteration 391 : supervised_loss : 0.105057
iteration 392 : supervised_loss : 0.092454
iteration 393 : supervised_loss : 0.093341
iteration 394 : supervised_loss : 0.155469
iteration 395 : supervised_loss : 0.252500
iteration 396 : supervised_loss : 0.157593
iteration 397 : supervised_loss : 0.098615
iteration 398 : supervised_loss : 0.113648
iteration 399 : supervised_loss : 0.121189
  0%|                                                                                                                                                                                                            | 0/10 [00:00<?, ?it/s]
iteration 400 : supervised_loss : 0.143546










100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:00<00:00, 17.82s/it]
Validation end

  1%|▎                          | 20/1501 [23:47<46:32:23, 113.13s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:00<00:00, 17.82s/it]
iteration 401 : supervised_loss : 0.088456
iteration 402 : supervised_loss : 0.104490
iteration 403 : supervised_loss : 0.089703
iteration 404 : supervised_loss : 0.124272
iteration 405 : supervised_loss : 0.101896
iteration 406 : supervised_loss : 0.090418
iteration 407 : supervised_loss : 0.119167
iteration 408 : supervised_loss : 0.110705
iteration 409 : supervised_loss : 0.099617
iteration 410 : supervised_loss : 0.090665
iteration 411 : supervised_loss : 0.093772
iteration 412 : supervised_loss : 0.089289
iteration 413 : supervised_loss : 0.142061
iteration 414 : supervised_loss : 0.469581
iteration 415 : supervised_loss : 0.151787
iteration 416 : supervised_loss : 0.116463
iteration 417 : supervised_loss : 0.125392
iteration 418 : supervised_loss : 0.137629
iteration 419 : supervised_loss : 0.109973

  1%|▍                           | 21/1501 [24:41<39:15:38, 95.50s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:00<00:00, 17.82s/it]
iteration 421 : supervised_loss : 0.445363
iteration 422 : supervised_loss : 0.092048
iteration 423 : supervised_loss : 0.121511
iteration 424 : supervised_loss : 0.112466
iteration 425 : supervised_loss : 0.145530
iteration 426 : supervised_loss : 0.149785
iteration 427 : supervised_loss : 0.095338
iteration 428 : supervised_loss : 0.113175
iteration 429 : supervised_loss : 0.108208
iteration 430 : supervised_loss : 0.116009
iteration 431 : supervised_loss : 0.102255
iteration 432 : supervised_loss : 0.099231
iteration 433 : supervised_loss : 0.101174
iteration 434 : supervised_loss : 0.112671
iteration 435 : supervised_loss : 0.095564
iteration 436 : supervised_loss : 0.084764
iteration 437 : supervised_loss : 0.095258
iteration 438 : supervised_loss : 0.080970

  1%|▍                           | 22/1501 [25:34<33:52:24, 82.45s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:00<00:00, 17.82s/it]
iteration 440 : supervised_loss : 0.083799
iteration 441 : supervised_loss : 0.091772
iteration 442 : supervised_loss : 0.089765
iteration 443 : supervised_loss : 0.082534
iteration 444 : supervised_loss : 1.054815
iteration 445 : supervised_loss : 0.459374
iteration 446 : supervised_loss : 0.103398
iteration 447 : supervised_loss : 0.080130
iteration 448 : supervised_loss : 0.096830
iteration 449 : supervised_loss : 0.106844
iteration 450 : supervised_loss : 0.081606
iteration 451 : supervised_loss : 0.410434
iteration 452 : supervised_loss : 0.093187
iteration 453 : supervised_loss : 0.110574
iteration 454 : supervised_loss : 0.121491
iteration 455 : supervised_loss : 0.084908
iteration 456 : supervised_loss : 0.087651
iteration 457 : supervised_loss : 0.090422
iteration 458 : supervised_loss : 0.164944
iteration 459 : supervised_loss : 0.098033

  2%|▍                           | 23/1501 [26:26<30:09:08, 73.44s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:00<00:00, 17.82s/it]
iteration 461 : supervised_loss : 0.142002
iteration 462 : supervised_loss : 0.095016
iteration 463 : supervised_loss : 0.093228
iteration 464 : supervised_loss : 0.078517
iteration 465 : supervised_loss : 0.138613
iteration 466 : supervised_loss : 0.103171
iteration 467 : supervised_loss : 0.105546
iteration 468 : supervised_loss : 0.074231
iteration 469 : supervised_loss : 0.333823
iteration 470 : supervised_loss : 0.104247
iteration 471 : supervised_loss : 0.116016
iteration 472 : supervised_loss : 0.116311
iteration 473 : supervised_loss : 0.098929
iteration 474 : supervised_loss : 0.258397
iteration 475 : supervised_loss : 0.108986
iteration 476 : supervised_loss : 0.174642
iteration 477 : supervised_loss : 0.095414
iteration 478 : supervised_loss : 0.084926

  2%|▍                           | 24/1501 [27:24<28:11:10, 68.70s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:00<00:00, 17.82s/it]
iteration 480 : supervised_loss : 0.081720
iteration 481 : supervised_loss : 0.107609
iteration 482 : supervised_loss : 0.130201
iteration 483 : supervised_loss : 0.116224
iteration 484 : supervised_loss : 0.146785
iteration 485 : supervised_loss : 0.297598
iteration 486 : supervised_loss : 0.087904
iteration 487 : supervised_loss : 0.106983
iteration 488 : supervised_loss : 0.118326
iteration 489 : supervised_loss : 0.134814
iteration 490 : supervised_loss : 0.114463
iteration 491 : supervised_loss : 0.086699
iteration 492 : supervised_loss : 0.087069
iteration 493 : supervised_loss : 0.087374
iteration 494 : supervised_loss : 0.133589
iteration 495 : supervised_loss : 0.101315
iteration 496 : supervised_loss : 0.071917
iteration 497 : supervised_loss : 0.112692
iteration 498 : supervised_loss : 0.120785

  2%|▍                           | 25/1501 [28:15<26:02:15, 63.51s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:00<00:00, 17.82s/it]
iteration 500 : supervised_loss : 0.087879
iteration 501 : supervised_loss : 0.096449
iteration 502 : supervised_loss : 0.108767
iteration 503 : supervised_loss : 0.080653
iteration 504 : supervised_loss : 0.128143
iteration 505 : supervised_loss : 1.070493
iteration 506 : supervised_loss : 0.098471
iteration 507 : supervised_loss : 0.086887
iteration 508 : supervised_loss : 0.101977
iteration 509 : supervised_loss : 0.085332
iteration 510 : supervised_loss : 0.106734
iteration 511 : supervised_loss : 0.117295
iteration 512 : supervised_loss : 0.113351
iteration 513 : supervised_loss : 0.081090
iteration 514 : supervised_loss : 0.192478
iteration 515 : supervised_loss : 0.099624
iteration 516 : supervised_loss : 0.082270
iteration 517 : supervised_loss : 0.081898
iteration 518 : supervised_loss : 0.081459

  2%|▍                           | 26/1501 [29:09<24:52:48, 60.72s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:00<00:00, 17.82s/it]
iteration 520 : supervised_loss : 0.084127
iteration 521 : supervised_loss : 0.173698
iteration 522 : supervised_loss : 0.122406
iteration 523 : supervised_loss : 0.078017
iteration 524 : supervised_loss : 0.068246
iteration 525 : supervised_loss : 0.085778
iteration 526 : supervised_loss : 0.090663
iteration 527 : supervised_loss : 1.074125
iteration 528 : supervised_loss : 0.417886
iteration 529 : supervised_loss : 0.121408
iteration 530 : supervised_loss : 0.139903
iteration 531 : supervised_loss : 0.132262
iteration 532 : supervised_loss : 0.091186
iteration 533 : supervised_loss : 0.097252
iteration 534 : supervised_loss : 0.071900
iteration 535 : supervised_loss : 0.108760
iteration 536 : supervised_loss : 0.141185
iteration 537 : supervised_loss : 0.177342
iteration 538 : supervised_loss : 0.093326

  2%|▌                           | 27/1501 [30:03<24:00:56, 58.65s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:00<00:00, 17.82s/it]
iteration 540 : supervised_loss : 0.097509
iteration 541 : supervised_loss : 0.088727
iteration 542 : supervised_loss : 0.097113
iteration 543 : supervised_loss : 0.079275
iteration 544 : supervised_loss : 0.115646
iteration 545 : supervised_loss : 0.081817
iteration 546 : supervised_loss : 0.234253
iteration 547 : supervised_loss : 0.126296
iteration 548 : supervised_loss : 0.092521
iteration 549 : supervised_loss : 0.097854
iteration 550 : supervised_loss : 0.121510
iteration 551 : supervised_loss : 0.074522
iteration 552 : supervised_loss : 0.153079
iteration 553 : supervised_loss : 0.067602
iteration 554 : supervised_loss : 0.076272
iteration 555 : supervised_loss : 0.084581
iteration 556 : supervised_loss : 0.080950
iteration 557 : supervised_loss : 0.105429
iteration 558 : supervised_loss : 0.088232
iteration 559 : supervised_loss : 0.080039

  2%|▌                           | 28/1501 [31:00<23:49:36, 58.23s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:00<00:00, 17.82s/it]
iteration 561 : supervised_loss : 0.072463
iteration 562 : supervised_loss : 0.085805
iteration 563 : supervised_loss : 0.077892
iteration 564 : supervised_loss : 0.100224
iteration 565 : supervised_loss : 0.085634
iteration 566 : supervised_loss : 0.069682
iteration 567 : supervised_loss : 0.066832
iteration 568 : supervised_loss : 0.072289
iteration 569 : supervised_loss : 0.099951
iteration 570 : supervised_loss : 0.103211
iteration 571 : supervised_loss : 0.095845
iteration 572 : supervised_loss : 0.312795
iteration 573 : supervised_loss : 0.102201
