
Namespace(T=8, base_lr=0.01, batch_size=2, class_name=1, consistency=1.0, consistency_rampup=0.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='SSL/MT_ATO_350_350_200_rampup_refpaper', fold=2, gpu='2,3', labeled_bs=1, labeled_num=40, max_iterations=30000, model='Vnet_3D_256_randomCrop', num_classes=2, patch_size=[256, 256, 128], root_path='/data/sohui/Prostate/data/trim/ssl_data/centerCrop_200', seed=1337, total_labeled_num=290)
total_prostate train : dataset.json









Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:43<00:00,  1.82s/it]






Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:23<00:00,  1.02it/s]

Loading dataset:  50%|██████████████████████████████████████████████████████████████████████████████████████████                                                                                          | 3/6 [00:12<00:09,  3.29s/it]
250 iterations per epoch
Loading dataset: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 6/6 [00:22<00:00,  3.83s/it]
  0%|                                         | 0/121 [00:00<?, ?it/s]
iteration 189 : loss : 0.220400, loss_ce: 0.043566, loss_dice: 0.397219
iteration 190 : loss : 0.206150, loss_ce: 0.032895, loss_dice: 0.379384
iteration 191 : loss : 0.228203, loss_ce: 0.059619, loss_dice: 0.396759
iteration 192 : loss : 0.205901, loss_ce: 0.035340, loss_dice: 0.376441
iteration 193 : loss : 0.215364, loss_ce: 0.041297, loss_dice: 0.389413
iteration 194 : loss : 0.279379, loss_ce: 0.111817, loss_dice: 0.446922
iteration 195 : loss : 0.204422, loss_ce: 0.030901, loss_dice: 0.377929
iteration 196 : loss : 0.233240, loss_ce: 0.040920, loss_dice: 0.425545
iteration 197 : loss : 0.206737, loss_ce: 0.027252, loss_dice: 0.386207
iteration 198 : loss : 0.205241, loss_ce: 0.030939, loss_dice: 0.379519
iteration 199 : loss : 0.198863, loss_ce: 0.021691, loss_dice: 0.376017
iteration 200 : loss : 0.206160, loss_ce: 0.037518, loss_dice: 0.374786
iteration 201 : loss : 0.207057, loss_ce: 0.034000, loss_dice: 0.380092
iteration 202 : loss : 0.210860, loss_ce: 0.031158, loss_dice: 0.390537
iteration 203 : loss : 0.231099, loss_ce: 0.038144, loss_dice: 0.424033
iteration 204 : loss : 0.242095, loss_ce: 0.058460, loss_dice: 0.425706
iteration 205 : loss : 0.206274, loss_ce: 0.026748, loss_dice: 0.385779
iteration 206 : loss : 0.213976, loss_ce: 0.030428, loss_dice: 0.397511
iteration 207 : loss : 0.196110, loss_ce: 0.035904, loss_dice: 0.356276
iteration 208 : loss : 0.224064, loss_ce: 0.053704, loss_dice: 0.394404
iteration 209 : loss : 0.197265, loss_ce: 0.030857, loss_dice: 0.363644
iteration 210 : loss : 0.224895, loss_ce: 0.033288, loss_dice: 0.416482
iteration 211 : loss : 0.270033, loss_ce: 0.096140, loss_dice: 0.443898
iteration 212 : loss : 0.216253, loss_ce: 0.044490, loss_dice: 0.387988
iteration 213 : loss : 0.211780, loss_ce: 0.031886, loss_dice: 0.391655
iteration 214 : loss : 0.239031, loss_ce: 0.049506, loss_dice: 0.428538
iteration 215 : loss : 0.198880, loss_ce: 0.027524, loss_dice: 0.370202
iteration 216 : loss : 0.208341, loss_ce: 0.031235, loss_dice: 0.385436
iteration 217 : loss : 0.223726, loss_ce: 0.046492, loss_dice: 0.400938
iteration 218 : loss : 0.196226, loss_ce: 0.031498, loss_dice: 0.360929
iteration 219 : loss : 0.199864, loss_ce: 0.032495, loss_dice: 0.367214
iteration 220 : loss : 0.313471, loss_ce: 0.141121, loss_dice: 0.485807
iteration 221 : loss : 0.213280, loss_ce: 0.038618, loss_dice: 0.387928
iteration 222 : loss : 0.223213, loss_ce: 0.044365, loss_dice: 0.402043
iteration 223 : loss : 0.231362, loss_ce: 0.037272, loss_dice: 0.425425
iteration 224 : loss : 0.194523, loss_ce: 0.019574, loss_dice: 0.369411
iteration 225 : loss : 0.200075, loss_ce: 0.025191, loss_dice: 0.374943
iteration 226 : loss : 0.223737, loss_ce: 0.047374, loss_dice: 0.400081
iteration 227 : loss : 0.196311, loss_ce: 0.035985, loss_dice: 0.356618
iteration 228 : loss : 0.208851, loss_ce: 0.033894, loss_dice: 0.383786
iteration 229 : loss : 0.189077, loss_ce: 0.021590, loss_dice: 0.356541
iteration 230 : loss : 0.207345, loss_ce: 0.043141, loss_dice: 0.371529
iteration 231 : loss : 0.196533, loss_ce: 0.030825, loss_dice: 0.362209
iteration 232 : loss : 0.196248, loss_ce: 0.028453, loss_dice: 0.364020
iteration 233 : loss : 0.217996, loss_ce: 0.049081, loss_dice: 0.386899
iteration 234 : loss : 0.231807, loss_ce: 0.062851, loss_dice: 0.400716
iteration 235 : loss : 0.193168, loss_ce: 0.025205, loss_dice: 0.361111
iteration 236 : loss : 0.235327, loss_ce: 0.035854, loss_dice: 0.434749
iteration 237 : loss : 0.198906, loss_ce: 0.024242, loss_dice: 0.373548
iteration 238 : loss : 0.204315, loss_ce: 0.025334, loss_dice: 0.383284
iteration 239 : loss : 0.287899, loss_ce: 0.103341, loss_dice: 0.472437
iteration 240 : loss : 0.201455, loss_ce: 0.040555, loss_dice: 0.362343
iteration 241 : loss : 0.261309, loss_ce: 0.088689, loss_dice: 0.433913
iteration 242 : loss : 0.216043, loss_ce: 0.034511, loss_dice: 0.397539
iteration 243 : loss : 0.224939, loss_ce: 0.044388, loss_dice: 0.405474
iteration 244 : loss : 0.217978, loss_ce: 0.031738, loss_dice: 0.404171
iteration 245 : loss : 0.217548, loss_ce: 0.036973, loss_dice: 0.398113
iteration 246 : loss : 0.209232, loss_ce: 0.035854, loss_dice: 0.382600
iteration 247 : loss : 0.195064, loss_ce: 0.035477, loss_dice: 0.354638
iteration 248 : loss : 0.207507, loss_ce: 0.037429, loss_dice: 0.377563
iteration 249 : loss : 0.196469, loss_ce: 0.033373, loss_dice: 0.359534

  1%|▏                           | 1/121 [17:32<35:05:57, 1052.98s/it]
iteration 251 : loss : 0.196000, loss_ce: 0.028939, loss_dice: 0.363046
iteration 252 : loss : 0.204270, loss_ce: 0.030987, loss_dice: 0.377520
iteration 253 : loss : 0.227598, loss_ce: 0.043967, loss_dice: 0.411213
iteration 254 : loss : 0.196248, loss_ce: 0.027522, loss_dice: 0.364953
iteration 255 : loss : 0.219345, loss_ce: 0.038371, loss_dice: 0.400230
iteration 256 : loss : 0.228520, loss_ce: 0.051664, loss_dice: 0.405364
iteration 257 : loss : 0.183388, loss_ce: 0.020146, loss_dice: 0.346597
iteration 258 : loss : 0.193592, loss_ce: 0.022250, loss_dice: 0.364891
iteration 259 : loss : 0.201305, loss_ce: 0.019624, loss_dice: 0.382967
iteration 260 : loss : 0.219552, loss_ce: 0.045117, loss_dice: 0.393959
iteration 261 : loss : 0.211653, loss_ce: 0.034535, loss_dice: 0.388752
iteration 262 : loss : 0.209502, loss_ce: 0.025650, loss_dice: 0.393308
iteration 263 : loss : 0.195072, loss_ce: 0.023677, loss_dice: 0.366438
iteration 264 : loss : 0.199425, loss_ce: 0.025891, loss_dice: 0.372900
iteration 265 : loss : 0.203529, loss_ce: 0.023472, loss_dice: 0.383560
iteration 266 : loss : 0.186886, loss_ce: 0.028184, loss_dice: 0.345563
iteration 267 : loss : 0.205166, loss_ce: 0.042887, loss_dice: 0.367427
iteration 268 : loss : 0.182363, loss_ce: 0.019152, loss_dice: 0.345555
iteration 269 : loss : 0.191938, loss_ce: 0.035497, loss_dice: 0.348355
iteration 270 : loss : 0.203914, loss_ce: 0.035681, loss_dice: 0.372124
iteration 271 : loss : 0.182589, loss_ce: 0.021661, loss_dice: 0.343495
iteration 272 : loss : 0.199716, loss_ce: 0.040209, loss_dice: 0.359197
iteration 273 : loss : 0.275514, loss_ce: 0.105495, loss_dice: 0.445510
iteration 274 : loss : 0.217384, loss_ce: 0.052158, loss_dice: 0.382578
iteration 275 : loss : 0.190249, loss_ce: 0.029716, loss_dice: 0.350751
iteration 276 : loss : 0.186002, loss_ce: 0.019845, loss_dice: 0.352136
iteration 277 : loss : 0.180606, loss_ce: 0.023968, loss_dice: 0.337229
iteration 278 : loss : 0.200362, loss_ce: 0.034462, loss_dice: 0.366247
iteration 279 : loss : 0.177560, loss_ce: 0.025089, loss_dice: 0.330016
iteration 280 : loss : 0.271619, loss_ce: 0.111863, loss_dice: 0.431361
iteration 281 : loss : 0.172887, loss_ce: 0.013573, loss_dice: 0.332183
iteration 282 : loss : 0.234262, loss_ce: 0.039310, loss_dice: 0.429183
iteration 283 : loss : 0.195216, loss_ce: 0.029437, loss_dice: 0.360972
iteration 284 : loss : 0.202725, loss_ce: 0.037447, loss_dice: 0.367987
iteration 285 : loss : 0.183228, loss_ce: 0.026310, loss_dice: 0.340126
iteration 286 : loss : 0.181831, loss_ce: 0.037677, loss_dice: 0.325972
iteration 287 : loss : 0.199601, loss_ce: 0.041472, loss_dice: 0.357680
iteration 288 : loss : 0.176779, loss_ce: 0.025223, loss_dice: 0.328318
iteration 289 : loss : 0.194472, loss_ce: 0.023925, loss_dice: 0.364998
iteration 290 : loss : 0.229348, loss_ce: 0.050207, loss_dice: 0.408477
iteration 291 : loss : 0.172572, loss_ce: 0.019996, loss_dice: 0.325120
iteration 292 : loss : 0.202271, loss_ce: 0.034208, loss_dice: 0.370311
iteration 293 : loss : 0.206301, loss_ce: 0.031704, loss_dice: 0.380879
iteration 294 : loss : 0.187668, loss_ce: 0.022591, loss_dice: 0.352730
iteration 295 : loss : 0.189753, loss_ce: 0.030188, loss_dice: 0.349304
iteration 296 : loss : 0.223328, loss_ce: 0.070224, loss_dice: 0.376411
iteration 297 : loss : 0.195123, loss_ce: 0.040116, loss_dice: 0.350114
iteration 298 : loss : 0.221870, loss_ce: 0.058874, loss_dice: 0.384849
iteration 299 : loss : 0.189525, loss_ce: 0.017522, loss_dice: 0.361508
iteration 300 : loss : 0.280214, loss_ce: 0.106080, loss_dice: 0.454333
iteration 301 : loss : 0.178454, loss_ce: 0.017823, loss_dice: 0.339072
iteration 302 : loss : 0.215537, loss_ce: 0.035182, loss_dice: 0.395865
iteration 303 : loss : 0.170935, loss_ce: 0.015424, loss_dice: 0.326427
iteration 304 : loss : 0.181246, loss_ce: 0.022829, loss_dice: 0.339647
iteration 305 : loss : 0.198649, loss_ce: 0.032274, loss_dice: 0.364969
iteration 306 : loss : 0.179649, loss_ce: 0.026974, loss_dice: 0.332305
iteration 307 : loss : 0.179709, loss_ce: 0.026359, loss_dice: 0.333038
iteration 308 : loss : 0.200793, loss_ce: 0.028731, loss_dice: 0.372836
iteration 309 : loss : 0.172938, loss_ce: 0.020846, loss_dice: 0.324995
iteration 310 : loss : 0.245349, loss_ce: 0.088059, loss_dice: 0.402624
iteration 311 : loss : 0.180711, loss_ce: 0.026114, loss_dice: 0.335271
iteration 312 : loss : 0.194416, loss_ce: 0.038964, loss_dice: 0.349852
iteration 313 : loss : 0.182388, loss_ce: 0.030920, loss_dice: 0.333833
iteration 314 : loss : 0.173159, loss_ce: 0.020993, loss_dice: 0.325304
iteration 315 : loss : 0.243664, loss_ce: 0.037422, loss_dice: 0.449887
iteration 316 : loss : 0.175136, loss_ce: 0.018364, loss_dice: 0.331893
iteration 317 : loss : 0.174785, loss_ce: 0.019577, loss_dice: 0.329973
iteration 318 : loss : 0.177835, loss_ce: 0.020001, loss_dice: 0.335645
iteration 319 : loss : 0.211103, loss_ce: 0.053905, loss_dice: 0.368285
iteration 320 : loss : 0.183771, loss_ce: 0.030083, loss_dice: 0.337447
