
Namespace(T=4, base_lr=0.01, batch_size=4, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='MT_UA2avg_2task_SDM_dualD_SLsdmLow', gpu='2', labeled_bs=2, labeled_num=25, max_iterations=30000, model='vnet_3D_96_32', num_classes=2, patch_size=[96, 96, 96], root_path='/data/sohui/BraTS/data/BraTs2019', seed=1337, total_labeled_num=250)
total 250 samples
12 iterations per epoch
  0%|                                        | 0/2501 [00:00<?, ?it/s]
iteration 82 : loss : 0.125541, loss_ce: 0.131534, loss_dice: 0.085393

  0%|                             | 7/2501 [03:02<17:59:03, 25.96s/it]
iteration 84 : loss : 0.237647, loss_ce: 0.201710, loss_dice: 0.208247
iteration 85 : loss : 0.205999, loss_ce: 0.145106, loss_dice: 0.218007
iteration 86 : loss : 0.119068, loss_ce: 0.097172, loss_dice: 0.067232
iteration 87 : loss : 0.081684, loss_ce: 0.061724, loss_dice: 0.056069
iteration 88 : loss : 0.073392, loss_ce: 0.050238, loss_dice: 0.043916
iteration 89 : loss : 0.141288, loss_ce: 0.104345, loss_dice: 0.141728
iteration 90 : loss : 0.221675, loss_ce: 0.160344, loss_dice: 0.220841
iteration 91 : loss : 0.109550, loss_ce: 0.069844, loss_dice: 0.087933
iteration 92 : loss : 0.095158, loss_ce: 0.030642, loss_dice: 0.020778
iteration 93 : loss : 0.304085, loss_ce: 0.155290, loss_dice: 0.397706
iteration 94 : loss : 0.142405, loss_ce: 0.125610, loss_dice: 0.099778

  0%|                             | 8/2501 [03:28<17:56:18, 25.90s/it]
iteration 96 : loss : 0.154367, loss_ce: 0.128322, loss_dice: 0.143906
iteration 97 : loss : 0.268144, loss_ce: 0.248192, loss_dice: 0.235566
iteration 98 : loss : 0.097307, loss_ce: 0.053038, loss_dice: 0.084751
iteration 99 : loss : 0.143467, loss_ce: 0.082648, loss_dice: 0.130533
iteration 100 : loss : 0.126462, loss_ce: 0.107602, loss_dice: 0.094912
iteration 101 : loss : 0.182913, loss_ce: 0.100718, loss_dice: 0.222667
iteration 102 : loss : 0.063276, loss_ce: 0.040643, loss_dice: 0.047287
iteration 103 : loss : 0.106615, loss_ce: 0.078915, loss_dice: 0.079435
iteration 104 : loss : 0.099358, loss_ce: 0.079991, loss_dice: 0.054348
iteration 105 : loss : 0.136903, loss_ce: 0.088746, loss_dice: 0.114968
iteration 106 : loss : 0.151269, loss_ce: 0.078279, loss_dice: 0.045233

  0%|                             | 9/2501 [03:54<17:51:55, 25.81s/it]
iteration 108 : loss : 0.119591, loss_ce: 0.114464, loss_dice: 0.079181
iteration 109 : loss : 0.275154, loss_ce: 0.048608, loss_dice: 0.403743
iteration 110 : loss : 0.289022, loss_ce: 0.154473, loss_dice: 0.384095
iteration 111 : loss : 0.176152, loss_ce: 0.090326, loss_dice: 0.214283
iteration 112 : loss : 0.100572, loss_ce: 0.023375, loss_dice: 0.093588
iteration 113 : loss : 0.357719, loss_ce: 0.299723, loss_dice: 0.324227
iteration 114 : loss : 0.174161, loss_ce: 0.071168, loss_dice: 0.206406
iteration 115 : loss : 0.170236, loss_ce: 0.175293, loss_dice: 0.122033
iteration 116 : loss : 0.166595, loss_ce: 0.172888, loss_dice: 0.081844
iteration 117 : loss : 0.075026, loss_ce: 0.050885, loss_dice: 0.057541
iteration 118 : loss : 0.116825, loss_ce: 0.074662, loss_dice: 0.106417

  0%|                            | 10/2501 [04:19<17:45:11, 25.66s/it]
iteration 120 : loss : 0.097935, loss_ce: 0.095789, loss_dice: 0.065284
iteration 121 : loss : 0.125547, loss_ce: 0.116740, loss_dice: 0.100250
iteration 122 : loss : 0.150467, loss_ce: 0.054626, loss_dice: 0.209123
iteration 123 : loss : 0.330119, loss_ce: 0.221853, loss_dice: 0.347389
iteration 124 : loss : 0.142890, loss_ce: 0.085066, loss_dice: 0.163659
iteration 125 : loss : 0.354666, loss_ce: 0.299341, loss_dice: 0.336356
iteration 126 : loss : 0.122563, loss_ce: 0.070596, loss_dice: 0.109343
iteration 127 : loss : 0.141121, loss_ce: 0.050476, loss_dice: 0.142251
iteration 128 : loss : 0.268847, loss_ce: 0.110041, loss_dice: 0.374266
iteration 129 : loss : 0.179361, loss_ce: 0.167326, loss_dice: 0.157160
iteration 130 : loss : 0.145811, loss_ce: 0.142782, loss_dice: 0.090830

  0%|                            | 11/2501 [04:45<17:47:13, 25.72s/it]
iteration 132 : loss : 0.091564, loss_ce: 0.079041, loss_dice: 0.055259
iteration 133 : loss : 0.222427, loss_ce: 0.217871, loss_dice: 0.159249
iteration 134 : loss : 0.330710, loss_ce: 0.330186, loss_dice: 0.252765
iteration 135 : loss : 0.328820, loss_ce: 0.105680, loss_dice: 0.439961
iteration 136 : loss : 0.143949, loss_ce: 0.087341, loss_dice: 0.156418
iteration 137 : loss : 0.346720, loss_ce: 0.127116, loss_dice: 0.497464
iteration 138 : loss : 0.060687, loss_ce: 0.041303, loss_dice: 0.038367
iteration 139 : loss : 0.320406, loss_ce: 0.246063, loss_dice: 0.345755
iteration 140 : loss : 0.226967, loss_ce: 0.094339, loss_dice: 0.305698
iteration 141 : loss : 0.158821, loss_ce: 0.106180, loss_dice: 0.169887
iteration 142 : loss : 0.073584, loss_ce: 0.051998, loss_dice: 0.053816

  0%|▏                           | 12/2501 [05:11<17:47:53, 25.74s/it]
iteration 144 : loss : 0.120635, loss_ce: 0.082357, loss_dice: 0.110885
iteration 145 : loss : 0.251492, loss_ce: 0.237763, loss_dice: 0.204312
iteration 146 : loss : 0.056266, loss_ce: 0.047969, loss_dice: 0.031977
iteration 147 : loss : 0.153143, loss_ce: 0.105610, loss_dice: 0.164058
iteration 148 : loss : 0.129481, loss_ce: 0.087245, loss_dice: 0.133474
iteration 149 : loss : 0.137574, loss_ce: 0.112302, loss_dice: 0.081452
iteration 150 : loss : 0.088301, loss_ce: 0.058776, loss_dice: 0.070757
iteration 151 : loss : 0.149951, loss_ce: 0.086764, loss_dice: 0.144107
iteration 152 : loss : 0.108988, loss_ce: 0.101218, loss_dice: 0.079199
iteration 153 : loss : 0.129923, loss_ce: 0.086656, loss_dice: 0.144512
iteration 154 : loss : 0.132459, loss_ce: 0.124253, loss_dice: 0.077949

  1%|▏                           | 13/2501 [05:37<17:51:26, 25.84s/it]
iteration 156 : loss : 0.182549, loss_ce: 0.082977, loss_dice: 0.243473
iteration 157 : loss : 0.144302, loss_ce: 0.094843, loss_dice: 0.143267
iteration 158 : loss : 0.103494, loss_ce: 0.042133, loss_dice: 0.123030
iteration 159 : loss : 0.107821, loss_ce: 0.064519, loss_dice: 0.104611
iteration 160 : loss : 0.085756, loss_ce: 0.049372, loss_dice: 0.080693
iteration 161 : loss : 0.264983, loss_ce: 0.223738, loss_dice: 0.242220
iteration 162 : loss : 0.197350, loss_ce: 0.203165, loss_dice: 0.145177
iteration 163 : loss : 0.100196, loss_ce: 0.050926, loss_dice: 0.101748
iteration 164 : loss : 0.104943, loss_ce: 0.075599, loss_dice: 0.077592
iteration 165 : loss : 0.187124, loss_ce: 0.088327, loss_dice: 0.249166
iteration 166 : loss : 0.110954, loss_ce: 0.065290, loss_dice: 0.120160

  1%|▏                           | 14/2501 [06:02<17:46:19, 25.73s/it]
iteration 168 : loss : 0.106243, loss_ce: 0.031119, loss_dice: 0.049596
iteration 169 : loss : 0.055750, loss_ce: 0.029466, loss_dice: 0.050220
iteration 170 : loss : 0.073442, loss_ce: 0.058496, loss_dice: 0.049015
iteration 171 : loss : 0.259024, loss_ce: 0.121238, loss_dice: 0.356628
iteration 172 : loss : 0.071586, loss_ce: 0.058545, loss_dice: 0.044656
iteration 173 : loss : 0.177268, loss_ce: 0.173921, loss_dice: 0.094175
iteration 174 : loss : 0.189942, loss_ce: 0.047478, loss_dice: 0.305160
iteration 175 : loss : 0.078118, loss_ce: 0.058751, loss_dice: 0.058195
iteration 176 : loss : 0.092345, loss_ce: 0.053069, loss_dice: 0.088578
iteration 177 : loss : 0.268879, loss_ce: 0.122086, loss_dice: 0.336486
iteration 178 : loss : 0.253458, loss_ce: 0.251582, loss_dice: 0.195825
iteration 179 : loss : 0.186372, loss_ce: 0.058358, loss_dice: 0.206505

  1%|▏                           | 15/2501 [06:28<17:45:40, 25.72s/it]
iteration 181 : loss : 0.101092, loss_ce: 0.053025, loss_dice: 0.105812
iteration 182 : loss : 0.051945, loss_ce: 0.032218, loss_dice: 0.030281
iteration 183 : loss : 0.201370, loss_ce: 0.155799, loss_dice: 0.186209
iteration 184 : loss : 0.148133, loss_ce: 0.050420, loss_dice: 0.207314
iteration 185 : loss : 0.143529, loss_ce: 0.145526, loss_dice: 0.105544
iteration 186 : loss : 0.112974, loss_ce: 0.085132, loss_dice: 0.101019
iteration 187 : loss : 0.425194, loss_ce: 0.294343, loss_dice: 0.466188
iteration 188 : loss : 0.118570, loss_ce: 0.078342, loss_dice: 0.122908
iteration 189 : loss : 0.092796, loss_ce: 0.080697, loss_dice: 0.075104
iteration 190 : loss : 0.077888, loss_ce: 0.051088, loss_dice: 0.066782
iteration 191 : loss : 0.112349, loss_ce: 0.083072, loss_dice: 0.097405

  1%|▏                           | 16/2501 [06:54<17:44:00, 25.69s/it]
iteration 193 : loss : 0.077221, loss_ce: 0.054770, loss_dice: 0.055438
iteration 194 : loss : 0.212199, loss_ce: 0.242510, loss_dice: 0.125650
iteration 195 : loss : 0.193381, loss_ce: 0.195085, loss_dice: 0.138151
iteration 196 : loss : 0.176587, loss_ce: 0.086797, loss_dice: 0.204562
iteration 197 : loss : 0.080649, loss_ce: 0.053232, loss_dice: 0.061121
iteration 198 : loss : 0.313099, loss_ce: 0.236828, loss_dice: 0.334870
iteration 199 : loss : 0.090777, loss_ce: 0.024332, loss_dice: 0.108817
  0%|                                                                                                                                                                                                    | 0/25 [00:00<?, ?it/s]
iteration 200 : loss : 0.082506, loss_ce: 0.053195, loss_dice: 0.075392

























100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
Validation end
iteration 200 : dice_score : 0.650014 hd95 : 39.040130 uncertainty : 0.095844
iteration 201 : loss : 0.159375, loss_ce: 0.084264, loss_dice: 0.178951
iteration 202 : loss : 0.257604, loss_ce: 0.124714, loss_dice: 0.348093
iteration 203 : loss : 0.070619, loss_ce: 0.064345, loss_dice: 0.043265

  1%|▏                           | 17/2501 [08:54<37:19:54, 54.10s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
iteration 205 : loss : 0.064858, loss_ce: 0.050526, loss_dice: 0.036164
iteration 206 : loss : 0.112412, loss_ce: 0.044290, loss_dice: 0.080969
iteration 207 : loss : 0.097307, loss_ce: 0.069996, loss_dice: 0.064046
iteration 208 : loss : 0.115666, loss_ce: 0.114939, loss_dice: 0.063478
iteration 209 : loss : 0.201320, loss_ce: 0.065488, loss_dice: 0.291415
iteration 210 : loss : 0.078594, loss_ce: 0.058830, loss_dice: 0.056027
iteration 211 : loss : 0.112250, loss_ce: 0.094595, loss_dice: 0.093158
iteration 212 : loss : 0.077410, loss_ce: 0.036304, loss_dice: 0.082904
iteration 213 : loss : 0.080943, loss_ce: 0.050766, loss_dice: 0.066858
iteration 214 : loss : 0.116519, loss_ce: 0.062554, loss_dice: 0.116500

  1%|▏                           | 18/2501 [09:19<31:22:40, 45.49s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
iteration 216 : loss : 0.076571, loss_ce: 0.052252, loss_dice: 0.060511
iteration 217 : loss : 0.084599, loss_ce: 0.072244, loss_dice: 0.041851
iteration 218 : loss : 0.153191, loss_ce: 0.102672, loss_dice: 0.152846
iteration 219 : loss : 0.069612, loss_ce: 0.061766, loss_dice: 0.046752
iteration 220 : loss : 0.168661, loss_ce: 0.104822, loss_dice: 0.185323
iteration 221 : loss : 0.185624, loss_ce: 0.118228, loss_dice: 0.213237
iteration 222 : loss : 0.107022, loss_ce: 0.091718, loss_dice: 0.079241
iteration 223 : loss : 0.130402, loss_ce: 0.092089, loss_dice: 0.124706
iteration 224 : loss : 0.066280, loss_ce: 0.064103, loss_dice: 0.037237
iteration 225 : loss : 0.134611, loss_ce: 0.046428, loss_dice: 0.183922
iteration 226 : loss : 0.056922, loss_ce: 0.045478, loss_dice: 0.030047

  1%|▏                           | 19/2501 [09:45<27:15:30, 39.54s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
iteration 228 : loss : 0.143924, loss_ce: 0.107836, loss_dice: 0.124430
iteration 229 : loss : 0.074059, loss_ce: 0.048824, loss_dice: 0.058826
iteration 230 : loss : 0.314773, loss_ce: 0.278178, loss_dice: 0.299068
iteration 231 : loss : 0.296382, loss_ce: 0.242747, loss_dice: 0.290052
iteration 232 : loss : 0.184821, loss_ce: 0.121640, loss_dice: 0.205128
iteration 233 : loss : 0.064412, loss_ce: 0.048524, loss_dice: 0.040661
iteration 234 : loss : 0.117619, loss_ce: 0.074099, loss_dice: 0.124281
iteration 235 : loss : 0.070137, loss_ce: 0.037959, loss_dice: 0.054687
iteration 236 : loss : 0.113282, loss_ce: 0.059086, loss_dice: 0.137352
iteration 237 : loss : 0.121550, loss_ce: 0.108774, loss_dice: 0.092189
iteration 238 : loss : 0.081298, loss_ce: 0.045825, loss_dice: 0.081742

  1%|▏                           | 20/2501 [10:11<24:23:58, 35.40s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
iteration 240 : loss : 0.148717, loss_ce: 0.127142, loss_dice: 0.110836
iteration 241 : loss : 0.058580, loss_ce: 0.034656, loss_dice: 0.056329
iteration 242 : loss : 0.268613, loss_ce: 0.250474, loss_dice: 0.227807
iteration 243 : loss : 0.308940, loss_ce: 0.125624, loss_dice: 0.441943
iteration 244 : loss : 0.104420, loss_ce: 0.070594, loss_dice: 0.087403
iteration 245 : loss : 0.117531, loss_ce: 0.113886, loss_dice: 0.079102
iteration 246 : loss : 0.053520, loss_ce: 0.029047, loss_dice: 0.037947
iteration 247 : loss : 0.061034, loss_ce: 0.043529, loss_dice: 0.028698
iteration 248 : loss : 0.097723, loss_ce: 0.084173, loss_dice: 0.068488
iteration 249 : loss : 0.302376, loss_ce: 0.231054, loss_dice: 0.314469
iteration 250 : loss : 0.382276, loss_ce: 0.239298, loss_dice: 0.409023
iteration 251 : loss : 0.083088, loss_ce: 0.049006, loss_dice: 0.077204

  1%|▏                           | 21/2501 [10:36<22:22:33, 32.48s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
iteration 253 : loss : 0.134694, loss_ce: 0.088846, loss_dice: 0.142186
iteration 254 : loss : 0.187227, loss_ce: 0.189451, loss_dice: 0.120644
iteration 255 : loss : 0.276337, loss_ce: 0.069057, loss_dice: 0.399407
iteration 256 : loss : 0.208090, loss_ce: 0.182760, loss_dice: 0.178436
iteration 257 : loss : 0.209709, loss_ce: 0.128588, loss_dice: 0.239917
iteration 258 : loss : 0.148914, loss_ce: 0.066892, loss_dice: 0.195225
iteration 259 : loss : 0.096971, loss_ce: 0.096552, loss_dice: 0.068128
iteration 260 : loss : 0.094211, loss_ce: 0.062335, loss_dice: 0.083958
iteration 261 : loss : 0.093777, loss_ce: 0.068646, loss_dice: 0.076690
iteration 262 : loss : 0.087691, loss_ce: 0.024326, loss_dice: 0.085969

  1%|▏                           | 22/2501 [11:02<20:51:54, 30.30s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
iteration 264 : loss : 0.080173, loss_ce: 0.052661, loss_dice: 0.057460
iteration 265 : loss : 0.243167, loss_ce: 0.112837, loss_dice: 0.321131
iteration 266 : loss : 0.097537, loss_ce: 0.062548, loss_dice: 0.098174
iteration 267 : loss : 0.248346, loss_ce: 0.236381, loss_dice: 0.196174
iteration 268 : loss : 0.069646, loss_ce: 0.046502, loss_dice: 0.062220
iteration 269 : loss : 0.069878, loss_ce: 0.043400, loss_dice: 0.052268
iteration 270 : loss : 0.226653, loss_ce: 0.239144, loss_dice: 0.159333
iteration 271 : loss : 0.083431, loss_ce: 0.046688, loss_dice: 0.074152
iteration 272 : loss : 0.081782, loss_ce: 0.058345, loss_dice: 0.054231
iteration 273 : loss : 0.114123, loss_ce: 0.079990, loss_dice: 0.115623
iteration 274 : loss : 0.160344, loss_ce: 0.056841, loss_dice: 0.207206

  1%|▎                           | 23/2501 [11:27<19:55:12, 28.94s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
iteration 276 : loss : 0.174635, loss_ce: 0.067858, loss_dice: 0.251391
iteration 277 : loss : 0.121179, loss_ce: 0.100237, loss_dice: 0.088883
iteration 278 : loss : 0.076917, loss_ce: 0.055696, loss_dice: 0.067179
iteration 279 : loss : 0.073815, loss_ce: 0.068136, loss_dice: 0.048055
iteration 280 : loss : 0.161903, loss_ce: 0.118310, loss_dice: 0.168328
iteration 281 : loss : 0.100097, loss_ce: 0.051387, loss_dice: 0.106001
iteration 282 : loss : 0.185663, loss_ce: 0.087875, loss_dice: 0.197222
iteration 283 : loss : 0.103672, loss_ce: 0.103010, loss_dice: 0.062704
iteration 284 : loss : 0.171658, loss_ce: 0.051034, loss_dice: 0.237623
iteration 285 : loss : 0.241609, loss_ce: 0.173427, loss_dice: 0.258440
iteration 286 : loss : 0.071712, loss_ce: 0.061904, loss_dice: 0.048309

  1%|▎                           | 24/2501 [11:53<19:10:12, 27.86s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
iteration 288 : loss : 0.120197, loss_ce: 0.091121, loss_dice: 0.110952
iteration 289 : loss : 0.058666, loss_ce: 0.047759, loss_dice: 0.033591
iteration 290 : loss : 0.121881, loss_ce: 0.055849, loss_dice: 0.143485
iteration 291 : loss : 0.121557, loss_ce: 0.104057, loss_dice: 0.101557
iteration 292 : loss : 0.125319, loss_ce: 0.037640, loss_dice: 0.119099
iteration 293 : loss : 0.077986, loss_ce: 0.058297, loss_dice: 0.058361
iteration 294 : loss : 0.099701, loss_ce: 0.087778, loss_dice: 0.087851
iteration 295 : loss : 0.142782, loss_ce: 0.054017, loss_dice: 0.162081
iteration 296 : loss : 0.092597, loss_ce: 0.072274, loss_dice: 0.081435
iteration 297 : loss : 0.067782, loss_ce: 0.046200, loss_dice: 0.057350
iteration 298 : loss : 0.058981, loss_ce: 0.028643, loss_dice: 0.054012

  1%|▎                           | 25/2501 [12:18<18:36:52, 27.06s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
iteration 300 : loss : 0.071590, loss_ce: 0.063217, loss_dice: 0.046404
iteration 301 : loss : 0.060478, loss_ce: 0.028350, loss_dice: 0.065146
iteration 302 : loss : 0.095559, loss_ce: 0.035945, loss_dice: 0.078032
iteration 303 : loss : 0.152501, loss_ce: 0.134737, loss_dice: 0.135221
iteration 304 : loss : 0.268633, loss_ce: 0.212943, loss_dice: 0.262268
iteration 305 : loss : 0.086663, loss_ce: 0.056421, loss_dice: 0.089854
iteration 306 : loss : 0.113102, loss_ce: 0.087527, loss_dice: 0.097527
iteration 307 : loss : 0.074808, loss_ce: 0.067458, loss_dice: 0.045162
iteration 308 : loss : 0.105853, loss_ce: 0.069221, loss_dice: 0.090438
iteration 309 : loss : 0.074313, loss_ce: 0.032877, loss_dice: 0.043379
iteration 310 : loss : 0.119480, loss_ce: 0.036484, loss_dice: 0.156345

  1%|▎                           | 26/2501 [12:43<18:14:09, 26.53s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:33<00:00,  3.74s/it]
iteration 312 : loss : 0.161525, loss_ce: 0.146875, loss_dice: 0.145283
iteration 313 : loss : 0.073357, loss_ce: 0.024320, loss_dice: 0.071374
iteration 314 : loss : 0.301233, loss_ce: 0.376298, loss_dice: 0.178007
iteration 315 : loss : 0.062843, loss_ce: 0.024213, loss_dice: 0.044010
iteration 316 : loss : 0.105685, loss_ce: 0.060469, loss_dice: 0.109488
iteration 317 : loss : 0.071052, loss_ce: 0.060216, loss_dice: 0.055767
iteration 318 : loss : 0.147968, loss_ce: 0.149093, loss_dice: 0.079544
iteration 319 : loss : 0.056953, loss_ce: 0.042931, loss_dice: 0.046318
iteration 320 : loss : 0.045206, loss_ce: 0.020214, loss_dice: 0.035554
iteration 321 : loss : 0.163471, loss_ce: 0.106549, loss_dice: 0.161495
iteration 322 : loss : 0.080828, loss_ce: 0.063045, loss_dice: 0.056112

