
Namespace(T=8, base_lr=0.01, batch_size=2, class_name=1, consistency=1.0, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='SSL/MT_ATO', gpu='4,5', labeled_bs=1, labeled_num=40, max_iterations=30000, model='Vnet_3D_256_randomCrop', num_classes=2, patch_size=[256, 256, 112], root_path='/data/sohui/Prostate/data/trim/ssl_data', seed=1337, total_labeled_num=290)
total_prostate train : dataset.json











Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [01:18<00:00,  3.25s/it]










Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:41<00:00,  1.71s/it]



Loading dataset:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                              | 5/6 [00:38<00:06,  6.13s/it]
250 iterations per epoch
Loading dataset: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 6/6 [00:41<00:00,  6.94s/it]
  0%|                                         | 0/121 [00:00<?, ?it/s]
iteration 42 : loss : 0.298073, loss_ce: 0.094670, loss_dice: 0.501397
iteration 43 : loss : 0.289798, loss_ce: 0.081886, loss_dice: 0.497627
iteration 44 : loss : 0.276915, loss_ce: 0.062108, loss_dice: 0.491600
iteration 45 : loss : 0.272838, loss_ce: 0.089118, loss_dice: 0.456362
iteration 46 : loss : 0.269001, loss_ce: 0.092417, loss_dice: 0.445354
iteration 47 : loss : 0.264105, loss_ce: 0.079889, loss_dice: 0.448175
iteration 48 : loss : 0.287168, loss_ce: 0.083806, loss_dice: 0.490494
iteration 49 : loss : 0.275771, loss_ce: 0.073363, loss_dice: 0.478039
iteration 50 : loss : 0.254649, loss_ce: 0.052654, loss_dice: 0.456476
iteration 51 : loss : 0.267291, loss_ce: 0.033915, loss_dice: 0.500585
iteration 52 : loss : 0.274212, loss_ce: 0.078282, loss_dice: 0.470077
iteration 53 : loss : 0.286373, loss_ce: 0.070838, loss_dice: 0.501824
iteration 54 : loss : 0.294684, loss_ce: 0.086743, loss_dice: 0.502426
iteration 55 : loss : 0.277172, loss_ce: 0.062983, loss_dice: 0.491279
iteration 56 : loss : 0.256269, loss_ce: 0.044870, loss_dice: 0.467590
iteration 57 : loss : 0.266436, loss_ce: 0.032330, loss_dice: 0.500497
iteration 58 : loss : 0.261421, loss_ce: 0.051820, loss_dice: 0.470975
iteration 59 : loss : 0.264803, loss_ce: 0.029134, loss_dice: 0.500426
iteration 60 : loss : 0.258628, loss_ce: 0.049970, loss_dice: 0.467252
iteration 61 : loss : 0.274080, loss_ce: 0.046945, loss_dice: 0.501091
iteration 62 : loss : 0.268718, loss_ce: 0.091872, loss_dice: 0.445385
iteration 63 : loss : 0.271040, loss_ce: 0.083703, loss_dice: 0.458264
iteration 64 : loss : 0.280461, loss_ce: 0.059380, loss_dice: 0.501458
iteration 65 : loss : 0.268156, loss_ce: 0.066685, loss_dice: 0.469544
iteration 66 : loss : 0.265749, loss_ce: 0.078177, loss_dice: 0.453248
iteration 67 : loss : 0.265822, loss_ce: 0.078072, loss_dice: 0.453498
iteration 68 : loss : 0.267161, loss_ce: 0.085421, loss_dice: 0.448826
iteration 69 : loss : 0.261779, loss_ce: 0.079599, loss_dice: 0.443928
iteration 70 : loss : 0.259103, loss_ce: 0.052124, loss_dice: 0.466009
iteration 71 : loss : 0.249298, loss_ce: 0.044860, loss_dice: 0.453710
iteration 72 : loss : 0.277164, loss_ce: 0.053068, loss_dice: 0.501165
iteration 73 : loss : 0.259965, loss_ce: 0.048993, loss_dice: 0.470855
iteration 74 : loss : 0.259967, loss_ce: 0.046397, loss_dice: 0.473457
iteration 75 : loss : 0.252126, loss_ce: 0.050439, loss_dice: 0.453744
iteration 76 : loss : 0.269894, loss_ce: 0.074566, loss_dice: 0.465191
iteration 77 : loss : 0.265780, loss_ce: 0.085249, loss_dice: 0.446286
iteration 78 : loss : 0.265841, loss_ce: 0.077317, loss_dice: 0.454279
iteration 79 : loss : 0.256377, loss_ce: 0.067756, loss_dice: 0.444968
iteration 80 : loss : 0.261806, loss_ce: 0.048400, loss_dice: 0.475193
iteration 81 : loss : 0.255068, loss_ce: 0.076152, loss_dice: 0.433951
iteration 82 : loss : 0.263949, loss_ce: 0.036375, loss_dice: 0.491492
iteration 83 : loss : 0.275510, loss_ce: 0.058005, loss_dice: 0.492981
iteration 84 : loss : 0.260829, loss_ce: 0.037254, loss_dice: 0.484342
iteration 85 : loss : 0.253627, loss_ce: 0.057058, loss_dice: 0.450152
iteration 86 : loss : 0.255560, loss_ce: 0.067397, loss_dice: 0.443696
iteration 87 : loss : 0.266333, loss_ce: 0.098832, loss_dice: 0.433799
iteration 88 : loss : 0.268757, loss_ce: 0.054115, loss_dice: 0.483371
iteration 89 : loss : 0.262405, loss_ce: 0.082802, loss_dice: 0.441962
iteration 90 : loss : 0.250379, loss_ce: 0.040511, loss_dice: 0.460209
iteration 91 : loss : 0.267891, loss_ce: 0.035125, loss_dice: 0.500636
iteration 92 : loss : 0.255787, loss_ce: 0.057199, loss_dice: 0.454329
iteration 93 : loss : 0.277163, loss_ce: 0.053203, loss_dice: 0.501087
iteration 94 : loss : 0.302914, loss_ce: 0.102021, loss_dice: 0.503776
iteration 95 : loss : 0.257790, loss_ce: 0.026283, loss_dice: 0.489239
iteration 96 : loss : 0.256913, loss_ce: 0.046264, loss_dice: 0.467536
iteration 97 : loss : 0.280791, loss_ce: 0.059783, loss_dice: 0.501737
iteration 98 : loss : 0.262324, loss_ce: 0.086323, loss_dice: 0.438289
iteration 99 : loss : 0.258347, loss_ce: 0.016443, loss_dice: 0.500195
iteration 100 : loss : 0.254369, loss_ce: 0.040791, loss_dice: 0.467878
iteration 101 : loss : 0.274856, loss_ce: 0.048633, loss_dice: 0.501040
iteration 102 : loss : 0.253038, loss_ce: 0.061526, loss_dice: 0.444527
iteration 103 : loss : 0.250553, loss_ce: 0.033832, loss_dice: 0.467221
iteration 104 : loss : 0.277489, loss_ce: 0.053899, loss_dice: 0.501064
iteration 105 : loss : 0.254261, loss_ce: 0.036677, loss_dice: 0.471823
iteration 106 : loss : 0.252545, loss_ce: 0.048864, loss_dice: 0.456182
iteration 107 : loss : 0.266426, loss_ce: 0.093168, loss_dice: 0.439665
iteration 108 : loss : 0.262454, loss_ce: 0.078096, loss_dice: 0.446787
iteration 109 : loss : 0.262002, loss_ce: 0.077337, loss_dice: 0.446615
iteration 110 : loss : 0.256038, loss_ce: 0.048460, loss_dice: 0.463599
iteration 111 : loss : 0.248757, loss_ce: 0.042650, loss_dice: 0.454843
iteration 112 : loss : 0.271332, loss_ce: 0.041689, loss_dice: 0.500951
iteration 113 : loss : 0.270235, loss_ce: 0.082362, loss_dice: 0.458045
iteration 114 : loss : 0.244564, loss_ce: 0.039514, loss_dice: 0.449599
iteration 115 : loss : 0.247480, loss_ce: 0.037699, loss_dice: 0.457214
iteration 116 : loss : 0.266313, loss_ce: 0.075004, loss_dice: 0.457600
iteration 117 : loss : 0.259369, loss_ce: 0.077082, loss_dice: 0.441627
iteration 118 : loss : 0.300110, loss_ce: 0.135496, loss_dice: 0.464685
iteration 119 : loss : 0.247493, loss_ce: 0.054286, loss_dice: 0.440656
iteration 120 : loss : 0.261500, loss_ce: 0.052745, loss_dice: 0.470221
iteration 121 : loss : 0.244809, loss_ce: 0.044197, loss_dice: 0.445334
iteration 122 : loss : 0.262479, loss_ce: 0.035916, loss_dice: 0.489015
iteration 123 : loss : 0.260202, loss_ce: 0.031668, loss_dice: 0.488711
iteration 124 : loss : 0.271058, loss_ce: 0.057095, loss_dice: 0.485000
iteration 125 : loss : 0.245329, loss_ce: 0.039963, loss_dice: 0.450671
iteration 126 : loss : 0.248949, loss_ce: 0.047844, loss_dice: 0.450012
iteration 127 : loss : 0.253486, loss_ce: 0.090059, loss_dice: 0.416883
iteration 128 : loss : 0.253316, loss_ce: 0.032039, loss_dice: 0.474557
iteration 129 : loss : 0.252565, loss_ce: 0.048432, loss_dice: 0.456666
iteration 130 : loss : 0.244600, loss_ce: 0.035598, loss_dice: 0.453576
iteration 131 : loss : 0.265230, loss_ce: 0.029901, loss_dice: 0.500537
iteration 132 : loss : 0.251353, loss_ce: 0.058554, loss_dice: 0.444125
iteration 133 : loss : 0.266969, loss_ce: 0.033314, loss_dice: 0.500592
iteration 134 : loss : 0.278211, loss_ce: 0.055296, loss_dice: 0.501105
iteration 135 : loss : 0.258353, loss_ce: 0.029881, loss_dice: 0.486775
iteration 136 : loss : 0.264122, loss_ce: 0.070732, loss_dice: 0.457493
iteration 137 : loss : 0.265672, loss_ce: 0.030669, loss_dice: 0.500657
iteration 138 : loss : 0.247142, loss_ce: 0.043668, loss_dice: 0.450592
iteration 139 : loss : 0.262407, loss_ce: 0.024297, loss_dice: 0.500493
iteration 140 : loss : 0.261863, loss_ce: 0.066320, loss_dice: 0.457383
iteration 141 : loss : 0.269323, loss_ce: 0.037826, loss_dice: 0.500785
iteration 142 : loss : 0.268592, loss_ce: 0.085858, loss_dice: 0.451233
iteration 143 : loss : 0.281420, loss_ce: 0.103796, loss_dice: 0.459019
iteration 144 : loss : 0.271985, loss_ce: 0.042903, loss_dice: 0.501055
iteration 145 : loss : 0.291478, loss_ce: 0.118720, loss_dice: 0.464213
iteration 146 : loss : 0.247284, loss_ce: 0.059360, loss_dice: 0.435186
iteration 147 : loss : 0.250622, loss_ce: 0.071052, loss_dice: 0.430167
iteration 148 : loss : 0.293279, loss_ce: 0.131536, loss_dice: 0.455007
iteration 149 : loss : 0.252427, loss_ce: 0.065879, loss_dice: 0.438960
iteration 150 : loss : 0.257126, loss_ce: 0.053764, loss_dice: 0.460472
iteration 151 : loss : 0.236200, loss_ce: 0.038651, loss_dice: 0.433733
iteration 152 : loss : 0.263144, loss_ce: 0.025742, loss_dice: 0.500506
iteration 153 : loss : 0.253507, loss_ce: 0.055241, loss_dice: 0.451758
iteration 154 : loss : 0.243300, loss_ce: 0.047609, loss_dice: 0.438979
iteration 155 : loss : 0.259968, loss_ce: 0.074099, loss_dice: 0.445808
iteration 156 : loss : 0.242477, loss_ce: 0.037928, loss_dice: 0.447011
iteration 157 : loss : 0.249863, loss_ce: 0.060618, loss_dice: 0.439081
iteration 158 : loss : 0.245344, loss_ce: 0.067166, loss_dice: 0.423509
iteration 159 : loss : 0.268699, loss_ce: 0.087880, loss_dice: 0.449489
iteration 160 : loss : 0.243375, loss_ce: 0.050872, loss_dice: 0.435839
iteration 161 : loss : 0.246468, loss_ce: 0.063882, loss_dice: 0.429037
iteration 162 : loss : 0.259172, loss_ce: 0.032560, loss_dice: 0.485766
iteration 163 : loss : 0.263716, loss_ce: 0.036695, loss_dice: 0.490713
iteration 164 : loss : 0.256312, loss_ce: 0.032254, loss_dice: 0.480355
iteration 165 : loss : 0.240289, loss_ce: 0.047368, loss_dice: 0.433192
iteration 166 : loss : 0.244171, loss_ce: 0.052822, loss_dice: 0.435507
iteration 167 : loss : 0.246000, loss_ce: 0.076619, loss_dice: 0.415367
iteration 168 : loss : 0.258632, loss_ce: 0.038854, loss_dice: 0.478395
iteration 169 : loss : 0.247176, loss_ce: 0.050433, loss_dice: 0.443903
iteration 170 : loss : 0.256678, loss_ce: 0.066447, loss_dice: 0.446899
iteration 171 : loss : 0.263742, loss_ce: 0.026990, loss_dice: 0.500481
iteration 172 : loss : 0.246974, loss_ce: 0.053927, loss_dice: 0.440001
iteration 173 : loss : 0.272869, loss_ce: 0.044796, loss_dice: 0.500927
iteration 174 : loss : 0.270319, loss_ce: 0.039614, loss_dice: 0.501003
iteration 175 : loss : 0.264909, loss_ce: 0.041555, loss_dice: 0.488244
iteration 176 : loss : 0.267616, loss_ce: 0.079650, loss_dice: 0.455564
iteration 177 : loss : 0.258499, loss_ce: 0.016695, loss_dice: 0.500287
iteration 178 : loss : 0.242701, loss_ce: 0.057592, loss_dice: 0.427798
iteration 179 : loss : 0.275124, loss_ce: 0.049215, loss_dice: 0.501002
iteration 180 : loss : 0.246495, loss_ce: 0.053353, loss_dice: 0.439620
iteration 181 : loss : 0.259784, loss_ce: 0.019190, loss_dice: 0.500368
iteration 182 : loss : 0.239380, loss_ce: 0.043674, loss_dice: 0.435077
iteration 183 : loss : 0.240347, loss_ce: 0.038046, loss_dice: 0.442613
iteration 184 : loss : 0.273577, loss_ce: 0.046100, loss_dice: 0.501046
iteration 185 : loss : 0.246747, loss_ce: 0.050578, loss_dice: 0.442904
iteration 186 : loss : 0.248491, loss_ce: 0.035559, loss_dice: 0.461354
iteration 187 : loss : 0.249628, loss_ce: 0.076472, loss_dice: 0.422763
iteration 188 : loss : 0.251518, loss_ce: 0.068254, loss_dice: 0.434773
iteration 189 : loss : 0.250236, loss_ce: 0.063769, loss_dice: 0.436682
iteration 190 : loss : 0.245581, loss_ce: 0.038547, loss_dice: 0.452605
iteration 191 : loss : 0.240982, loss_ce: 0.046215, loss_dice: 0.435734
iteration 192 : loss : 0.260668, loss_ce: 0.020976, loss_dice: 0.500350
iteration 193 : loss : 0.262362, loss_ce: 0.069601, loss_dice: 0.455112
iteration 194 : loss : 0.237932, loss_ce: 0.035791, loss_dice: 0.440061
iteration 195 : loss : 0.238823, loss_ce: 0.039346, loss_dice: 0.438288
iteration 196 : loss : 0.251066, loss_ce: 0.062175, loss_dice: 0.439948
iteration 197 : loss : 0.244951, loss_ce: 0.060671, loss_dice: 0.429221
iteration 198 : loss : 0.240219, loss_ce: 0.060181, loss_dice: 0.420240
iteration 199 : loss : 0.235222, loss_ce: 0.044519, loss_dice: 0.425913
iteration 200 : loss : 0.237538, loss_ce: 0.041278, loss_dice: 0.433787
iteration 201 : loss : 0.230898, loss_ce: 0.042490, loss_dice: 0.419290
iteration 202 : loss : 0.262444, loss_ce: 0.038122, loss_dice: 0.486749
iteration 203 : loss : 0.266853, loss_ce: 0.043991, loss_dice: 0.489705
iteration 204 : loss : 0.281685, loss_ce: 0.073922, loss_dice: 0.489422
iteration 205 : loss : 0.233539, loss_ce: 0.042087, loss_dice: 0.424982
iteration 206 : loss : 0.244263, loss_ce: 0.057259, loss_dice: 0.431257
iteration 207 : loss : 0.229173, loss_ce: 0.055115, loss_dice: 0.403212
iteration 208 : loss : 0.251669, loss_ce: 0.033586, loss_dice: 0.469743
iteration 209 : loss : 0.249747, loss_ce: 0.067973, loss_dice: 0.431509
iteration 210 : loss : 0.244324, loss_ce: 0.040927, loss_dice: 0.447708
iteration 211 : loss : 0.266857, loss_ce: 0.032964, loss_dice: 0.500738
iteration 212 : loss : 0.241511, loss_ce: 0.048369, loss_dice: 0.434633
iteration 213 : loss : 0.268152, loss_ce: 0.035524, loss_dice: 0.500769
iteration 214 : loss : 0.264672, loss_ce: 0.028733, loss_dice: 0.500597
iteration 215 : loss : 0.261213, loss_ce: 0.040255, loss_dice: 0.482146
iteration 216 : loss : 0.232596, loss_ce: 0.045830, loss_dice: 0.419352
iteration 217 : loss : 0.261030, loss_ce: 0.021623, loss_dice: 0.500417
iteration 218 : loss : 0.227123, loss_ce: 0.038663, loss_dice: 0.415574
iteration 219 : loss : 0.263756, loss_ce: 0.026958, loss_dice: 0.500545
iteration 220 : loss : 0.236332, loss_ce: 0.040056, loss_dice: 0.432577
iteration 221 : loss : 0.272061, loss_ce: 0.043338, loss_dice: 0.500774
iteration 222 : loss : 0.235262, loss_ce: 0.045316, loss_dice: 0.425195
iteration 223 : loss : 0.240131, loss_ce: 0.040794, loss_dice: 0.439458
iteration 224 : loss : 0.258826, loss_ce: 0.017311, loss_dice: 0.500322
iteration 225 : loss : 0.237217, loss_ce: 0.038196, loss_dice: 0.436226
iteration 226 : loss : 0.246943, loss_ce: 0.043799, loss_dice: 0.450064
iteration 227 : loss : 0.263052, loss_ce: 0.099684, loss_dice: 0.426412
iteration 228 : loss : 0.234310, loss_ce: 0.049401, loss_dice: 0.419210
iteration 229 : loss : 0.243961, loss_ce: 0.046107, loss_dice: 0.441800
iteration 230 : loss : 0.237897, loss_ce: 0.033830, loss_dice: 0.441953
iteration 231 : loss : 0.225633, loss_ce: 0.038847, loss_dice: 0.412406
iteration 232 : loss : 0.257379, loss_ce: 0.014427, loss_dice: 0.500316
iteration 233 : loss : 0.245434, loss_ce: 0.047084, loss_dice: 0.443775
iteration 234 : loss : 0.228388, loss_ce: 0.041088, loss_dice: 0.415676
iteration 235 : loss : 0.232382, loss_ce: 0.043615, loss_dice: 0.421139
iteration 236 : loss : 0.225329, loss_ce: 0.036081, loss_dice: 0.414566
iteration 237 : loss : 0.231278, loss_ce: 0.054061, loss_dice: 0.408484
iteration 238 : loss : 0.224669, loss_ce: 0.042428, loss_dice: 0.406902
iteration 239 : loss : 0.228048, loss_ce: 0.043392, loss_dice: 0.412694
iteration 240 : loss : 0.227342, loss_ce: 0.030673, loss_dice: 0.424001
iteration 241 : loss : 0.223785, loss_ce: 0.035637, loss_dice: 0.411914
iteration 242 : loss : 0.242333, loss_ce: 0.016984, loss_dice: 0.467658
iteration 243 : loss : 0.251941, loss_ce: 0.027124, loss_dice: 0.476748
iteration 244 : loss : 0.261528, loss_ce: 0.047826, loss_dice: 0.475172
iteration 245 : loss : 0.230007, loss_ce: 0.036587, loss_dice: 0.423419
iteration 246 : loss : 0.244792, loss_ce: 0.043053, loss_dice: 0.446523
iteration 247 : loss : 0.240625, loss_ce: 0.077677, loss_dice: 0.403565
iteration 248 : loss : 0.233774, loss_ce: 0.015999, loss_dice: 0.451536
iteration 249 : loss : 0.232458, loss_ce: 0.047729, loss_dice: 0.417171

  1%|▏                            | 1/121 [16:03<32:06:58, 963.48s/it]
iteration 251 : loss : 0.240728, loss_ce: 0.055093, loss_dice: 0.426349
iteration 252 : loss : 0.261982, loss_ce: 0.023491, loss_dice: 0.500463
iteration 253 : loss : 0.258403, loss_ce: 0.016504, loss_dice: 0.500278
iteration 254 : loss : 0.266418, loss_ce: 0.048161, loss_dice: 0.484664
iteration 255 : loss : 0.217381, loss_ce: 0.036502, loss_dice: 0.398237
iteration 256 : loss : 0.255546, loss_ce: 0.010910, loss_dice: 0.500170
iteration 257 : loss : 0.224769, loss_ce: 0.034700, loss_dice: 0.414825
iteration 258 : loss : 0.256053, loss_ce: 0.011903, loss_dice: 0.500185
iteration 259 : loss : 0.227715, loss_ce: 0.040177, loss_dice: 0.415243
iteration 260 : loss : 0.256892, loss_ce: 0.013562, loss_dice: 0.500206
iteration 261 : loss : 0.216836, loss_ce: 0.036249, loss_dice: 0.397407
iteration 262 : loss : 0.228080, loss_ce: 0.037897, loss_dice: 0.418253
iteration 263 : loss : 0.263710, loss_ce: 0.026971, loss_dice: 0.500428
iteration 264 : loss : 0.221582, loss_ce: 0.031025, loss_dice: 0.412126
iteration 265 : loss : 0.247552, loss_ce: 0.036361, loss_dice: 0.458727
iteration 266 : loss : 0.252171, loss_ce: 0.068479, loss_dice: 0.435851
iteration 267 : loss : 0.226491, loss_ce: 0.048585, loss_dice: 0.404361
iteration 268 : loss : 0.229500, loss_ce: 0.043545, loss_dice: 0.415446
iteration 269 : loss : 0.234633, loss_ce: 0.030214, loss_dice: 0.439040
iteration 270 : loss : 0.225918, loss_ce: 0.038460, loss_dice: 0.413361
iteration 271 : loss : 0.269219, loss_ce: 0.037666, loss_dice: 0.500764
iteration 272 : loss : 0.229418, loss_ce: 0.035221, loss_dice: 0.423605
iteration 273 : loss : 0.222223, loss_ce: 0.035355, loss_dice: 0.409081
iteration 274 : loss : 0.228754, loss_ce: 0.038249, loss_dice: 0.419233
iteration 275 : loss : 0.224416, loss_ce: 0.035458, loss_dice: 0.413363
iteration 276 : loss : 0.255798, loss_ce: 0.089478, loss_dice: 0.422110
iteration 277 : loss : 0.224211, loss_ce: 0.047018, loss_dice: 0.401395
iteration 278 : loss : 0.230419, loss_ce: 0.050969, loss_dice: 0.409860
iteration 279 : loss : 0.231694, loss_ce: 0.032765, loss_dice: 0.430613
iteration 280 : loss : 0.215003, loss_ce: 0.033543, loss_dice: 0.396454
iteration 281 : loss : 0.248047, loss_ce: 0.024730, loss_dice: 0.471347
iteration 282 : loss : 0.252447, loss_ce: 0.028038, loss_dice: 0.476842
iteration 283 : loss : 0.237702, loss_ce: 0.022136, loss_dice: 0.453251
iteration 284 : loss : 0.226436, loss_ce: 0.042220, loss_dice: 0.410635
iteration 285 : loss : 0.228171, loss_ce: 0.033345, loss_dice: 0.422987
iteration 286 : loss : 0.227538, loss_ce: 0.047945, loss_dice: 0.407119
iteration 287 : loss : 0.230648, loss_ce: 0.017959, loss_dice: 0.443304
iteration 288 : loss : 0.234599, loss_ce: 0.051592, loss_dice: 0.417595
iteration 289 : loss : 0.232882, loss_ce: 0.037442, loss_dice: 0.428313
iteration 290 : loss : 0.261496, loss_ce: 0.022680, loss_dice: 0.500304
iteration 291 : loss : 0.233097, loss_ce: 0.047640, loss_dice: 0.418544
iteration 292 : loss : 0.283587, loss_ce: 0.065630, loss_dice: 0.501535
iteration 293 : loss : 0.255904, loss_ce: 0.011560, loss_dice: 0.500237
iteration 294 : loss : 0.272843, loss_ce: 0.055028, loss_dice: 0.490647
iteration 295 : loss : 0.218932, loss_ce: 0.037239, loss_dice: 0.400616
iteration 296 : loss : 0.255057, loss_ce: 0.009899, loss_dice: 0.500202
iteration 297 : loss : 0.216993, loss_ce: 0.033082, loss_dice: 0.400893
iteration 298 : loss : 0.257961, loss_ce: 0.015704, loss_dice: 0.500201
iteration 299 : loss : 0.217672, loss_ce: 0.029711, loss_dice: 0.405619
iteration 300 : loss : 0.260168, loss_ce: 0.020022, loss_dice: 0.500306
iteration 301 : loss : 0.212190, loss_ce: 0.031499, loss_dice: 0.392863
iteration 302 : loss : 0.226190, loss_ce: 0.036702, loss_dice: 0.415669
iteration 303 : loss : 0.255500, loss_ce: 0.010788, loss_dice: 0.500202
iteration 304 : loss : 0.223529, loss_ce: 0.034199, loss_dice: 0.412852
iteration 305 : loss : 0.228992, loss_ce: 0.036089, loss_dice: 0.421870
iteration 306 : loss : 0.238174, loss_ce: 0.052992, loss_dice: 0.423343
iteration 307 : loss : 0.218242, loss_ce: 0.032627, loss_dice: 0.403844
iteration 308 : loss : 0.226273, loss_ce: 0.042202, loss_dice: 0.410326
iteration 309 : loss : 0.230253, loss_ce: 0.032384, loss_dice: 0.428107
iteration 310 : loss : 0.226146, loss_ce: 0.045347, loss_dice: 0.406934
iteration 311 : loss : 0.260333, loss_ce: 0.020243, loss_dice: 0.500411
iteration 312 : loss : 0.226741, loss_ce: 0.037897, loss_dice: 0.415575
iteration 313 : loss : 0.240641, loss_ce: 0.055485, loss_dice: 0.425788
iteration 314 : loss : 0.214412, loss_ce: 0.029621, loss_dice: 0.399194
iteration 315 : loss : 0.220312, loss_ce: 0.038525, loss_dice: 0.402069
iteration 316 : loss : 0.225494, loss_ce: 0.054473, loss_dice: 0.396500
iteration 317 : loss : 0.215247, loss_ce: 0.043050, loss_dice: 0.387434
iteration 318 : loss : 0.217289, loss_ce: 0.044719, loss_dice: 0.389848
iteration 319 : loss : 0.223501, loss_ce: 0.039383, loss_dice: 0.407603
iteration 320 : loss : 0.258460, loss_ce: 0.083995, loss_dice: 0.432915
iteration 321 : loss : 0.263426, loss_ce: 0.043988, loss_dice: 0.482849
