
Namespace(T=8, base_lr=0.01, batch_size=2, class_name=1, consistency=1.0, consistency_rampup=0.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='SSL/MT_ATO_350_350_200_rampup_refpaper', fold=4, gpu='4,5', labeled_bs=1, labeled_num=40, max_iterations=30000, model='Vnet_3D_256_randomCrop', num_classes=2, patch_size=[256, 256, 128], root_path='/data/sohui/Prostate/data/trim/ssl_data/centerCrop_200', seed=1337, total_labeled_num=290)
Loading dataset:   0%|                                                                                                                                                                                           | 0/24 [00:00<?, ?it/s]






Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [09:36<00:00, 24.03s/it]





Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [01:04<00:00,  2.69s/it]


Loading dataset:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                              | 5/6 [01:09<00:08,  8.75s/it]
250 iterations per epoch
Loading dataset: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 6/6 [01:10<00:00, 11.77s/it]
  0%|                                         | 0/121 [00:00<?, ?it/s]
iteration 68 : loss : 0.268449, loss_ce: 0.091867, loss_dice: 0.444952
iteration 69 : loss : 0.278841, loss_ce: 0.109358, loss_dice: 0.448280
iteration 70 : loss : 0.289906, loss_ce: 0.099776, loss_dice: 0.479967
iteration 71 : loss : 0.261167, loss_ce: 0.074754, loss_dice: 0.447551
iteration 72 : loss : 0.241721, loss_ce: 0.052419, loss_dice: 0.430958
iteration 73 : loss : 0.282355, loss_ce: 0.117020, loss_dice: 0.447631
iteration 74 : loss : 0.283034, loss_ce: 0.097490, loss_dice: 0.468509
iteration 75 : loss : 0.260870, loss_ce: 0.072291, loss_dice: 0.449383
iteration 76 : loss : 0.263590, loss_ce: 0.075960, loss_dice: 0.451182
iteration 77 : loss : 0.260326, loss_ce: 0.071533, loss_dice: 0.449092
iteration 78 : loss : 0.244615, loss_ce: 0.055940, loss_dice: 0.433176
iteration 79 : loss : 0.276125, loss_ce: 0.090843, loss_dice: 0.461345
iteration 80 : loss : 0.260242, loss_ce: 0.091880, loss_dice: 0.428577
iteration 81 : loss : 0.238693, loss_ce: 0.045561, loss_dice: 0.431803
iteration 82 : loss : 0.306395, loss_ce: 0.134102, loss_dice: 0.478648
iteration 83 : loss : 0.253922, loss_ce: 0.072333, loss_dice: 0.435484
iteration 84 : loss : 0.251091, loss_ce: 0.044453, loss_dice: 0.457665
iteration 85 : loss : 0.252279, loss_ce: 0.060966, loss_dice: 0.443542
iteration 86 : loss : 0.256350, loss_ce: 0.073743, loss_dice: 0.438928
iteration 87 : loss : 0.252979, loss_ce: 0.084961, loss_dice: 0.420975
iteration 88 : loss : 0.252303, loss_ce: 0.068083, loss_dice: 0.436443
iteration 89 : loss : 0.250818, loss_ce: 0.078758, loss_dice: 0.422844
iteration 90 : loss : 0.246968, loss_ce: 0.055810, loss_dice: 0.438063
iteration 91 : loss : 0.249313, loss_ce: 0.060817, loss_dice: 0.437782
iteration 92 : loss : 0.250115, loss_ce: 0.054641, loss_dice: 0.445511
iteration 93 : loss : 0.260954, loss_ce: 0.066942, loss_dice: 0.454928
iteration 94 : loss : 0.256046, loss_ce: 0.068735, loss_dice: 0.443327
iteration 95 : loss : 0.249384, loss_ce: 0.063370, loss_dice: 0.435352
iteration 96 : loss : 0.242441, loss_ce: 0.053754, loss_dice: 0.431106
iteration 97 : loss : 0.251405, loss_ce: 0.054366, loss_dice: 0.448389
iteration 98 : loss : 0.243933, loss_ce: 0.047252, loss_dice: 0.440580
iteration 99 : loss : 0.242153, loss_ce: 0.050627, loss_dice: 0.433639
iteration 100 : loss : 0.253711, loss_ce: 0.064036, loss_dice: 0.443354
iteration 101 : loss : 0.247290, loss_ce: 0.036895, loss_dice: 0.457644
iteration 102 : loss : 0.247401, loss_ce: 0.062392, loss_dice: 0.432391
iteration 103 : loss : 0.246112, loss_ce: 0.052197, loss_dice: 0.439994
iteration 104 : loss : 0.248779, loss_ce: 0.038798, loss_dice: 0.458737
iteration 105 : loss : 0.244973, loss_ce: 0.051689, loss_dice: 0.438237
iteration 106 : loss : 0.242836, loss_ce: 0.043698, loss_dice: 0.441937
iteration 107 : loss : 0.238717, loss_ce: 0.055939, loss_dice: 0.421466
iteration 108 : loss : 0.255188, loss_ce: 0.073085, loss_dice: 0.437260
iteration 109 : loss : 0.242238, loss_ce: 0.047096, loss_dice: 0.437343
iteration 110 : loss : 0.262345, loss_ce: 0.060491, loss_dice: 0.464177
iteration 111 : loss : 0.239007, loss_ce: 0.055277, loss_dice: 0.422712
iteration 112 : loss : 0.243588, loss_ce: 0.065506, loss_dice: 0.421644
iteration 113 : loss : 0.244960, loss_ce: 0.061833, loss_dice: 0.428045
iteration 114 : loss : 0.232575, loss_ce: 0.044406, loss_dice: 0.420721
iteration 115 : loss : 0.233598, loss_ce: 0.041759, loss_dice: 0.425381
iteration 116 : loss : 0.254865, loss_ce: 0.066925, loss_dice: 0.442776
iteration 117 : loss : 0.243536, loss_ce: 0.049116, loss_dice: 0.437921
iteration 118 : loss : 0.241229, loss_ce: 0.059376, loss_dice: 0.423038
iteration 119 : loss : 0.249926, loss_ce: 0.053402, loss_dice: 0.446433
iteration 120 : loss : 0.223938, loss_ce: 0.039695, loss_dice: 0.408168
iteration 121 : loss : 0.237462, loss_ce: 0.055155, loss_dice: 0.419740
iteration 122 : loss : 0.230339, loss_ce: 0.040405, loss_dice: 0.420240
iteration 123 : loss : 0.238619, loss_ce: 0.050932, loss_dice: 0.426283
iteration 124 : loss : 0.235905, loss_ce: 0.039255, loss_dice: 0.432523
iteration 125 : loss : 0.250315, loss_ce: 0.066082, loss_dice: 0.434535
iteration 126 : loss : 0.235097, loss_ce: 0.049907, loss_dice: 0.420265
iteration 127 : loss : 0.227713, loss_ce: 0.052363, loss_dice: 0.403022
iteration 128 : loss : 0.245690, loss_ce: 0.066953, loss_dice: 0.424395
iteration 129 : loss : 0.257383, loss_ce: 0.090459, loss_dice: 0.424268
iteration 130 : loss : 0.265299, loss_ce: 0.083170, loss_dice: 0.447406
iteration 131 : loss : 0.232332, loss_ce: 0.047320, loss_dice: 0.417304
iteration 132 : loss : 0.251204, loss_ce: 0.064079, loss_dice: 0.438291
iteration 133 : loss : 0.234598, loss_ce: 0.043927, loss_dice: 0.425250
iteration 134 : loss : 0.235616, loss_ce: 0.044073, loss_dice: 0.427144
iteration 135 : loss : 0.237691, loss_ce: 0.052331, loss_dice: 0.422978
iteration 136 : loss : 0.232719, loss_ce: 0.051010, loss_dice: 0.414392
iteration 137 : loss : 0.227272, loss_ce: 0.041838, loss_dice: 0.412672
iteration 138 : loss : 0.232609, loss_ce: 0.040400, loss_dice: 0.424779
iteration 139 : loss : 0.225060, loss_ce: 0.049656, loss_dice: 0.400447
iteration 140 : loss : 0.233224, loss_ce: 0.044054, loss_dice: 0.422351
iteration 141 : loss : 0.267174, loss_ce: 0.064488, loss_dice: 0.469812
iteration 142 : loss : 0.234600, loss_ce: 0.049175, loss_dice: 0.419984
iteration 143 : loss : 0.241383, loss_ce: 0.045136, loss_dice: 0.437612
iteration 144 : loss : 0.240013, loss_ce: 0.030380, loss_dice: 0.449628
iteration 145 : loss : 0.238941, loss_ce: 0.062722, loss_dice: 0.415129
iteration 146 : loss : 0.242350, loss_ce: 0.058715, loss_dice: 0.425948
iteration 147 : loss : 0.243153, loss_ce: 0.059235, loss_dice: 0.427051
iteration 148 : loss : 0.234456, loss_ce: 0.059003, loss_dice: 0.409883
iteration 149 : loss : 0.230727, loss_ce: 0.047995, loss_dice: 0.413432
iteration 150 : loss : 0.255945, loss_ce: 0.056611, loss_dice: 0.455256
iteration 151 : loss : 0.222823, loss_ce: 0.041197, loss_dice: 0.404426
iteration 152 : loss : 0.221592, loss_ce: 0.043907, loss_dice: 0.399250
iteration 153 : loss : 0.235129, loss_ce: 0.056493, loss_dice: 0.413734
iteration 154 : loss : 0.227090, loss_ce: 0.050484, loss_dice: 0.403676
iteration 155 : loss : 0.221392, loss_ce: 0.041712, loss_dice: 0.401043
iteration 156 : loss : 0.243968, loss_ce: 0.062943, loss_dice: 0.424967
iteration 157 : loss : 0.235361, loss_ce: 0.035373, loss_dice: 0.435313
iteration 158 : loss : 0.257149, loss_ce: 0.081428, loss_dice: 0.432852
iteration 159 : loss : 0.222157, loss_ce: 0.025386, loss_dice: 0.418907
iteration 160 : loss : 0.241281, loss_ce: 0.034167, loss_dice: 0.448347
iteration 161 : loss : 0.241210, loss_ce: 0.065991, loss_dice: 0.416412
iteration 162 : loss : 0.250513, loss_ce: 0.067937, loss_dice: 0.433061
iteration 163 : loss : 0.226610, loss_ce: 0.050357, loss_dice: 0.402821
iteration 164 : loss : 0.228393, loss_ce: 0.038154, loss_dice: 0.418613
iteration 165 : loss : 0.236696, loss_ce: 0.054601, loss_dice: 0.418771
iteration 166 : loss : 0.232347, loss_ce: 0.056482, loss_dice: 0.408191
iteration 167 : loss : 0.222083, loss_ce: 0.054476, loss_dice: 0.389660
iteration 168 : loss : 0.237182, loss_ce: 0.058401, loss_dice: 0.415946
iteration 169 : loss : 0.249095, loss_ce: 0.083868, loss_dice: 0.414302
iteration 170 : loss : 0.237226, loss_ce: 0.035385, loss_dice: 0.439053
iteration 171 : loss : 0.222857, loss_ce: 0.040840, loss_dice: 0.404863
iteration 172 : loss : 0.225017, loss_ce: 0.036077, loss_dice: 0.413942
iteration 173 : loss : 0.222618, loss_ce: 0.030368, loss_dice: 0.414836
iteration 174 : loss : 0.234273, loss_ce: 0.049858, loss_dice: 0.418663
iteration 175 : loss : 0.226536, loss_ce: 0.033898, loss_dice: 0.419153
iteration 176 : loss : 0.232207, loss_ce: 0.052241, loss_dice: 0.412150
iteration 177 : loss : 0.217563, loss_ce: 0.035964, loss_dice: 0.399139
iteration 178 : loss : 0.236060, loss_ce: 0.036457, loss_dice: 0.435642
iteration 179 : loss : 0.211640, loss_ce: 0.036953, loss_dice: 0.386313
iteration 180 : loss : 0.236391, loss_ce: 0.050807, loss_dice: 0.421954
iteration 181 : loss : 0.244637, loss_ce: 0.036571, loss_dice: 0.452687
iteration 182 : loss : 0.232868, loss_ce: 0.055392, loss_dice: 0.410325
iteration 183 : loss : 0.273894, loss_ce: 0.092167, loss_dice: 0.455591
iteration 184 : loss : 0.241555, loss_ce: 0.046805, loss_dice: 0.436290
iteration 185 : loss : 0.217298, loss_ce: 0.037087, loss_dice: 0.397489
iteration 186 : loss : 0.218049, loss_ce: 0.034174, loss_dice: 0.401902
iteration 187 : loss : 0.232486, loss_ce: 0.062375, loss_dice: 0.402569
iteration 188 : loss : 0.210306, loss_ce: 0.033161, loss_dice: 0.387438
iteration 189 : loss : 0.227926, loss_ce: 0.052047, loss_dice: 0.403789
iteration 190 : loss : 0.231379, loss_ce: 0.030042, loss_dice: 0.432695
iteration 191 : loss : 0.232320, loss_ce: 0.057915, loss_dice: 0.406701
iteration 192 : loss : 0.209399, loss_ce: 0.035496, loss_dice: 0.383278
iteration 193 : loss : 0.221868, loss_ce: 0.044628, loss_dice: 0.399089
iteration 194 : loss : 0.281770, loss_ce: 0.112355, loss_dice: 0.451166
iteration 195 : loss : 0.201834, loss_ce: 0.028003, loss_dice: 0.375647
iteration 196 : loss : 0.229770, loss_ce: 0.046178, loss_dice: 0.413344
iteration 197 : loss : 0.221402, loss_ce: 0.026155, loss_dice: 0.416630
iteration 198 : loss : 0.211785, loss_ce: 0.029059, loss_dice: 0.394480
iteration 199 : loss : 0.205210, loss_ce: 0.020389, loss_dice: 0.390014
iteration 200 : loss : 0.210716, loss_ce: 0.038052, loss_dice: 0.383364
iteration 201 : loss : 0.205027, loss_ce: 0.032319, loss_dice: 0.377714
iteration 202 : loss : 0.214000, loss_ce: 0.030339, loss_dice: 0.397641
iteration 203 : loss : 0.216423, loss_ce: 0.044447, loss_dice: 0.388378
iteration 204 : loss : 0.239929, loss_ce: 0.055887, loss_dice: 0.423952
iteration 205 : loss : 0.212808, loss_ce: 0.031707, loss_dice: 0.393890
iteration 206 : loss : 0.204388, loss_ce: 0.030220, loss_dice: 0.378546
iteration 207 : loss : 0.213805, loss_ce: 0.043387, loss_dice: 0.384193
iteration 208 : loss : 0.231140, loss_ce: 0.055586, loss_dice: 0.406675
iteration 209 : loss : 0.200003, loss_ce: 0.034329, loss_dice: 0.365649
iteration 210 : loss : 0.238580, loss_ce: 0.035275, loss_dice: 0.441867
iteration 211 : loss : 0.267883, loss_ce: 0.101988, loss_dice: 0.433750
iteration 212 : loss : 0.214172, loss_ce: 0.033412, loss_dice: 0.394903
iteration 213 : loss : 0.216698, loss_ce: 0.031070, loss_dice: 0.402310
iteration 214 : loss : 0.232160, loss_ce: 0.052785, loss_dice: 0.411518
iteration 215 : loss : 0.206905, loss_ce: 0.031858, loss_dice: 0.381919
iteration 216 : loss : 0.202046, loss_ce: 0.028948, loss_dice: 0.375131
iteration 217 : loss : 0.218060, loss_ce: 0.032292, loss_dice: 0.403810
iteration 218 : loss : 0.235646, loss_ce: 0.038167, loss_dice: 0.433096
iteration 219 : loss : 0.196412, loss_ce: 0.030847, loss_dice: 0.361956
iteration 220 : loss : 0.306788, loss_ce: 0.142065, loss_dice: 0.471496
iteration 221 : loss : 0.250563, loss_ce: 0.039497, loss_dice: 0.461607
iteration 222 : loss : 0.216503, loss_ce: 0.044903, loss_dice: 0.388082
iteration 223 : loss : 0.208000, loss_ce: 0.029594, loss_dice: 0.386381
iteration 224 : loss : 0.218956, loss_ce: 0.022474, loss_dice: 0.415391
iteration 225 : loss : 0.205349, loss_ce: 0.030252, loss_dice: 0.380431
iteration 226 : loss : 0.233428, loss_ce: 0.058333, loss_dice: 0.408509
iteration 227 : loss : 0.213113, loss_ce: 0.043965, loss_dice: 0.382246
iteration 228 : loss : 0.200982, loss_ce: 0.030249, loss_dice: 0.371700
iteration 229 : loss : 0.198895, loss_ce: 0.027275, loss_dice: 0.370498
iteration 230 : loss : 0.229309, loss_ce: 0.035677, loss_dice: 0.422922
iteration 231 : loss : 0.201526, loss_ce: 0.029709, loss_dice: 0.373308
iteration 232 : loss : 0.192358, loss_ce: 0.024011, loss_dice: 0.360673
iteration 233 : loss : 0.214957, loss_ce: 0.044408, loss_dice: 0.385486
iteration 234 : loss : 0.225247, loss_ce: 0.053377, loss_dice: 0.397081
iteration 235 : loss : 0.184945, loss_ce: 0.019545, loss_dice: 0.350314
iteration 236 : loss : 0.216946, loss_ce: 0.029221, loss_dice: 0.404625
iteration 237 : loss : 0.202547, loss_ce: 0.021933, loss_dice: 0.383131
iteration 238 : loss : 0.196446, loss_ce: 0.026336, loss_dice: 0.366543
iteration 239 : loss : 0.283360, loss_ce: 0.102416, loss_dice: 0.464288
iteration 240 : loss : 0.211602, loss_ce: 0.044408, loss_dice: 0.378775
iteration 241 : loss : 0.258190, loss_ce: 0.086272, loss_dice: 0.430085
iteration 242 : loss : 0.209187, loss_ce: 0.028841, loss_dice: 0.389501
iteration 243 : loss : 0.209912, loss_ce: 0.042638, loss_dice: 0.377169
iteration 244 : loss : 0.208280, loss_ce: 0.025304, loss_dice: 0.391218
iteration 245 : loss : 0.208473, loss_ce: 0.030861, loss_dice: 0.386075
iteration 246 : loss : 0.193631, loss_ce: 0.027060, loss_dice: 0.360189
iteration 247 : loss : 0.196484, loss_ce: 0.032135, loss_dice: 0.360819
iteration 248 : loss : 0.208017, loss_ce: 0.033578, loss_dice: 0.382426

  1%|▏                           | 1/121 [20:12<40:24:08, 1212.07s/it]
iteration 250 : loss : 0.213396, loss_ce: 0.033764, loss_dice: 0.393007
iteration 251 : loss : 0.186400, loss_ce: 0.017317, loss_dice: 0.355458
iteration 252 : loss : 0.212822, loss_ce: 0.032467, loss_dice: 0.393146
iteration 253 : loss : 0.222915, loss_ce: 0.049562, loss_dice: 0.396244
iteration 254 : loss : 0.204221, loss_ce: 0.032340, loss_dice: 0.376076
iteration 255 : loss : 0.204727, loss_ce: 0.035597, loss_dice: 0.373760
iteration 256 : loss : 0.202089, loss_ce: 0.037599, loss_dice: 0.366563
iteration 257 : loss : 0.226129, loss_ce: 0.031803, loss_dice: 0.420416
iteration 258 : loss : 0.181572, loss_ce: 0.020538, loss_dice: 0.342557
iteration 259 : loss : 0.189110, loss_ce: 0.021255, loss_dice: 0.356942
iteration 260 : loss : 0.229246, loss_ce: 0.038592, loss_dice: 0.419863
iteration 261 : loss : 0.190574, loss_ce: 0.026324, loss_dice: 0.354792
iteration 262 : loss : 0.226211, loss_ce: 0.017721, loss_dice: 0.434627
iteration 263 : loss : 0.212527, loss_ce: 0.023420, loss_dice: 0.401602
iteration 264 : loss : 0.199747, loss_ce: 0.031032, loss_dice: 0.368427
iteration 265 : loss : 0.199610, loss_ce: 0.026761, loss_dice: 0.372441
iteration 266 : loss : 0.195697, loss_ce: 0.036827, loss_dice: 0.354552
iteration 267 : loss : 0.209107, loss_ce: 0.042478, loss_dice: 0.375721
iteration 268 : loss : 0.197538, loss_ce: 0.029549, loss_dice: 0.365516
iteration 269 : loss : 0.229315, loss_ce: 0.036031, loss_dice: 0.422588
iteration 270 : loss : 0.197100, loss_ce: 0.034113, loss_dice: 0.360079
iteration 271 : loss : 0.188453, loss_ce: 0.024268, loss_dice: 0.352615
iteration 272 : loss : 0.195658, loss_ce: 0.035762, loss_dice: 0.355536
iteration 273 : loss : 0.281752, loss_ce: 0.104575, loss_dice: 0.458905
iteration 274 : loss : 0.210835, loss_ce: 0.047175, loss_dice: 0.374461
iteration 275 : loss : 0.205894, loss_ce: 0.033406, loss_dice: 0.378346
iteration 276 : loss : 0.187710, loss_ce: 0.021210, loss_dice: 0.354179
iteration 277 : loss : 0.213762, loss_ce: 0.030221, loss_dice: 0.397271
iteration 278 : loss : 0.215469, loss_ce: 0.040573, loss_dice: 0.390350
iteration 279 : loss : 0.197117, loss_ce: 0.032025, loss_dice: 0.362193
iteration 280 : loss : 0.272309, loss_ce: 0.111425, loss_dice: 0.433164
iteration 281 : loss : 0.193553, loss_ce: 0.018406, loss_dice: 0.368682
iteration 282 : loss : 0.194741, loss_ce: 0.032233, loss_dice: 0.357227
iteration 283 : loss : 0.207673, loss_ce: 0.033674, loss_dice: 0.381657
iteration 284 : loss : 0.211619, loss_ce: 0.039884, loss_dice: 0.383332
iteration 285 : loss : 0.188689, loss_ce: 0.025980, loss_dice: 0.351379
iteration 286 : loss : 0.197499, loss_ce: 0.041768, loss_dice: 0.353207
iteration 287 : loss : 0.217543, loss_ce: 0.046321, loss_dice: 0.388712
iteration 288 : loss : 0.182593, loss_ce: 0.025774, loss_dice: 0.339395
iteration 289 : loss : 0.214685, loss_ce: 0.027078, loss_dice: 0.402272
iteration 290 : loss : 0.222547, loss_ce: 0.054492, loss_dice: 0.390592
iteration 291 : loss : 0.193864, loss_ce: 0.020525, loss_dice: 0.367184
iteration 292 : loss : 0.221339, loss_ce: 0.038007, loss_dice: 0.404647
iteration 293 : loss : 0.219899, loss_ce: 0.042731, loss_dice: 0.397048
iteration 294 : loss : 0.206087, loss_ce: 0.032999, loss_dice: 0.379159
iteration 295 : loss : 0.204682, loss_ce: 0.035346, loss_dice: 0.374001
iteration 296 : loss : 0.235098, loss_ce: 0.066605, loss_dice: 0.403566
iteration 297 : loss : 0.232428, loss_ce: 0.044578, loss_dice: 0.420257
iteration 298 : loss : 0.226650, loss_ce: 0.060951, loss_dice: 0.392333
iteration 299 : loss : 0.207062, loss_ce: 0.028793, loss_dice: 0.385307
iteration 300 : loss : 0.277248, loss_ce: 0.087245, loss_dice: 0.467230
iteration 301 : loss : 0.197498, loss_ce: 0.027487, loss_dice: 0.367488
iteration 302 : loss : 0.201861, loss_ce: 0.033525, loss_dice: 0.370174
iteration 303 : loss : 0.214039, loss_ce: 0.022817, loss_dice: 0.405246
iteration 304 : loss : 0.220440, loss_ce: 0.033022, loss_dice: 0.407831
iteration 305 : loss : 0.199532, loss_ce: 0.036551, loss_dice: 0.362434
iteration 306 : loss : 0.200780, loss_ce: 0.038087, loss_dice: 0.363453
iteration 307 : loss : 0.181092, loss_ce: 0.023965, loss_dice: 0.338187
iteration 308 : loss : 0.190109, loss_ce: 0.033283, loss_dice: 0.346907
iteration 309 : loss : 0.215564, loss_ce: 0.022742, loss_dice: 0.408349
iteration 310 : loss : 0.254344, loss_ce: 0.092175, loss_dice: 0.416496
iteration 311 : loss : 0.182826, loss_ce: 0.025164, loss_dice: 0.340455
iteration 312 : loss : 0.197921, loss_ce: 0.037435, loss_dice: 0.358385
iteration 313 : loss : 0.217341, loss_ce: 0.030664, loss_dice: 0.403976
iteration 314 : loss : 0.177369, loss_ce: 0.019809, loss_dice: 0.334903
iteration 315 : loss : 0.197899, loss_ce: 0.031764, loss_dice: 0.364011
iteration 316 : loss : 0.197032, loss_ce: 0.023847, loss_dice: 0.370199
iteration 317 : loss : 0.180668, loss_ce: 0.022141, loss_dice: 0.339167
iteration 318 : loss : 0.181110, loss_ce: 0.018900, loss_dice: 0.343299
