
Namespace(T=8, base_lr=0.01, batch_size=2, class_name=1, consistency=1.0, consistency_rampup=0.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='SSL/MT_ATO_350_350_200_rampup_refpaper', fold=1, gpu='2,3', labeled_bs=1, labeled_num=40, max_iterations=30000, model='Vnet_3D_208_randomCrop', num_classes=2, patch_size=[256, 256, 128], root_path='/data/sohui/Prostate/data/trim/ssl_data/centerCrop_200', seed=1337, total_labeled_num=290)
Loading dataset:   0%|                                                                                                                                                                                           | 0/24 [00:00<?, ?it/s]







Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:44<00:00,  1.86s/it]





Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:25<00:00,  1.05s/it]

Loading dataset:  17%|██████████████████████████████                                                                                                                                                      | 1/6 [00:11<00:59, 11.89s/it]
250 iterations per epoch
Loading dataset: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 6/6 [00:19<00:00,  3.30s/it]
  0%|                                         | 0/121 [00:00<?, ?it/s]
iteration 20 : loss : 0.313608, loss_ce: 0.136503, loss_dice: 0.490542
iteration 21 : loss : 0.317171, loss_ce: 0.147590, loss_dice: 0.486624
iteration 22 : loss : 0.280829, loss_ce: 0.106081, loss_dice: 0.455429
iteration 23 : loss : 0.287396, loss_ce: 0.104267, loss_dice: 0.470315
iteration 24 : loss : 0.304830, loss_ce: 0.141698, loss_dice: 0.467487
iteration 25 : loss : 0.334421, loss_ce: 0.186426, loss_dice: 0.482319
iteration 26 : loss : 0.309063, loss_ce: 0.142331, loss_dice: 0.475679
iteration 27 : loss : 0.295627, loss_ce: 0.146729, loss_dice: 0.444348
iteration 28 : loss : 0.261816, loss_ce: 0.075978, loss_dice: 0.447427
iteration 29 : loss : 0.279819, loss_ce: 0.099588, loss_dice: 0.459900
iteration 30 : loss : 0.277192, loss_ce: 0.097632, loss_dice: 0.456632
iteration 31 : loss : 0.342908, loss_ce: 0.191097, loss_dice: 0.494389
iteration 32 : loss : 0.322822, loss_ce: 0.155224, loss_dice: 0.490173
iteration 33 : loss : 0.301552, loss_ce: 0.141890, loss_dice: 0.460856
iteration 34 : loss : 0.293273, loss_ce: 0.108369, loss_dice: 0.477923
iteration 35 : loss : 0.259069, loss_ce: 0.063117, loss_dice: 0.454781
iteration 36 : loss : 0.271004, loss_ce: 0.074954, loss_dice: 0.466914
iteration 37 : loss : 0.262852, loss_ce: 0.054683, loss_dice: 0.470824
iteration 38 : loss : 0.294340, loss_ce: 0.129325, loss_dice: 0.459130
iteration 39 : loss : 0.286763, loss_ce: 0.099559, loss_dice: 0.473851
iteration 40 : loss : 0.303513, loss_ce: 0.136069, loss_dice: 0.470882
iteration 41 : loss : 0.262944, loss_ce: 0.069693, loss_dice: 0.456111
iteration 42 : loss : 0.267288, loss_ce: 0.059531, loss_dice: 0.475008
iteration 43 : loss : 0.286119, loss_ce: 0.105073, loss_dice: 0.467101
iteration 44 : loss : 0.256974, loss_ce: 0.055514, loss_dice: 0.458350
iteration 45 : loss : 0.259937, loss_ce: 0.060980, loss_dice: 0.458763
iteration 46 : loss : 0.336693, loss_ce: 0.190234, loss_dice: 0.482939
iteration 47 : loss : 0.254306, loss_ce: 0.046573, loss_dice: 0.461934
iteration 48 : loss : 0.255879, loss_ce: 0.056296, loss_dice: 0.455424
iteration 49 : loss : 0.256826, loss_ce: 0.064979, loss_dice: 0.448581
iteration 50 : loss : 0.260599, loss_ce: 0.058426, loss_dice: 0.462632
iteration 51 : loss : 0.250696, loss_ce: 0.051844, loss_dice: 0.449503
iteration 52 : loss : 0.269447, loss_ce: 0.088770, loss_dice: 0.450052
iteration 53 : loss : 0.258522, loss_ce: 0.059904, loss_dice: 0.457058
iteration 54 : loss : 0.333965, loss_ce: 0.180446, loss_dice: 0.487366
iteration 55 : loss : 0.287146, loss_ce: 0.117680, loss_dice: 0.456537
iteration 56 : loss : 0.264516, loss_ce: 0.079316, loss_dice: 0.449641
iteration 57 : loss : 0.280435, loss_ce: 0.098809, loss_dice: 0.462007
iteration 58 : loss : 0.257416, loss_ce: 0.073025, loss_dice: 0.441755
iteration 59 : loss : 0.257982, loss_ce: 0.065562, loss_dice: 0.450361
iteration 60 : loss : 0.249327, loss_ce: 0.027265, loss_dice: 0.471339
iteration 61 : loss : 0.301641, loss_ce: 0.113923, loss_dice: 0.489245
iteration 62 : loss : 0.251053, loss_ce: 0.047375, loss_dice: 0.454536
iteration 63 : loss : 0.266597, loss_ce: 0.073478, loss_dice: 0.459589
iteration 64 : loss : 0.267713, loss_ce: 0.084617, loss_dice: 0.450753
iteration 65 : loss : 0.252267, loss_ce: 0.041557, loss_dice: 0.462901
iteration 66 : loss : 0.255544, loss_ce: 0.040395, loss_dice: 0.470641
iteration 67 : loss : 0.264964, loss_ce: 0.083608, loss_dice: 0.446270
iteration 68 : loss : 0.272600, loss_ce: 0.102844, loss_dice: 0.442282
iteration 69 : loss : 0.281823, loss_ce: 0.109778, loss_dice: 0.453833
iteration 70 : loss : 0.279581, loss_ce: 0.109348, loss_dice: 0.449738
iteration 71 : loss : 0.263814, loss_ce: 0.070307, loss_dice: 0.457292
iteration 72 : loss : 0.243002, loss_ce: 0.044175, loss_dice: 0.441763
iteration 73 : loss : 0.281924, loss_ce: 0.114450, loss_dice: 0.449335
iteration 74 : loss : 0.278253, loss_ce: 0.085474, loss_dice: 0.470966
iteration 75 : loss : 0.264580, loss_ce: 0.080790, loss_dice: 0.448299
iteration 76 : loss : 0.261414, loss_ce: 0.071987, loss_dice: 0.450810
iteration 77 : loss : 0.258888, loss_ce: 0.068817, loss_dice: 0.448931
iteration 78 : loss : 0.245506, loss_ce: 0.047819, loss_dice: 0.443066
iteration 79 : loss : 0.279423, loss_ce: 0.092764, loss_dice: 0.466015
iteration 80 : loss : 0.272869, loss_ce: 0.090045, loss_dice: 0.455678
iteration 81 : loss : 0.248359, loss_ce: 0.037539, loss_dice: 0.459157
iteration 82 : loss : 0.305978, loss_ce: 0.121761, loss_dice: 0.490164
iteration 83 : loss : 0.254621, loss_ce: 0.060154, loss_dice: 0.449061
iteration 84 : loss : 0.247936, loss_ce: 0.051008, loss_dice: 0.444785
iteration 85 : loss : 0.256650, loss_ce: 0.062390, loss_dice: 0.450877
iteration 86 : loss : 0.262279, loss_ce: 0.076999, loss_dice: 0.447531
iteration 87 : loss : 0.256793, loss_ce: 0.076749, loss_dice: 0.436816
iteration 88 : loss : 0.251818, loss_ce: 0.063763, loss_dice: 0.439799
iteration 89 : loss : 0.253452, loss_ce: 0.072480, loss_dice: 0.434389
iteration 90 : loss : 0.253311, loss_ce: 0.054261, loss_dice: 0.452293
iteration 91 : loss : 0.249916, loss_ce: 0.058801, loss_dice: 0.441008
iteration 92 : loss : 0.249925, loss_ce: 0.054688, loss_dice: 0.445078
iteration 93 : loss : 0.271513, loss_ce: 0.084143, loss_dice: 0.458850
iteration 94 : loss : 0.269988, loss_ce: 0.076597, loss_dice: 0.463346
iteration 95 : loss : 0.253192, loss_ce: 0.066107, loss_dice: 0.440231
iteration 96 : loss : 0.246973, loss_ce: 0.056111, loss_dice: 0.437801
iteration 97 : loss : 0.258998, loss_ce: 0.066822, loss_dice: 0.451124
iteration 98 : loss : 0.247232, loss_ce: 0.058628, loss_dice: 0.435807
iteration 99 : loss : 0.251339, loss_ce: 0.052948, loss_dice: 0.449692
iteration 100 : loss : 0.254090, loss_ce: 0.050868, loss_dice: 0.457279
iteration 101 : loss : 0.233469, loss_ce: 0.038402, loss_dice: 0.428499
iteration 102 : loss : 0.232164, loss_ce: 0.044600, loss_dice: 0.419710
iteration 103 : loss : 0.254921, loss_ce: 0.054922, loss_dice: 0.454885
iteration 104 : loss : 0.238085, loss_ce: 0.037445, loss_dice: 0.438693
iteration 105 : loss : 0.251401, loss_ce: 0.047744, loss_dice: 0.455039
iteration 106 : loss : 0.251444, loss_ce: 0.036233, loss_dice: 0.466621
iteration 107 : loss : 0.251519, loss_ce: 0.050516, loss_dice: 0.452496
iteration 108 : loss : 0.252878, loss_ce: 0.076380, loss_dice: 0.429340
iteration 109 : loss : 0.242577, loss_ce: 0.039554, loss_dice: 0.445564
iteration 110 : loss : 0.251012, loss_ce: 0.068912, loss_dice: 0.433078
iteration 111 : loss : 0.247522, loss_ce: 0.055941, loss_dice: 0.439078
iteration 112 : loss : 0.240662, loss_ce: 0.058730, loss_dice: 0.422570
iteration 113 : loss : 0.240744, loss_ce: 0.053901, loss_dice: 0.427543
iteration 114 : loss : 0.238386, loss_ce: 0.050414, loss_dice: 0.426339
iteration 115 : loss : 0.229165, loss_ce: 0.038496, loss_dice: 0.419772
iteration 116 : loss : 0.256028, loss_ce: 0.061661, loss_dice: 0.450350
iteration 117 : loss : 0.246503, loss_ce: 0.044863, loss_dice: 0.448114
iteration 118 : loss : 0.243192, loss_ce: 0.055493, loss_dice: 0.430849
iteration 119 : loss : 0.252652, loss_ce: 0.055108, loss_dice: 0.450184
iteration 120 : loss : 0.231186, loss_ce: 0.039601, loss_dice: 0.422756
iteration 121 : loss : 0.245950, loss_ce: 0.041469, loss_dice: 0.450403
iteration 122 : loss : 0.257747, loss_ce: 0.043752, loss_dice: 0.471710
iteration 123 : loss : 0.231345, loss_ce: 0.035687, loss_dice: 0.426986
iteration 124 : loss : 0.237239, loss_ce: 0.046948, loss_dice: 0.427499
iteration 125 : loss : 0.256231, loss_ce: 0.071942, loss_dice: 0.440490
iteration 126 : loss : 0.231115, loss_ce: 0.044970, loss_dice: 0.417245
iteration 127 : loss : 0.238348, loss_ce: 0.046127, loss_dice: 0.430533
iteration 128 : loss : 0.246822, loss_ce: 0.067741, loss_dice: 0.425874
iteration 129 : loss : 0.251633, loss_ce: 0.077383, loss_dice: 0.425847
iteration 130 : loss : 0.271521, loss_ce: 0.090470, loss_dice: 0.452552
iteration 131 : loss : 0.239492, loss_ce: 0.050707, loss_dice: 0.428243
iteration 132 : loss : 0.260051, loss_ce: 0.080854, loss_dice: 0.439198
iteration 133 : loss : 0.237596, loss_ce: 0.041982, loss_dice: 0.433191
iteration 134 : loss : 0.240361, loss_ce: 0.034983, loss_dice: 0.445724
iteration 135 : loss : 0.240891, loss_ce: 0.054687, loss_dice: 0.427021
iteration 136 : loss : 0.261126, loss_ce: 0.072574, loss_dice: 0.449658
iteration 137 : loss : 0.244134, loss_ce: 0.064271, loss_dice: 0.423971
iteration 138 : loss : 0.235741, loss_ce: 0.048891, loss_dice: 0.422557
iteration 139 : loss : 0.243940, loss_ce: 0.058348, loss_dice: 0.429510
iteration 140 : loss : 0.243469, loss_ce: 0.041432, loss_dice: 0.445468
iteration 141 : loss : 0.245028, loss_ce: 0.064534, loss_dice: 0.425486
iteration 142 : loss : 0.220949, loss_ce: 0.039476, loss_dice: 0.402388
iteration 143 : loss : 0.255083, loss_ce: 0.059217, loss_dice: 0.450932
iteration 144 : loss : 0.225835, loss_ce: 0.033627, loss_dice: 0.418023
iteration 145 : loss : 0.264343, loss_ce: 0.078575, loss_dice: 0.450088
iteration 146 : loss : 0.251246, loss_ce: 0.060044, loss_dice: 0.442424
iteration 147 : loss : 0.235695, loss_ce: 0.057635, loss_dice: 0.413738
iteration 148 : loss : 0.247852, loss_ce: 0.073820, loss_dice: 0.421870
iteration 149 : loss : 0.237125, loss_ce: 0.051544, loss_dice: 0.422684
iteration 150 : loss : 0.254621, loss_ce: 0.079515, loss_dice: 0.429709
iteration 151 : loss : 0.240394, loss_ce: 0.054177, loss_dice: 0.426591
iteration 152 : loss : 0.222076, loss_ce: 0.041712, loss_dice: 0.402411
iteration 153 : loss : 0.234929, loss_ce: 0.052810, loss_dice: 0.417021
iteration 154 : loss : 0.243870, loss_ce: 0.062489, loss_dice: 0.425233
iteration 155 : loss : 0.227458, loss_ce: 0.046341, loss_dice: 0.408547
iteration 156 : loss : 0.258362, loss_ce: 0.065275, loss_dice: 0.451427
iteration 157 : loss : 0.235750, loss_ce: 0.040223, loss_dice: 0.431248
iteration 158 : loss : 0.252432, loss_ce: 0.075408, loss_dice: 0.429441
iteration 159 : loss : 0.236959, loss_ce: 0.035202, loss_dice: 0.438700
iteration 160 : loss : 0.218916, loss_ce: 0.036118, loss_dice: 0.401677
iteration 161 : loss : 0.255301, loss_ce: 0.064746, loss_dice: 0.445841
iteration 162 : loss : 0.273548, loss_ce: 0.070693, loss_dice: 0.476379
iteration 163 : loss : 0.228950, loss_ce: 0.040514, loss_dice: 0.417345
iteration 164 : loss : 0.230220, loss_ce: 0.045261, loss_dice: 0.415161
iteration 165 : loss : 0.244555, loss_ce: 0.059181, loss_dice: 0.429911
iteration 166 : loss : 0.235601, loss_ce: 0.053669, loss_dice: 0.417510
iteration 167 : loss : 0.227960, loss_ce: 0.044286, loss_dice: 0.411600
iteration 168 : loss : 0.237777, loss_ce: 0.056318, loss_dice: 0.419219
iteration 169 : loss : 0.255633, loss_ce: 0.082592, loss_dice: 0.428652
iteration 170 : loss : 0.232576, loss_ce: 0.037166, loss_dice: 0.427974
iteration 171 : loss : 0.227566, loss_ce: 0.035270, loss_dice: 0.419851
iteration 172 : loss : 0.239582, loss_ce: 0.049709, loss_dice: 0.429441
iteration 173 : loss : 0.227963, loss_ce: 0.027297, loss_dice: 0.428601
iteration 174 : loss : 0.236688, loss_ce: 0.040725, loss_dice: 0.432624
iteration 175 : loss : 0.228350, loss_ce: 0.034650, loss_dice: 0.422029
iteration 176 : loss : 0.240322, loss_ce: 0.057170, loss_dice: 0.423451
iteration 177 : loss : 0.234184, loss_ce: 0.057719, loss_dice: 0.410632
iteration 178 : loss : 0.226380, loss_ce: 0.044505, loss_dice: 0.408239
iteration 179 : loss : 0.227028, loss_ce: 0.045172, loss_dice: 0.408871
iteration 180 : loss : 0.239468, loss_ce: 0.041689, loss_dice: 0.437231
iteration 181 : loss : 0.213681, loss_ce: 0.036142, loss_dice: 0.391205
iteration 182 : loss : 0.216746, loss_ce: 0.041579, loss_dice: 0.391896
iteration 183 : loss : 0.261347, loss_ce: 0.078602, loss_dice: 0.444064
iteration 184 : loss : 0.220396, loss_ce: 0.039253, loss_dice: 0.401526
iteration 185 : loss : 0.237777, loss_ce: 0.042370, loss_dice: 0.433167
iteration 186 : loss : 0.253077, loss_ce: 0.035561, loss_dice: 0.470570
iteration 187 : loss : 0.227772, loss_ce: 0.058684, loss_dice: 0.396832
iteration 188 : loss : 0.221221, loss_ce: 0.040055, loss_dice: 0.402376
iteration 189 : loss : 0.231995, loss_ce: 0.052609, loss_dice: 0.411370
iteration 190 : loss : 0.225170, loss_ce: 0.042009, loss_dice: 0.408313
iteration 191 : loss : 0.241527, loss_ce: 0.057215, loss_dice: 0.425819
iteration 192 : loss : 0.214461, loss_ce: 0.031860, loss_dice: 0.397029
iteration 193 : loss : 0.218685, loss_ce: 0.040364, loss_dice: 0.396991
iteration 194 : loss : 0.270447, loss_ce: 0.099613, loss_dice: 0.441263
iteration 195 : loss : 0.201648, loss_ce: 0.027524, loss_dice: 0.375759
iteration 196 : loss : 0.242781, loss_ce: 0.049399, loss_dice: 0.436150
iteration 197 : loss : 0.216792, loss_ce: 0.027397, loss_dice: 0.406173
iteration 198 : loss : 0.208896, loss_ce: 0.031933, loss_dice: 0.385834
iteration 199 : loss : 0.219302, loss_ce: 0.026178, loss_dice: 0.412409
iteration 200 : loss : 0.214079, loss_ce: 0.038813, loss_dice: 0.389324
iteration 201 : loss : 0.242209, loss_ce: 0.034438, loss_dice: 0.449960
iteration 202 : loss : 0.248906, loss_ce: 0.035788, loss_dice: 0.462001
iteration 203 : loss : 0.218682, loss_ce: 0.033854, loss_dice: 0.403490
iteration 204 : loss : 0.241552, loss_ce: 0.064690, loss_dice: 0.418395
iteration 205 : loss : 0.221627, loss_ce: 0.037317, loss_dice: 0.405915
iteration 206 : loss : 0.209796, loss_ce: 0.030872, loss_dice: 0.388709
iteration 207 : loss : 0.213021, loss_ce: 0.037255, loss_dice: 0.388755
iteration 208 : loss : 0.232841, loss_ce: 0.058536, loss_dice: 0.407132
iteration 209 : loss : 0.207600, loss_ce: 0.034234, loss_dice: 0.380944
iteration 210 : loss : 0.226652, loss_ce: 0.039194, loss_dice: 0.414096
iteration 211 : loss : 0.270375, loss_ce: 0.094660, loss_dice: 0.446060
iteration 212 : loss : 0.227976, loss_ce: 0.047546, loss_dice: 0.408373
iteration 213 : loss : 0.249487, loss_ce: 0.033519, loss_dice: 0.465438
iteration 214 : loss : 0.241957, loss_ce: 0.045092, loss_dice: 0.438800
iteration 215 : loss : 0.223759, loss_ce: 0.031275, loss_dice: 0.416199
iteration 216 : loss : 0.221648, loss_ce: 0.033805, loss_dice: 0.409479
iteration 217 : loss : 0.227634, loss_ce: 0.052210, loss_dice: 0.403044
iteration 218 : loss : 0.223714, loss_ce: 0.047553, loss_dice: 0.399849
iteration 219 : loss : 0.218005, loss_ce: 0.037888, loss_dice: 0.398110
iteration 220 : loss : 0.312888, loss_ce: 0.138987, loss_dice: 0.486779
iteration 221 : loss : 0.218212, loss_ce: 0.042228, loss_dice: 0.394186
iteration 222 : loss : 0.229467, loss_ce: 0.053266, loss_dice: 0.405653
iteration 223 : loss : 0.231081, loss_ce: 0.042145, loss_dice: 0.419998
iteration 224 : loss : 0.195721, loss_ce: 0.017405, loss_dice: 0.374004
iteration 225 : loss : 0.221222, loss_ce: 0.034019, loss_dice: 0.408412
iteration 226 : loss : 0.241477, loss_ce: 0.051014, loss_dice: 0.431926
iteration 227 : loss : 0.206705, loss_ce: 0.038962, loss_dice: 0.374438
iteration 228 : loss : 0.210864, loss_ce: 0.038142, loss_dice: 0.383572
iteration 229 : loss : 0.199824, loss_ce: 0.025468, loss_dice: 0.374159
iteration 230 : loss : 0.214941, loss_ce: 0.044501, loss_dice: 0.385365
iteration 231 : loss : 0.214502, loss_ce: 0.031600, loss_dice: 0.397373
iteration 232 : loss : 0.199529, loss_ce: 0.021692, loss_dice: 0.377341
iteration 233 : loss : 0.214734, loss_ce: 0.044661, loss_dice: 0.384793
iteration 234 : loss : 0.247484, loss_ce: 0.071935, loss_dice: 0.423003
iteration 235 : loss : 0.200014, loss_ce: 0.026854, loss_dice: 0.373155
iteration 236 : loss : 0.215146, loss_ce: 0.034689, loss_dice: 0.395583
iteration 237 : loss : 0.201747, loss_ce: 0.025250, loss_dice: 0.378222
iteration 238 : loss : 0.201160, loss_ce: 0.030046, loss_dice: 0.372260
iteration 239 : loss : 0.245924, loss_ce: 0.063829, loss_dice: 0.427996
iteration 240 : loss : 0.219500, loss_ce: 0.044218, loss_dice: 0.394762
iteration 241 : loss : 0.266459, loss_ce: 0.080876, loss_dice: 0.452016
iteration 242 : loss : 0.226899, loss_ce: 0.028182, loss_dice: 0.425569
iteration 243 : loss : 0.203438, loss_ce: 0.026354, loss_dice: 0.380504
iteration 244 : loss : 0.192779, loss_ce: 0.023545, loss_dice: 0.361958
iteration 245 : loss : 0.215382, loss_ce: 0.032946, loss_dice: 0.397806
iteration 246 : loss : 0.196877, loss_ce: 0.024858, loss_dice: 0.368882
iteration 247 : loss : 0.206979, loss_ce: 0.027105, loss_dice: 0.386841
iteration 248 : loss : 0.210011, loss_ce: 0.036803, loss_dice: 0.383200
iteration 249 : loss : 0.197134, loss_ce: 0.030032, loss_dice: 0.364213

  1%|▏                           | 1/121 [17:39<35:18:16, 1059.14s/it]
iteration 251 : loss : 0.208892, loss_ce: 0.033939, loss_dice: 0.383825
iteration 252 : loss : 0.203025, loss_ce: 0.030874, loss_dice: 0.375151
iteration 253 : loss : 0.228983, loss_ce: 0.045671, loss_dice: 0.412273
iteration 254 : loss : 0.213781, loss_ce: 0.036290, loss_dice: 0.391252
iteration 255 : loss : 0.219075, loss_ce: 0.040460, loss_dice: 0.397643
iteration 256 : loss : 0.217367, loss_ce: 0.056419, loss_dice: 0.378306
iteration 257 : loss : 0.196926, loss_ce: 0.028683, loss_dice: 0.365083
iteration 258 : loss : 0.187879, loss_ce: 0.021312, loss_dice: 0.354356
iteration 259 : loss : 0.192489, loss_ce: 0.016985, loss_dice: 0.367977
iteration 260 : loss : 0.206292, loss_ce: 0.037431, loss_dice: 0.375114
iteration 261 : loss : 0.185583, loss_ce: 0.020853, loss_dice: 0.350278
iteration 262 : loss : 0.185410, loss_ce: 0.015739, loss_dice: 0.355032
iteration 263 : loss : 0.194539, loss_ce: 0.015938, loss_dice: 0.373097
iteration 264 : loss : 0.203273, loss_ce: 0.024171, loss_dice: 0.382342
iteration 265 : loss : 0.231618, loss_ce: 0.025956, loss_dice: 0.437250
iteration 266 : loss : 0.193422, loss_ce: 0.030850, loss_dice: 0.355971
iteration 267 : loss : 0.213822, loss_ce: 0.046579, loss_dice: 0.381044
iteration 268 : loss : 0.197319, loss_ce: 0.028122, loss_dice: 0.366498
iteration 269 : loss : 0.203643, loss_ce: 0.038347, loss_dice: 0.368922
iteration 270 : loss : 0.200334, loss_ce: 0.038066, loss_dice: 0.362581
iteration 271 : loss : 0.191839, loss_ce: 0.020669, loss_dice: 0.362971
iteration 272 : loss : 0.204578, loss_ce: 0.038281, loss_dice: 0.370851
iteration 273 : loss : 0.237374, loss_ce: 0.070212, loss_dice: 0.404501
iteration 274 : loss : 0.219843, loss_ce: 0.051260, loss_dice: 0.388382
iteration 275 : loss : 0.213908, loss_ce: 0.034915, loss_dice: 0.392874
iteration 276 : loss : 0.205082, loss_ce: 0.028519, loss_dice: 0.381627
iteration 277 : loss : 0.189929, loss_ce: 0.026986, loss_dice: 0.352853
iteration 278 : loss : 0.218161, loss_ce: 0.041552, loss_dice: 0.394749
iteration 279 : loss : 0.199148, loss_ce: 0.031633, loss_dice: 0.366637
iteration 280 : loss : 0.275600, loss_ce: 0.102577, loss_dice: 0.448587
iteration 281 : loss : 0.221842, loss_ce: 0.015731, loss_dice: 0.427929
iteration 282 : loss : 0.199301, loss_ce: 0.023382, loss_dice: 0.375198
iteration 283 : loss : 0.200855, loss_ce: 0.036143, loss_dice: 0.365546
iteration 284 : loss : 0.217083, loss_ce: 0.046434, loss_dice: 0.387707
iteration 285 : loss : 0.194983, loss_ce: 0.028200, loss_dice: 0.361741
iteration 286 : loss : 0.197119, loss_ce: 0.037138, loss_dice: 0.357079
iteration 287 : loss : 0.212442, loss_ce: 0.044951, loss_dice: 0.379904
iteration 288 : loss : 0.186983, loss_ce: 0.025669, loss_dice: 0.348274
iteration 289 : loss : 0.220949, loss_ce: 0.028507, loss_dice: 0.413367
iteration 290 : loss : 0.221718, loss_ce: 0.042161, loss_dice: 0.401262
iteration 291 : loss : 0.196535, loss_ce: 0.026536, loss_dice: 0.366508
iteration 292 : loss : 0.187217, loss_ce: 0.025225, loss_dice: 0.349177
iteration 293 : loss : 0.208455, loss_ce: 0.030735, loss_dice: 0.386150
iteration 294 : loss : 0.194444, loss_ce: 0.024832, loss_dice: 0.364039
iteration 295 : loss : 0.215604, loss_ce: 0.041276, loss_dice: 0.389922
iteration 296 : loss : 0.227593, loss_ce: 0.074136, loss_dice: 0.381032
iteration 297 : loss : 0.201500, loss_ce: 0.039443, loss_dice: 0.363548
iteration 298 : loss : 0.218203, loss_ce: 0.051807, loss_dice: 0.384575
iteration 299 : loss : 0.192537, loss_ce: 0.016710, loss_dice: 0.368348
iteration 300 : loss : 0.284933, loss_ce: 0.110490, loss_dice: 0.459358
iteration 301 : loss : 0.181440, loss_ce: 0.015675, loss_dice: 0.347193
iteration 302 : loss : 0.203637, loss_ce: 0.036211, loss_dice: 0.371040
iteration 303 : loss : 0.178540, loss_ce: 0.017842, loss_dice: 0.339227
iteration 304 : loss : 0.195429, loss_ce: 0.027956, loss_dice: 0.362893
iteration 305 : loss : 0.233841, loss_ce: 0.035603, loss_dice: 0.431997
iteration 306 : loss : 0.183364, loss_ce: 0.025374, loss_dice: 0.341340
iteration 307 : loss : 0.186409, loss_ce: 0.027957, loss_dice: 0.344844
iteration 308 : loss : 0.186086, loss_ce: 0.028026, loss_dice: 0.344134
iteration 309 : loss : 0.187089, loss_ce: 0.025475, loss_dice: 0.348666
iteration 310 : loss : 0.253213, loss_ce: 0.090916, loss_dice: 0.415498
iteration 311 : loss : 0.182371, loss_ce: 0.022812, loss_dice: 0.341898
iteration 312 : loss : 0.188082, loss_ce: 0.033835, loss_dice: 0.342293
iteration 313 : loss : 0.186249, loss_ce: 0.031880, loss_dice: 0.340595
iteration 314 : loss : 0.173467, loss_ce: 0.018777, loss_dice: 0.328137
iteration 315 : loss : 0.217964, loss_ce: 0.033104, loss_dice: 0.402787
iteration 316 : loss : 0.178512, loss_ce: 0.017604, loss_dice: 0.339397
iteration 317 : loss : 0.181576, loss_ce: 0.020597, loss_dice: 0.342527
iteration 318 : loss : 0.175639, loss_ce: 0.019101, loss_dice: 0.332159
iteration 319 : loss : 0.239233, loss_ce: 0.068852, loss_dice: 0.409590
