
Namespace(T=8, base_lr=0.01, batch_size=2, class_name=1, consistency=1.0, consistency_rampup=0.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='SSL/MT_ATO_350_350_200_rampup_refpaper', fold=1, gpu='2,3', labeled_bs=1, labeled_num=40, max_iterations=30000, model='Vnet_3D_256_randomCrop', num_classes=2, patch_size=[256, 256, 128], root_path='/data/sohui/Prostate/data/trim/ssl_data/centerCrop_200', seed=1337, total_labeled_num=290)
total_prostate train : dataset.json




Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:48<00:00,  2.03s/it]



Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:25<00:00,  1.06s/it]



Loading dataset:  83%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                              | 5/6 [00:15<00:02,  2.31s/it]
250 iterations per epoch
Loading dataset: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 6/6 [00:16<00:00,  2.83s/it]
  0%|                                         | 0/121 [00:00<?, ?it/s]
iteration 144 : loss : 0.236748, loss_ce: 0.038340, loss_dice: 0.435141
iteration 145 : loss : 0.258283, loss_ce: 0.071145, loss_dice: 0.445393
iteration 146 : loss : 0.250796, loss_ce: 0.060769, loss_dice: 0.440796
iteration 147 : loss : 0.240613, loss_ce: 0.058288, loss_dice: 0.422917
iteration 148 : loss : 0.239398, loss_ce: 0.065952, loss_dice: 0.412824
iteration 149 : loss : 0.228434, loss_ce: 0.042770, loss_dice: 0.414078
iteration 150 : loss : 0.236481, loss_ce: 0.064407, loss_dice: 0.408535
iteration 151 : loss : 0.239864, loss_ce: 0.048139, loss_dice: 0.431567
iteration 152 : loss : 0.226996, loss_ce: 0.046124, loss_dice: 0.407842
iteration 153 : loss : 0.224789, loss_ce: 0.044681, loss_dice: 0.404868
iteration 154 : loss : 0.244697, loss_ce: 0.058729, loss_dice: 0.430649
iteration 155 : loss : 0.233022, loss_ce: 0.050643, loss_dice: 0.415379
iteration 156 : loss : 0.245685, loss_ce: 0.058166, loss_dice: 0.433182
iteration 157 : loss : 0.237723, loss_ce: 0.039984, loss_dice: 0.435432
iteration 158 : loss : 0.253642, loss_ce: 0.077222, loss_dice: 0.430050
iteration 159 : loss : 0.235719, loss_ce: 0.033779, loss_dice: 0.437643
iteration 160 : loss : 0.219884, loss_ce: 0.038508, loss_dice: 0.401224
iteration 161 : loss : 0.246848, loss_ce: 0.072642, loss_dice: 0.421041
iteration 162 : loss : 0.257806, loss_ce: 0.074027, loss_dice: 0.441561
iteration 163 : loss : 0.226746, loss_ce: 0.038149, loss_dice: 0.415304
iteration 164 : loss : 0.232297, loss_ce: 0.046928, loss_dice: 0.417650
iteration 165 : loss : 0.244776, loss_ce: 0.056546, loss_dice: 0.432987
iteration 166 : loss : 0.233905, loss_ce: 0.052143, loss_dice: 0.415643
iteration 167 : loss : 0.228693, loss_ce: 0.044308, loss_dice: 0.413043
iteration 168 : loss : 0.240114, loss_ce: 0.058923, loss_dice: 0.421277
iteration 169 : loss : 0.244184, loss_ce: 0.073770, loss_dice: 0.414576
iteration 170 : loss : 0.230232, loss_ce: 0.037396, loss_dice: 0.423054
iteration 171 : loss : 0.224278, loss_ce: 0.034414, loss_dice: 0.414130
iteration 172 : loss : 0.235687, loss_ce: 0.050660, loss_dice: 0.420700
iteration 173 : loss : 0.225057, loss_ce: 0.029724, loss_dice: 0.420355
iteration 174 : loss : 0.244592, loss_ce: 0.047930, loss_dice: 0.441227
iteration 175 : loss : 0.216898, loss_ce: 0.030690, loss_dice: 0.403085
iteration 176 : loss : 0.233054, loss_ce: 0.051058, loss_dice: 0.415027
iteration 177 : loss : 0.227723, loss_ce: 0.049319, loss_dice: 0.406105
iteration 178 : loss : 0.224192, loss_ce: 0.033073, loss_dice: 0.415293
iteration 179 : loss : 0.237934, loss_ce: 0.048243, loss_dice: 0.427612
iteration 180 : loss : 0.249836, loss_ce: 0.048292, loss_dice: 0.451362
iteration 181 : loss : 0.227031, loss_ce: 0.042951, loss_dice: 0.411098
iteration 182 : loss : 0.229989, loss_ce: 0.049972, loss_dice: 0.409988
iteration 183 : loss : 0.280654, loss_ce: 0.098414, loss_dice: 0.462865
iteration 184 : loss : 0.231075, loss_ce: 0.045415, loss_dice: 0.416722
iteration 185 : loss : 0.228479, loss_ce: 0.037235, loss_dice: 0.419705
iteration 186 : loss : 0.228387, loss_ce: 0.034208, loss_dice: 0.422549
iteration 187 : loss : 0.230008, loss_ce: 0.058947, loss_dice: 0.401042
iteration 188 : loss : 0.202016, loss_ce: 0.028654, loss_dice: 0.375363
iteration 189 : loss : 0.219528, loss_ce: 0.042697, loss_dice: 0.396346
iteration 190 : loss : 0.201650, loss_ce: 0.027956, loss_dice: 0.375327
iteration 191 : loss : 0.233370, loss_ce: 0.057583, loss_dice: 0.409134
iteration 192 : loss : 0.213682, loss_ce: 0.038150, loss_dice: 0.389191
iteration 193 : loss : 0.214293, loss_ce: 0.036961, loss_dice: 0.391606
iteration 194 : loss : 0.288031, loss_ce: 0.110275, loss_dice: 0.465769
iteration 195 : loss : 0.207014, loss_ce: 0.031049, loss_dice: 0.382964
iteration 196 : loss : 0.230128, loss_ce: 0.040312, loss_dice: 0.419927
iteration 197 : loss : 0.216278, loss_ce: 0.025833, loss_dice: 0.406709
iteration 198 : loss : 0.209996, loss_ce: 0.030775, loss_dice: 0.389194
iteration 199 : loss : 0.218188, loss_ce: 0.029041, loss_dice: 0.407319
iteration 200 : loss : 0.219585, loss_ce: 0.046248, loss_dice: 0.392908
iteration 201 : loss : 0.212515, loss_ce: 0.037499, loss_dice: 0.387508
iteration 202 : loss : 0.220778, loss_ce: 0.037667, loss_dice: 0.403865
iteration 203 : loss : 0.216043, loss_ce: 0.030709, loss_dice: 0.401346
iteration 204 : loss : 0.233617, loss_ce: 0.058471, loss_dice: 0.408740
iteration 205 : loss : 0.229643, loss_ce: 0.031964, loss_dice: 0.427295
iteration 206 : loss : 0.205681, loss_ce: 0.026319, loss_dice: 0.385029
iteration 207 : loss : 0.212649, loss_ce: 0.034303, loss_dice: 0.390956
iteration 208 : loss : 0.233744, loss_ce: 0.060288, loss_dice: 0.407184
iteration 209 : loss : 0.201100, loss_ce: 0.031700, loss_dice: 0.370474
iteration 210 : loss : 0.222075, loss_ce: 0.037005, loss_dice: 0.407129
iteration 211 : loss : 0.271263, loss_ce: 0.096581, loss_dice: 0.445918
iteration 212 : loss : 0.231097, loss_ce: 0.053074, loss_dice: 0.409094
iteration 213 : loss : 0.216372, loss_ce: 0.033429, loss_dice: 0.399297
iteration 214 : loss : 0.233874, loss_ce: 0.043242, loss_dice: 0.424488
iteration 215 : loss : 0.202664, loss_ce: 0.028762, loss_dice: 0.376529
iteration 216 : loss : 0.209803, loss_ce: 0.028432, loss_dice: 0.391162
iteration 217 : loss : 0.210914, loss_ce: 0.041272, loss_dice: 0.380534
iteration 218 : loss : 0.213640, loss_ce: 0.029893, loss_dice: 0.397356
iteration 219 : loss : 0.221688, loss_ce: 0.042679, loss_dice: 0.400679
iteration 220 : loss : 0.311797, loss_ce: 0.137458, loss_dice: 0.486124
iteration 221 : loss : 0.223486, loss_ce: 0.045025, loss_dice: 0.401931
iteration 222 : loss : 0.229931, loss_ce: 0.051930, loss_dice: 0.407912
iteration 223 : loss : 0.220142, loss_ce: 0.031555, loss_dice: 0.408705
iteration 224 : loss : 0.199455, loss_ce: 0.019808, loss_dice: 0.379057
iteration 225 : loss : 0.208888, loss_ce: 0.028074, loss_dice: 0.389685
iteration 226 : loss : 0.233162, loss_ce: 0.051535, loss_dice: 0.414774
iteration 227 : loss : 0.206582, loss_ce: 0.038831, loss_dice: 0.374317
iteration 228 : loss : 0.192482, loss_ce: 0.025645, loss_dice: 0.359302
iteration 229 : loss : 0.207806, loss_ce: 0.023409, loss_dice: 0.392183
iteration 230 : loss : 0.204868, loss_ce: 0.039351, loss_dice: 0.370366
iteration 231 : loss : 0.208531, loss_ce: 0.035735, loss_dice: 0.381296
iteration 232 : loss : 0.208308, loss_ce: 0.033191, loss_dice: 0.383403
iteration 233 : loss : 0.204906, loss_ce: 0.037063, loss_dice: 0.372732
iteration 234 : loss : 0.245863, loss_ce: 0.061645, loss_dice: 0.430046
iteration 235 : loss : 0.207897, loss_ce: 0.031168, loss_dice: 0.384603
iteration 236 : loss : 0.216659, loss_ce: 0.030647, loss_dice: 0.402627
iteration 237 : loss : 0.198269, loss_ce: 0.023771, loss_dice: 0.372745
iteration 238 : loss : 0.198064, loss_ce: 0.026744, loss_dice: 0.369370
iteration 239 : loss : 0.280057, loss_ce: 0.098724, loss_dice: 0.461374
iteration 240 : loss : 0.210359, loss_ce: 0.040331, loss_dice: 0.380368
iteration 241 : loss : 0.249593, loss_ce: 0.077736, loss_dice: 0.421429
iteration 242 : loss : 0.199151, loss_ce: 0.025907, loss_dice: 0.372354
iteration 243 : loss : 0.197303, loss_ce: 0.022096, loss_dice: 0.372491
iteration 244 : loss : 0.191294, loss_ce: 0.021078, loss_dice: 0.361450
iteration 245 : loss : 0.211227, loss_ce: 0.030633, loss_dice: 0.391799
iteration 246 : loss : 0.191764, loss_ce: 0.023632, loss_dice: 0.359876
iteration 247 : loss : 0.197449, loss_ce: 0.023078, loss_dice: 0.371806
iteration 248 : loss : 0.204139, loss_ce: 0.034755, loss_dice: 0.373496

  1%|▏                           | 1/121 [17:32<35:04:52, 1052.44s/it]
iteration 250 : loss : 0.216231, loss_ce: 0.037441, loss_dice: 0.395010
iteration 251 : loss : 0.206559, loss_ce: 0.033870, loss_dice: 0.379228
iteration 252 : loss : 0.203538, loss_ce: 0.030335, loss_dice: 0.376712
iteration 253 : loss : 0.226460, loss_ce: 0.044416, loss_dice: 0.408486
iteration 254 : loss : 0.199977, loss_ce: 0.032656, loss_dice: 0.367276
iteration 255 : loss : 0.216320, loss_ce: 0.042134, loss_dice: 0.390418
iteration 256 : loss : 0.205655, loss_ce: 0.047010, loss_dice: 0.364285
iteration 257 : loss : 0.195691, loss_ce: 0.020979, loss_dice: 0.370375
iteration 258 : loss : 0.197461, loss_ce: 0.027953, loss_dice: 0.366908
iteration 259 : loss : 0.208685, loss_ce: 0.022718, loss_dice: 0.394629
iteration 260 : loss : 0.211280, loss_ce: 0.041168, loss_dice: 0.381366
iteration 261 : loss : 0.200318, loss_ce: 0.032720, loss_dice: 0.367885
iteration 262 : loss : 0.201510, loss_ce: 0.018046, loss_dice: 0.384936
iteration 263 : loss : 0.188947, loss_ce: 0.021709, loss_dice: 0.356153
iteration 264 : loss : 0.198752, loss_ce: 0.026493, loss_dice: 0.370974
iteration 265 : loss : 0.193926, loss_ce: 0.019730, loss_dice: 0.368099
iteration 266 : loss : 0.192646, loss_ce: 0.028062, loss_dice: 0.357207
iteration 267 : loss : 0.187778, loss_ce: 0.032602, loss_dice: 0.342935
iteration 268 : loss : 0.181475, loss_ce: 0.018843, loss_dice: 0.344091
iteration 269 : loss : 0.194321, loss_ce: 0.036603, loss_dice: 0.352018
iteration 270 : loss : 0.223046, loss_ce: 0.042256, loss_dice: 0.403805
iteration 271 : loss : 0.191736, loss_ce: 0.026495, loss_dice: 0.356953
iteration 272 : loss : 0.192218, loss_ce: 0.033623, loss_dice: 0.350793
iteration 273 : loss : 0.279242, loss_ce: 0.100371, loss_dice: 0.458089
iteration 274 : loss : 0.235820, loss_ce: 0.062754, loss_dice: 0.408850
iteration 275 : loss : 0.197734, loss_ce: 0.031486, loss_dice: 0.363949
iteration 276 : loss : 0.201342, loss_ce: 0.026290, loss_dice: 0.376375
iteration 277 : loss : 0.196441, loss_ce: 0.033228, loss_dice: 0.359640
iteration 278 : loss : 0.209803, loss_ce: 0.037988, loss_dice: 0.381601
iteration 279 : loss : 0.208144, loss_ce: 0.032855, loss_dice: 0.383404
iteration 280 : loss : 0.294599, loss_ce: 0.133594, loss_dice: 0.455586
iteration 281 : loss : 0.184057, loss_ce: 0.015482, loss_dice: 0.352619
iteration 282 : loss : 0.191322, loss_ce: 0.019255, loss_dice: 0.363377
iteration 283 : loss : 0.199324, loss_ce: 0.033951, loss_dice: 0.364680
iteration 284 : loss : 0.201524, loss_ce: 0.037934, loss_dice: 0.365091
iteration 285 : loss : 0.184834, loss_ce: 0.025800, loss_dice: 0.343851
iteration 286 : loss : 0.192210, loss_ce: 0.033915, loss_dice: 0.350491
iteration 287 : loss : 0.201514, loss_ce: 0.041726, loss_dice: 0.361264
iteration 288 : loss : 0.175847, loss_ce: 0.021815, loss_dice: 0.329866
iteration 289 : loss : 0.210296, loss_ce: 0.023902, loss_dice: 0.396672
iteration 290 : loss : 0.212409, loss_ce: 0.042529, loss_dice: 0.382274
iteration 291 : loss : 0.187822, loss_ce: 0.022668, loss_dice: 0.352934
iteration 292 : loss : 0.189036, loss_ce: 0.028195, loss_dice: 0.349865
iteration 293 : loss : 0.196381, loss_ce: 0.025151, loss_dice: 0.367589
iteration 294 : loss : 0.180282, loss_ce: 0.021662, loss_dice: 0.338883
iteration 295 : loss : 0.181860, loss_ce: 0.026792, loss_dice: 0.336907
iteration 296 : loss : 0.228869, loss_ce: 0.076431, loss_dice: 0.381257
iteration 297 : loss : 0.201323, loss_ce: 0.033080, loss_dice: 0.369553
iteration 298 : loss : 0.234118, loss_ce: 0.063360, loss_dice: 0.404862
iteration 299 : loss : 0.199230, loss_ce: 0.021305, loss_dice: 0.377135
iteration 300 : loss : 0.271844, loss_ce: 0.096815, loss_dice: 0.446857
iteration 301 : loss : 0.179015, loss_ce: 0.020545, loss_dice: 0.337471
iteration 302 : loss : 0.221776, loss_ce: 0.034804, loss_dice: 0.408733
iteration 303 : loss : 0.180533, loss_ce: 0.019824, loss_dice: 0.341231
iteration 304 : loss : 0.211024, loss_ce: 0.039000, loss_dice: 0.383036
iteration 305 : loss : 0.211673, loss_ce: 0.037217, loss_dice: 0.386094
iteration 306 : loss : 0.190716, loss_ce: 0.031977, loss_dice: 0.349440
iteration 307 : loss : 0.175516, loss_ce: 0.020750, loss_dice: 0.330255
iteration 308 : loss : 0.186865, loss_ce: 0.027025, loss_dice: 0.346686
iteration 309 : loss : 0.177283, loss_ce: 0.018862, loss_dice: 0.335666
iteration 310 : loss : 0.244298, loss_ce: 0.084378, loss_dice: 0.404200
iteration 311 : loss : 0.183833, loss_ce: 0.025556, loss_dice: 0.342086
iteration 312 : loss : 0.181121, loss_ce: 0.029857, loss_dice: 0.332358
iteration 313 : loss : 0.239613, loss_ce: 0.041373, loss_dice: 0.437826
iteration 314 : loss : 0.182293, loss_ce: 0.025071, loss_dice: 0.339492
iteration 315 : loss : 0.196881, loss_ce: 0.032479, loss_dice: 0.361255
iteration 316 : loss : 0.172484, loss_ce: 0.017525, loss_dice: 0.327426
iteration 317 : loss : 0.203000, loss_ce: 0.025098, loss_dice: 0.380883
iteration 318 : loss : 0.198110, loss_ce: 0.026275, loss_dice: 0.369927
iteration 319 : loss : 0.212572, loss_ce: 0.051890, loss_dice: 0.373231
iteration 320 : loss : 0.187116, loss_ce: 0.030616, loss_dice: 0.343590
