
Namespace(add=1e-08, aggKernel=11, base_lr=0.01, batch_size=2, class_name=1, deterministic=1, ema_decay=0.99, exp='SL/sameForm_Wssl', fold=None, gpu='2,3', max_iterations=30000, model='Vnet_3D_256_randomCrop', num_classes=2, overlap=0.5, patch_size=[256, 256, 128], root_path='/data/sohui/Prostate/data/trim/sl_data/centerCrop_350_350_200', seed=1337, sw_batch_size=8)
total_prostate train : dataset.json








Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:44<00:00,  1.85s/it]
  0%|                             | 3/1501 [02:27<20:23:38, 49.01s/it]
iteration 60 : supervised_loss : 0.478835
iteration 61 : supervised_loss : 0.498648
iteration 62 : supervised_loss : 0.471131
iteration 63 : supervised_loss : 0.510984
iteration 64 : supervised_loss : 0.524522
iteration 65 : supervised_loss : 0.487082
iteration 66 : supervised_loss : 0.498066
iteration 67 : supervised_loss : 0.473994
iteration 68 : supervised_loss : 0.500780
iteration 69 : supervised_loss : 0.481894
iteration 70 : supervised_loss : 0.521626
iteration 71 : supervised_loss : 0.468539
iteration 72 : supervised_loss : 0.462880
iteration 73 : supervised_loss : 0.469609
iteration 74 : supervised_loss : 0.508823
iteration 75 : supervised_loss : 0.453056
iteration 76 : supervised_loss : 0.475246
iteration 77 : supervised_loss : 0.494722
iteration 78 : supervised_loss : 0.491070
iteration 79 : supervised_loss : 0.464502

  0%|                             | 4/1501 [03:18<20:43:38, 49.85s/it]
iteration 81 : supervised_loss : 0.453800
iteration 82 : supervised_loss : 0.471789
iteration 83 : supervised_loss : 0.476047
iteration 84 : supervised_loss : 0.487932
iteration 85 : supervised_loss : 0.481970
iteration 86 : supervised_loss : 0.490942
iteration 87 : supervised_loss : 0.475446
iteration 88 : supervised_loss : 0.471863
iteration 89 : supervised_loss : 0.474566
iteration 90 : supervised_loss : 0.464447
iteration 91 : supervised_loss : 0.461579
iteration 92 : supervised_loss : 0.444477
iteration 93 : supervised_loss : 0.445129
iteration 94 : supervised_loss : 0.466853
iteration 95 : supervised_loss : 0.476073
iteration 96 : supervised_loss : 0.459089
iteration 97 : supervised_loss : 0.457957
iteration 98 : supervised_loss : 0.454909
iteration 99 : supervised_loss : 0.446484

  0%|                             | 5/1501 [04:05<20:09:14, 48.50s/it]
iteration 101 : supervised_loss : 0.511435
iteration 102 : supervised_loss : 0.447435
iteration 103 : supervised_loss : 0.530360
iteration 104 : supervised_loss : 0.451835
iteration 105 : supervised_loss : 0.440595
iteration 106 : supervised_loss : 0.466548
iteration 107 : supervised_loss : 0.463558
iteration 108 : supervised_loss : 0.514771
iteration 109 : supervised_loss : 0.447659
iteration 110 : supervised_loss : 0.442674
iteration 111 : supervised_loss : 0.424861
iteration 112 : supervised_loss : 0.430940
iteration 113 : supervised_loss : 0.467186
iteration 114 : supervised_loss : 0.409471
iteration 115 : supervised_loss : 0.416348
iteration 116 : supervised_loss : 0.412937
iteration 117 : supervised_loss : 0.444215
iteration 118 : supervised_loss : 0.441127
iteration 119 : supervised_loss : 0.455626

  0%|                             | 6/1501 [04:52<19:55:22, 47.98s/it]
iteration 121 : supervised_loss : 0.463542
iteration 122 : supervised_loss : 0.420481
iteration 123 : supervised_loss : 0.408477
iteration 124 : supervised_loss : 0.465602
iteration 125 : supervised_loss : 0.425388
iteration 126 : supervised_loss : 0.464640
iteration 127 : supervised_loss : 0.430319
iteration 128 : supervised_loss : 0.411091
iteration 129 : supervised_loss : 0.402029
iteration 130 : supervised_loss : 0.410203
iteration 131 : supervised_loss : 0.440852
iteration 132 : supervised_loss : 0.401121
iteration 133 : supervised_loss : 0.390507
iteration 134 : supervised_loss : 0.436199
iteration 135 : supervised_loss : 0.425184
iteration 136 : supervised_loss : 0.413361
iteration 137 : supervised_loss : 0.428398
iteration 138 : supervised_loss : 0.419496
iteration 139 : supervised_loss : 0.418600

  0%|▏                            | 7/1501 [05:39<19:50:36, 47.82s/it]
iteration 141 : supervised_loss : 0.432098
iteration 142 : supervised_loss : 0.434463
iteration 143 : supervised_loss : 0.430498
iteration 144 : supervised_loss : 0.386617
iteration 145 : supervised_loss : 0.497172
iteration 146 : supervised_loss : 0.472177
iteration 147 : supervised_loss : 0.420293
iteration 148 : supervised_loss : 0.400707
iteration 149 : supervised_loss : 0.409190
iteration 150 : supervised_loss : 0.412952
iteration 151 : supervised_loss : 0.386277
iteration 152 : supervised_loss : 0.388259
iteration 153 : supervised_loss : 0.422836
iteration 154 : supervised_loss : 0.394525
iteration 155 : supervised_loss : 0.416587
iteration 156 : supervised_loss : 0.408906
iteration 157 : supervised_loss : 0.478588
iteration 158 : supervised_loss : 0.402149
iteration 159 : supervised_loss : 0.423989

  1%|▏                            | 8/1501 [06:31<20:22:46, 49.14s/it]
iteration 161 : supervised_loss : 0.371402
iteration 162 : supervised_loss : 0.382772
iteration 163 : supervised_loss : 0.559346
iteration 164 : supervised_loss : 0.399647
iteration 165 : supervised_loss : 0.390368
iteration 166 : supervised_loss : 0.360904
iteration 167 : supervised_loss : 0.479101
iteration 168 : supervised_loss : 0.355929
iteration 169 : supervised_loss : 0.365903
iteration 170 : supervised_loss : 0.367869
iteration 171 : supervised_loss : 0.350930
iteration 172 : supervised_loss : 0.456016
iteration 173 : supervised_loss : 0.485875
iteration 174 : supervised_loss : 0.371505
iteration 175 : supervised_loss : 0.379756
iteration 176 : supervised_loss : 0.402473
iteration 177 : supervised_loss : 0.390429
iteration 178 : supervised_loss : 0.458910

  1%|▏                            | 9/1501 [07:27<21:11:35, 51.14s/it]
iteration 180 : supervised_loss : 0.393616
iteration 181 : supervised_loss : 0.412046
iteration 182 : supervised_loss : 0.405387
iteration 183 : supervised_loss : 0.442076
iteration 184 : supervised_loss : 0.391881
iteration 185 : supervised_loss : 0.453705
iteration 186 : supervised_loss : 0.368236
iteration 187 : supervised_loss : 0.386701
iteration 188 : supervised_loss : 0.361470
iteration 189 : supervised_loss : 0.377235
iteration 190 : supervised_loss : 0.425663
iteration 191 : supervised_loss : 0.369505
iteration 192 : supervised_loss : 0.393215
iteration 193 : supervised_loss : 0.355086
iteration 194 : supervised_loss : 0.373615
iteration 195 : supervised_loss : 0.368901
iteration 196 : supervised_loss : 0.361929
iteration 197 : supervised_loss : 0.350275
iteration 198 : supervised_loss : 0.351637
iteration 199 : supervised_loss : 0.367270
  0%|                                                                                                                                                                                                            | 0/10 [00:00<?, ?it/s]
iteration 200 : supervised_loss : 0.356084









 90%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                   | 9/10 [02:02<00:12, 12.99s/it]
Validation end

  1%|▏                           | 10/1501 [10:36<38:55:27, 93.98s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:16<00:00, 13.28s/it]
iteration 201 : supervised_loss : 0.367088
iteration 202 : supervised_loss : 0.379029
iteration 203 : supervised_loss : 0.356644
iteration 204 : supervised_loss : 0.329070
iteration 205 : supervised_loss : 0.368389
iteration 206 : supervised_loss : 0.459076
iteration 207 : supervised_loss : 0.337778
iteration 208 : supervised_loss : 0.332833
iteration 209 : supervised_loss : 0.373288
iteration 210 : supervised_loss : 0.401947
iteration 211 : supervised_loss : 0.380376
iteration 212 : supervised_loss : 0.323642
iteration 213 : supervised_loss : 0.334662
iteration 214 : supervised_loss : 0.346725
iteration 215 : supervised_loss : 0.350386
iteration 216 : supervised_loss : 0.496881
iteration 217 : supervised_loss : 0.336012
iteration 218 : supervised_loss : 0.348130

  1%|▏                           | 11/1501 [11:28<33:28:04, 80.86s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:16<00:00, 13.28s/it]
iteration 220 : supervised_loss : 0.389832
iteration 221 : supervised_loss : 0.338638
iteration 222 : supervised_loss : 0.344987
iteration 223 : supervised_loss : 0.328443
iteration 224 : supervised_loss : 0.336274
iteration 225 : supervised_loss : 0.355465
iteration 226 : supervised_loss : 0.356846
iteration 227 : supervised_loss : 0.319171
iteration 228 : supervised_loss : 0.451199
iteration 229 : supervised_loss : 0.306183
iteration 230 : supervised_loss : 0.371757
iteration 231 : supervised_loss : 0.300682
iteration 232 : supervised_loss : 0.328426
iteration 233 : supervised_loss : 0.275919
iteration 234 : supervised_loss : 0.295557
iteration 235 : supervised_loss : 0.305689
iteration 236 : supervised_loss : 0.325182
iteration 237 : supervised_loss : 0.289252
iteration 238 : supervised_loss : 0.322937

  1%|▏                           | 12/1501 [12:13<28:58:35, 70.06s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:16<00:00, 13.28s/it]
iteration 240 : supervised_loss : 0.311126
iteration 241 : supervised_loss : 0.276518
iteration 242 : supervised_loss : 0.293447
iteration 243 : supervised_loss : 0.268562
iteration 244 : supervised_loss : 0.292568
iteration 245 : supervised_loss : 0.343240
iteration 246 : supervised_loss : 0.314660
iteration 247 : supervised_loss : 0.302690
iteration 248 : supervised_loss : 0.279423
iteration 249 : supervised_loss : 0.281043
iteration 250 : supervised_loss : 0.283666
iteration 251 : supervised_loss : 0.284839
iteration 252 : supervised_loss : 0.254464
iteration 253 : supervised_loss : 0.324053
iteration 254 : supervised_loss : 0.252226
iteration 255 : supervised_loss : 0.306419
iteration 256 : supervised_loss : 0.368012
iteration 257 : supervised_loss : 0.325045
iteration 258 : supervised_loss : 0.363032

  1%|▏                           | 13/1501 [12:59<25:54:26, 62.68s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:16<00:00, 13.28s/it]
iteration 260 : supervised_loss : 0.270642
iteration 261 : supervised_loss : 0.245974
iteration 262 : supervised_loss : 0.375792
iteration 263 : supervised_loss : 0.254455
iteration 264 : supervised_loss : 0.266838
iteration 265 : supervised_loss : 0.263467
iteration 266 : supervised_loss : 0.249677
iteration 267 : supervised_loss : 0.261859
iteration 268 : supervised_loss : 0.323750
iteration 269 : supervised_loss : 0.341859
iteration 270 : supervised_loss : 0.290316
iteration 271 : supervised_loss : 0.272823
iteration 272 : supervised_loss : 0.240696
iteration 273 : supervised_loss : 0.262772
iteration 274 : supervised_loss : 0.256059
iteration 275 : supervised_loss : 0.260719
iteration 276 : supervised_loss : 0.266346
iteration 277 : supervised_loss : 0.275748
iteration 278 : supervised_loss : 0.248874

  1%|▎                           | 14/1501 [13:48<24:17:23, 58.81s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:16<00:00, 13.28s/it]
iteration 280 : supervised_loss : 0.213553
iteration 281 : supervised_loss : 0.434787
iteration 282 : supervised_loss : 0.220474
iteration 283 : supervised_loss : 0.214969
iteration 284 : supervised_loss : 0.212990
iteration 285 : supervised_loss : 0.238423
iteration 286 : supervised_loss : 0.207084
iteration 287 : supervised_loss : 0.224097
iteration 288 : supervised_loss : 0.227853
iteration 289 : supervised_loss : 0.186459
iteration 290 : supervised_loss : 0.288971
iteration 291 : supervised_loss : 0.297901
iteration 292 : supervised_loss : 0.271643
iteration 293 : supervised_loss : 0.277827
iteration 294 : supervised_loss : 0.198673
iteration 295 : supervised_loss : 0.255595
iteration 296 : supervised_loss : 0.216732
iteration 297 : supervised_loss : 0.213374
iteration 298 : supervised_loss : 0.233040

  1%|▎                           | 15/1501 [14:40<23:20:40, 56.55s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:16<00:00, 13.28s/it]
iteration 300 : supervised_loss : 0.264677
iteration 301 : supervised_loss : 0.315281
iteration 302 : supervised_loss : 0.204195
iteration 303 : supervised_loss : 0.240861
iteration 304 : supervised_loss : 0.279744
iteration 305 : supervised_loss : 0.214426
iteration 306 : supervised_loss : 0.187187
iteration 307 : supervised_loss : 0.234425
iteration 308 : supervised_loss : 0.270425
iteration 309 : supervised_loss : 0.185031
iteration 310 : supervised_loss : 0.237339
iteration 311 : supervised_loss : 0.186737
iteration 312 : supervised_loss : 0.178203
iteration 313 : supervised_loss : 0.243820
iteration 314 : supervised_loss : 0.305956
iteration 315 : supervised_loss : 0.268214
iteration 316 : supervised_loss : 0.283702
iteration 317 : supervised_loss : 0.337498
iteration 318 : supervised_loss : 0.365044
iteration 319 : supervised_loss : 0.254852

  1%|▎                           | 16/1501 [15:26<22:05:35, 53.56s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:16<00:00, 13.28s/it]
iteration 321 : supervised_loss : 0.202634
iteration 322 : supervised_loss : 0.188197
iteration 323 : supervised_loss : 0.216533
iteration 324 : supervised_loss : 0.238128
iteration 325 : supervised_loss : 0.182660
iteration 326 : supervised_loss : 0.183265
iteration 327 : supervised_loss : 0.201373
iteration 328 : supervised_loss : 0.214257
iteration 329 : supervised_loss : 0.200816
iteration 330 : supervised_loss : 0.189308
iteration 331 : supervised_loss : 0.210902
iteration 332 : supervised_loss : 0.246356
iteration 333 : supervised_loss : 0.373312
iteration 334 : supervised_loss : 0.251478
iteration 335 : supervised_loss : 0.267063
iteration 336 : supervised_loss : 0.707955
iteration 337 : supervised_loss : 0.202096
iteration 338 : supervised_loss : 0.191349

  1%|▎                           | 17/1501 [16:14<21:16:55, 51.63s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:16<00:00, 13.28s/it]
iteration 340 : supervised_loss : 0.565463
iteration 341 : supervised_loss : 0.187823
iteration 342 : supervised_loss : 0.155474
iteration 343 : supervised_loss : 0.196768
iteration 344 : supervised_loss : 0.193556
iteration 345 : supervised_loss : 0.171917
iteration 346 : supervised_loss : 0.207504
iteration 347 : supervised_loss : 0.152395
iteration 348 : supervised_loss : 0.226615
iteration 349 : supervised_loss : 0.211635
iteration 350 : supervised_loss : 0.242513
iteration 351 : supervised_loss : 0.204679
iteration 352 : supervised_loss : 0.172176
iteration 353 : supervised_loss : 0.180848
iteration 354 : supervised_loss : 0.253921
iteration 355 : supervised_loss : 0.355010
iteration 356 : supervised_loss : 0.194665
iteration 357 : supervised_loss : 0.276530
iteration 358 : supervised_loss : 0.218201

  1%|▎                           | 18/1501 [17:06<21:18:42, 51.73s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:16<00:00, 13.28s/it]
iteration 360 : supervised_loss : 0.169353
iteration 361 : supervised_loss : 0.162735
iteration 362 : supervised_loss : 0.192779
iteration 363 : supervised_loss : 0.156293
iteration 364 : supervised_loss : 0.176278
iteration 365 : supervised_loss : 0.180063
iteration 366 : supervised_loss : 0.174132
iteration 367 : supervised_loss : 0.227633
iteration 368 : supervised_loss : 0.189236
iteration 369 : supervised_loss : 0.529164
iteration 370 : supervised_loss : 0.130267
iteration 371 : supervised_loss : 0.131812
iteration 372 : supervised_loss : 0.143937
iteration 373 : supervised_loss : 0.336475
iteration 374 : supervised_loss : 0.196105
iteration 375 : supervised_loss : 0.195932
iteration 376 : supervised_loss : 0.323644
iteration 377 : supervised_loss : 0.194433
iteration 378 : supervised_loss : 0.146107

  1%|▎                           | 19/1501 [17:56<21:11:09, 51.46s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [02:16<00:00, 13.28s/it]
iteration 380 : supervised_loss : 0.194577
iteration 381 : supervised_loss : 0.214719
iteration 382 : supervised_loss : 0.170107
iteration 383 : supervised_loss : 0.191786
iteration 384 : supervised_loss : 0.170927
iteration 385 : supervised_loss : 0.196167
iteration 386 : supervised_loss : 0.185866
iteration 387 : supervised_loss : 0.157045
iteration 388 : supervised_loss : 0.204709
iteration 389 : supervised_loss : 0.593637
iteration 390 : supervised_loss : 0.182633
iteration 391 : supervised_loss : 0.223571
iteration 392 : supervised_loss : 0.146874
iteration 393 : supervised_loss : 0.216368
iteration 394 : supervised_loss : 0.211765
iteration 395 : supervised_loss : 0.240690
iteration 396 : supervised_loss : 0.231647
iteration 397 : supervised_loss : 0.199239
iteration 398 : supervised_loss : 0.164797
iteration 399 : supervised_loss : 0.211839
  0%|                                                                                                                                                                                                            | 0/10 [00:00<?, ?it/s]
iteration 400 : supervised_loss : 0.171191










100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:20<00:00, 19.63s/it]
Validation end

  1%|▎                          | 20/1501 [22:10<46:04:50, 112.01s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:20<00:00, 19.63s/it]
iteration 401 : supervised_loss : 0.190527
iteration 402 : supervised_loss : 0.177860
iteration 403 : supervised_loss : 0.193070
iteration 404 : supervised_loss : 0.168628
iteration 405 : supervised_loss : 0.157054
iteration 406 : supervised_loss : 0.146793
iteration 407 : supervised_loss : 0.163996
iteration 408 : supervised_loss : 0.162119
iteration 409 : supervised_loss : 0.148215
iteration 410 : supervised_loss : 0.132125
iteration 411 : supervised_loss : 0.138741
iteration 412 : supervised_loss : 0.131299
iteration 413 : supervised_loss : 0.373975
iteration 414 : supervised_loss : 0.323780
iteration 415 : supervised_loss : 0.186494
iteration 416 : supervised_loss : 0.199971
iteration 417 : supervised_loss : 0.187110
iteration 418 : supervised_loss : 0.195833
iteration 419 : supervised_loss : 0.183106

  1%|▍                           | 21/1501 [22:57<38:08:45, 92.79s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:20<00:00, 19.63s/it]
iteration 421 : supervised_loss : 0.291748
iteration 422 : supervised_loss : 0.219088
iteration 423 : supervised_loss : 0.146544
iteration 424 : supervised_loss : 0.153077
iteration 425 : supervised_loss : 0.249024
iteration 426 : supervised_loss : 0.149247
iteration 427 : supervised_loss : 0.150143
iteration 428 : supervised_loss : 0.167836
iteration 429 : supervised_loss : 0.124790
iteration 430 : supervised_loss : 0.135390
iteration 431 : supervised_loss : 0.147312
iteration 432 : supervised_loss : 0.157701
iteration 433 : supervised_loss : 0.206746
iteration 434 : supervised_loss : 0.214660
iteration 435 : supervised_loss : 0.177457
iteration 436 : supervised_loss : 0.190837
iteration 437 : supervised_loss : 0.148007
iteration 438 : supervised_loss : 0.143219

  1%|▍                           | 22/1501 [23:45<32:34:22, 79.29s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:20<00:00, 19.63s/it]
iteration 440 : supervised_loss : 0.186343
iteration 441 : supervised_loss : 0.140924
iteration 442 : supervised_loss : 0.167298
iteration 443 : supervised_loss : 0.110925
iteration 444 : supervised_loss : 0.600806
iteration 445 : supervised_loss : 0.417040
iteration 446 : supervised_loss : 0.146686
iteration 447 : supervised_loss : 0.118991
iteration 448 : supervised_loss : 0.129203
iteration 449 : supervised_loss : 0.133101
iteration 450 : supervised_loss : 0.146890
iteration 451 : supervised_loss : 0.395270
iteration 452 : supervised_loss : 0.129695
iteration 453 : supervised_loss : 0.174021
iteration 454 : supervised_loss : 0.156209
iteration 455 : supervised_loss : 0.169976
iteration 456 : supervised_loss : 0.140795
iteration 457 : supervised_loss : 0.145192
iteration 458 : supervised_loss : 0.158747

  2%|▍                           | 23/1501 [24:31<28:24:04, 69.18s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:20<00:00, 19.63s/it]
iteration 460 : supervised_loss : 0.108669
iteration 461 : supervised_loss : 0.226108
iteration 462 : supervised_loss : 0.211031
iteration 463 : supervised_loss : 0.117910
iteration 464 : supervised_loss : 0.129701
iteration 465 : supervised_loss : 0.110615
iteration 466 : supervised_loss : 0.119803
iteration 467 : supervised_loss : 0.129522
iteration 468 : supervised_loss : 0.105626
iteration 469 : supervised_loss : 0.174475
iteration 470 : supervised_loss : 0.104523
iteration 471 : supervised_loss : 0.150005
iteration 472 : supervised_loss : 0.131215
iteration 473 : supervised_loss : 0.114925
iteration 474 : supervised_loss : 0.294870
iteration 475 : supervised_loss : 0.146494
iteration 476 : supervised_loss : 0.143990
iteration 477 : supervised_loss : 0.109161
iteration 478 : supervised_loss : 0.106817
iteration 479 : supervised_loss : 0.133554

  2%|▍                           | 24/1501 [25:24<26:25:25, 64.40s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:20<00:00, 19.63s/it]
iteration 481 : supervised_loss : 0.223428
iteration 482 : supervised_loss : 0.107041
iteration 483 : supervised_loss : 0.148632
iteration 484 : supervised_loss : 0.136110
iteration 485 : supervised_loss : 0.241258
iteration 486 : supervised_loss : 0.190846
iteration 487 : supervised_loss : 0.178995
iteration 488 : supervised_loss : 0.159221
iteration 489 : supervised_loss : 0.141244
iteration 490 : supervised_loss : 0.123084
iteration 491 : supervised_loss : 0.200408
iteration 492 : supervised_loss : 0.094580
iteration 493 : supervised_loss : 0.173313
iteration 494 : supervised_loss : 0.185838
iteration 495 : supervised_loss : 0.126801
iteration 496 : supervised_loss : 0.108591
iteration 497 : supervised_loss : 0.143786
iteration 498 : supervised_loss : 0.255605
iteration 499 : supervised_loss : 0.141815

  2%|▍                           | 25/1501 [26:10<24:09:12, 58.91s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:20<00:00, 19.63s/it]
iteration 501 : supervised_loss : 0.134465
iteration 502 : supervised_loss : 0.152328
iteration 503 : supervised_loss : 0.119225
iteration 504 : supervised_loss : 0.205939
iteration 505 : supervised_loss : 0.540877
iteration 506 : supervised_loss : 0.139416
iteration 507 : supervised_loss : 0.157851
iteration 508 : supervised_loss : 0.189134
iteration 509 : supervised_loss : 0.117023
iteration 510 : supervised_loss : 0.116680
iteration 511 : supervised_loss : 0.132974
iteration 512 : supervised_loss : 0.143245
iteration 513 : supervised_loss : 0.167876
iteration 514 : supervised_loss : 0.341446
iteration 515 : supervised_loss : 0.125142
iteration 516 : supervised_loss : 0.126795
iteration 517 : supervised_loss : 0.120074
iteration 518 : supervised_loss : 0.133636

  2%|▍                           | 26/1501 [26:56<22:32:56, 55.03s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:20<00:00, 19.63s/it]
iteration 520 : supervised_loss : 0.109862
iteration 521 : supervised_loss : 0.136041
iteration 522 : supervised_loss : 0.111156
iteration 523 : supervised_loss : 0.091405
iteration 524 : supervised_loss : 0.088810
iteration 525 : supervised_loss : 0.121003
iteration 526 : supervised_loss : 0.102392
iteration 527 : supervised_loss : 1.080880
iteration 528 : supervised_loss : 0.565102
iteration 529 : supervised_loss : 0.107105
iteration 530 : supervised_loss : 0.159964
iteration 531 : supervised_loss : 0.114026
iteration 532 : supervised_loss : 0.094827
iteration 533 : supervised_loss : 0.124336
iteration 534 : supervised_loss : 0.127556
iteration 535 : supervised_loss : 0.127836
iteration 536 : supervised_loss : 0.160020
iteration 537 : supervised_loss : 0.542303
iteration 538 : supervised_loss : 0.182491
iteration 539 : supervised_loss : 0.102315

  2%|▌                           | 27/1501 [27:45<21:45:11, 53.13s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:20<00:00, 19.63s/it]
iteration 541 : supervised_loss : 0.093597
iteration 542 : supervised_loss : 0.119293
iteration 543 : supervised_loss : 0.096983
iteration 544 : supervised_loss : 0.177664
iteration 545 : supervised_loss : 0.100166
iteration 546 : supervised_loss : 0.215142
iteration 547 : supervised_loss : 0.176657
iteration 548 : supervised_loss : 0.134124
iteration 549 : supervised_loss : 0.180839
iteration 550 : supervised_loss : 0.129922
iteration 551 : supervised_loss : 0.105914
iteration 552 : supervised_loss : 0.181104
iteration 553 : supervised_loss : 0.104784
iteration 554 : supervised_loss : 0.105239
iteration 555 : supervised_loss : 0.142771
iteration 556 : supervised_loss : 0.124770
iteration 557 : supervised_loss : 0.145225
iteration 558 : supervised_loss : 0.130733
iteration 559 : supervised_loss : 0.094871

  2%|▌                           | 28/1501 [28:35<21:19:36, 52.12s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10/10 [03:20<00:00, 19.63s/it]
iteration 561 : supervised_loss : 0.106360
iteration 562 : supervised_loss : 0.110440
iteration 563 : supervised_loss : 0.097235
iteration 564 : supervised_loss : 0.146839
iteration 565 : supervised_loss : 0.093598
iteration 566 : supervised_loss : 0.146402
iteration 567 : supervised_loss : 0.173775
iteration 568 : supervised_loss : 0.096998
iteration 569 : supervised_loss : 0.109951
iteration 570 : supervised_loss : 0.129422
iteration 571 : supervised_loss : 0.127842
iteration 572 : supervised_loss : 0.449390
iteration 573 : supervised_loss : 0.160761
iteration 574 : supervised_loss : 0.193787
iteration 575 : supervised_loss : 0.144470
