
Namespace(T=8, base_lr=0.01, batch_size=2, class_name=1, consistency=1.0, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='SSL/MT_ATO', gpu='4,5', labeled_bs=1, labeled_num=40, max_iterations=30000, model='Vnet_3D_256_randomCrop', num_classes=2, patch_size=[256, 256, 112], root_path='/data/sohui/Prostate/data/trim/ssl_data', seed=1337, total_labeled_num=290)
Loading dataset:   0%|                                                                                                                                                                                           | 0/24 [00:00<?, ?it/s]









Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [01:21<00:00,  3.41s/it]








Loading dataset: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 24/24 [00:40<00:00,  1.68s/it]


Loading dataset:  67%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████                                                            | 4/6 [00:25<00:08,  4.12s/it]
250 iterations per epoch
Loading dataset: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 6/6 [00:40<00:00,  6.81s/it]
  0%|                                         | 0/121 [00:00<?, ?it/s]
iteration 84 : loss : 0.267378, loss_ce: 0.034029, loss_dice: 0.500663
iteration 85 : loss : 0.253984, loss_ce: 0.054189, loss_dice: 0.453734
iteration 86 : loss : 0.252483, loss_ce: 0.065020, loss_dice: 0.439917
iteration 87 : loss : 0.264745, loss_ce: 0.096602, loss_dice: 0.432851
iteration 88 : loss : 0.264884, loss_ce: 0.073275, loss_dice: 0.456466
iteration 89 : loss : 0.258670, loss_ce: 0.079573, loss_dice: 0.437725
iteration 90 : loss : 0.250191, loss_ce: 0.043579, loss_dice: 0.456763
iteration 91 : loss : 0.253312, loss_ce: 0.061273, loss_dice: 0.445330
iteration 92 : loss : 0.254539, loss_ce: 0.054109, loss_dice: 0.454924
iteration 93 : loss : 0.274519, loss_ce: 0.069583, loss_dice: 0.479417
iteration 94 : loss : 0.280771, loss_ce: 0.108500, loss_dice: 0.453012
iteration 95 : loss : 0.248229, loss_ce: 0.042205, loss_dice: 0.454196
iteration 96 : loss : 0.263015, loss_ce: 0.025676, loss_dice: 0.500329
iteration 97 : loss : 0.257689, loss_ce: 0.076068, loss_dice: 0.439248
iteration 98 : loss : 0.260187, loss_ce: 0.084474, loss_dice: 0.435867
iteration 99 : loss : 0.257988, loss_ce: 0.015737, loss_dice: 0.500187
iteration 100 : loss : 0.250060, loss_ce: 0.040233, loss_dice: 0.459821
iteration 101 : loss : 0.275201, loss_ce: 0.049253, loss_dice: 0.501108
iteration 102 : loss : 0.250816, loss_ce: 0.061791, loss_dice: 0.439817
iteration 103 : loss : 0.246121, loss_ce: 0.032832, loss_dice: 0.459359
iteration 104 : loss : 0.277880, loss_ce: 0.054638, loss_dice: 0.501106
iteration 105 : loss : 0.251732, loss_ce: 0.043970, loss_dice: 0.459474
iteration 106 : loss : 0.266777, loss_ce: 0.032957, loss_dice: 0.500554
iteration 107 : loss : 0.262760, loss_ce: 0.085350, loss_dice: 0.440150
iteration 108 : loss : 0.259532, loss_ce: 0.080224, loss_dice: 0.438814
iteration 109 : loss : 0.274032, loss_ce: 0.057669, loss_dice: 0.490346
iteration 110 : loss : 0.254762, loss_ce: 0.047220, loss_dice: 0.462284
iteration 111 : loss : 0.250488, loss_ce: 0.049121, loss_dice: 0.451834
iteration 112 : loss : 0.255456, loss_ce: 0.071720, loss_dice: 0.439170
iteration 113 : loss : 0.270368, loss_ce: 0.083987, loss_dice: 0.456690
iteration 114 : loss : 0.246709, loss_ce: 0.037646, loss_dice: 0.455758
iteration 115 : loss : 0.245279, loss_ce: 0.039722, loss_dice: 0.450788
iteration 116 : loss : 0.269839, loss_ce: 0.078990, loss_dice: 0.460664
iteration 117 : loss : 0.258664, loss_ce: 0.077010, loss_dice: 0.440289
iteration 118 : loss : 0.307641, loss_ce: 0.118244, loss_dice: 0.496995
iteration 119 : loss : 0.248535, loss_ce: 0.036411, loss_dice: 0.460602
iteration 120 : loss : 0.249675, loss_ce: 0.056396, loss_dice: 0.442921
iteration 121 : loss : 0.262242, loss_ce: 0.023952, loss_dice: 0.500453
iteration 122 : loss : 0.268844, loss_ce: 0.037073, loss_dice: 0.500593
iteration 123 : loss : 0.265819, loss_ce: 0.031070, loss_dice: 0.500542
iteration 124 : loss : 0.279047, loss_ce: 0.056494, loss_dice: 0.501579
iteration 125 : loss : 0.241667, loss_ce: 0.036709, loss_dice: 0.446613
iteration 126 : loss : 0.246428, loss_ce: 0.044445, loss_dice: 0.448366
iteration 127 : loss : 0.251067, loss_ce: 0.089118, loss_dice: 0.412989
iteration 128 : loss : 0.242761, loss_ce: 0.050546, loss_dice: 0.434942
iteration 129 : loss : 0.252152, loss_ce: 0.046356, loss_dice: 0.457915
iteration 130 : loss : 0.247571, loss_ce: 0.044639, loss_dice: 0.450475
iteration 131 : loss : 0.246785, loss_ce: 0.052180, loss_dice: 0.441366
iteration 132 : loss : 0.255368, loss_ce: 0.060328, loss_dice: 0.450380
iteration 133 : loss : 0.242389, loss_ce: 0.043504, loss_dice: 0.441243
iteration 134 : loss : 0.256702, loss_ce: 0.071984, loss_dice: 0.441398
iteration 135 : loss : 0.240802, loss_ce: 0.048366, loss_dice: 0.433192
iteration 136 : loss : 0.276370, loss_ce: 0.051726, loss_dice: 0.500992
iteration 137 : loss : 0.244421, loss_ce: 0.053916, loss_dice: 0.434909
iteration 138 : loss : 0.233993, loss_ce: 0.041401, loss_dice: 0.426562
iteration 139 : loss : 0.264122, loss_ce: 0.027574, loss_dice: 0.500633
iteration 140 : loss : 0.255117, loss_ce: 0.067184, loss_dice: 0.443026
iteration 141 : loss : 0.269844, loss_ce: 0.038793, loss_dice: 0.500866
iteration 142 : loss : 0.258013, loss_ce: 0.083730, loss_dice: 0.432217
iteration 143 : loss : 0.283313, loss_ce: 0.108508, loss_dice: 0.458092
iteration 144 : loss : 0.275807, loss_ce: 0.050157, loss_dice: 0.501441
iteration 145 : loss : 0.284592, loss_ce: 0.124353, loss_dice: 0.444807
iteration 146 : loss : 0.278238, loss_ce: 0.054909, loss_dice: 0.501546
iteration 147 : loss : 0.248419, loss_ce: 0.070368, loss_dice: 0.426438
iteration 148 : loss : 0.294072, loss_ce: 0.136854, loss_dice: 0.451274
iteration 149 : loss : 0.275712, loss_ce: 0.059853, loss_dice: 0.491556
iteration 150 : loss : 0.259113, loss_ce: 0.058759, loss_dice: 0.459449
iteration 151 : loss : 0.239385, loss_ce: 0.046488, loss_dice: 0.432265
iteration 152 : loss : 0.236449, loss_ce: 0.051101, loss_dice: 0.421759
iteration 153 : loss : 0.257553, loss_ce: 0.062821, loss_dice: 0.452266
iteration 154 : loss : 0.248388, loss_ce: 0.051152, loss_dice: 0.445609
iteration 155 : loss : 0.267618, loss_ce: 0.083665, loss_dice: 0.451540
iteration 156 : loss : 0.243347, loss_ce: 0.041553, loss_dice: 0.445128
iteration 157 : loss : 0.244023, loss_ce: 0.058173, loss_dice: 0.429847
iteration 158 : loss : 0.265417, loss_ce: 0.043640, loss_dice: 0.487180
iteration 159 : loss : 0.270744, loss_ce: 0.068602, loss_dice: 0.472854
iteration 160 : loss : 0.236284, loss_ce: 0.049367, loss_dice: 0.423158
iteration 161 : loss : 0.272715, loss_ce: 0.044597, loss_dice: 0.500823
iteration 162 : loss : 0.267123, loss_ce: 0.033519, loss_dice: 0.500708
iteration 163 : loss : 0.263572, loss_ce: 0.026599, loss_dice: 0.500523
iteration 164 : loss : 0.261208, loss_ce: 0.022004, loss_dice: 0.500393
iteration 165 : loss : 0.231597, loss_ce: 0.041137, loss_dice: 0.422039
iteration 166 : loss : 0.239766, loss_ce: 0.046554, loss_dice: 0.432959
iteration 167 : loss : 0.240459, loss_ce: 0.074757, loss_dice: 0.406143
iteration 168 : loss : 0.235586, loss_ce: 0.046460, loss_dice: 0.424696
iteration 169 : loss : 0.240909, loss_ce: 0.043958, loss_dice: 0.437841
iteration 170 : loss : 0.259886, loss_ce: 0.072840, loss_dice: 0.446921
iteration 171 : loss : 0.235580, loss_ce: 0.043950, loss_dice: 0.427193
iteration 172 : loss : 0.246777, loss_ce: 0.052599, loss_dice: 0.440935
iteration 173 : loss : 0.238038, loss_ce: 0.050234, loss_dice: 0.425825
iteration 174 : loss : 0.232864, loss_ce: 0.046370, loss_dice: 0.419336
iteration 175 : loss : 0.236200, loss_ce: 0.052390, loss_dice: 0.419988
iteration 176 : loss : 0.279790, loss_ce: 0.058336, loss_dice: 0.501223
iteration 177 : loss : 0.241641, loss_ce: 0.039966, loss_dice: 0.443297
iteration 178 : loss : 0.238101, loss_ce: 0.047474, loss_dice: 0.428715
iteration 179 : loss : 0.275166, loss_ce: 0.049309, loss_dice: 0.501005
iteration 180 : loss : 0.240213, loss_ce: 0.051535, loss_dice: 0.428857
iteration 181 : loss : 0.258958, loss_ce: 0.017562, loss_dice: 0.500340
iteration 182 : loss : 0.231288, loss_ce: 0.044708, loss_dice: 0.417858
iteration 183 : loss : 0.232570, loss_ce: 0.037765, loss_dice: 0.427340
iteration 184 : loss : 0.274894, loss_ce: 0.048590, loss_dice: 0.501186
iteration 185 : loss : 0.234254, loss_ce: 0.058582, loss_dice: 0.409912
iteration 186 : loss : 0.261569, loss_ce: 0.022538, loss_dice: 0.500535
iteration 187 : loss : 0.250777, loss_ce: 0.074002, loss_dice: 0.427533
iteration 188 : loss : 0.245454, loss_ce: 0.072383, loss_dice: 0.418514
iteration 189 : loss : 0.269596, loss_ce: 0.048606, loss_dice: 0.490570
iteration 190 : loss : 0.242088, loss_ce: 0.038650, loss_dice: 0.445515
iteration 191 : loss : 0.239728, loss_ce: 0.054605, loss_dice: 0.424832
iteration 192 : loss : 0.226874, loss_ce: 0.044638, loss_dice: 0.409100
iteration 193 : loss : 0.257474, loss_ce: 0.058380, loss_dice: 0.456555
iteration 194 : loss : 0.236080, loss_ce: 0.028657, loss_dice: 0.443489
iteration 195 : loss : 0.232079, loss_ce: 0.033901, loss_dice: 0.430242
iteration 196 : loss : 0.244508, loss_ce: 0.050933, loss_dice: 0.438075
iteration 197 : loss : 0.249588, loss_ce: 0.058473, loss_dice: 0.440693
iteration 198 : loss : 0.259807, loss_ce: 0.033818, loss_dice: 0.485773
iteration 199 : loss : 0.233032, loss_ce: 0.021871, loss_dice: 0.444180
iteration 200 : loss : 0.234835, loss_ce: 0.039789, loss_dice: 0.429868
iteration 201 : loss : 0.258307, loss_ce: 0.016389, loss_dice: 0.500207
iteration 202 : loss : 0.266077, loss_ce: 0.031598, loss_dice: 0.500539
iteration 203 : loss : 0.268436, loss_ce: 0.036276, loss_dice: 0.500587
iteration 204 : loss : 0.286402, loss_ce: 0.070580, loss_dice: 0.502210
iteration 205 : loss : 0.221705, loss_ce: 0.036750, loss_dice: 0.406652
iteration 206 : loss : 0.232903, loss_ce: 0.051899, loss_dice: 0.413898
iteration 207 : loss : 0.219900, loss_ce: 0.049743, loss_dice: 0.390037
iteration 208 : loss : 0.227513, loss_ce: 0.045731, loss_dice: 0.409284
iteration 209 : loss : 0.239304, loss_ce: 0.060937, loss_dice: 0.417657
iteration 210 : loss : 0.248315, loss_ce: 0.046231, loss_dice: 0.450384
iteration 211 : loss : 0.229495, loss_ce: 0.048775, loss_dice: 0.410201
iteration 212 : loss : 0.233751, loss_ce: 0.043511, loss_dice: 0.423962
iteration 213 : loss : 0.221825, loss_ce: 0.037032, loss_dice: 0.406606
iteration 214 : loss : 0.218201, loss_ce: 0.034306, loss_dice: 0.402085
iteration 215 : loss : 0.244380, loss_ce: 0.056505, loss_dice: 0.432228
iteration 216 : loss : 0.261104, loss_ce: 0.021935, loss_dice: 0.500260
iteration 217 : loss : 0.234789, loss_ce: 0.039807, loss_dice: 0.429729
iteration 218 : loss : 0.228504, loss_ce: 0.034098, loss_dice: 0.422898
iteration 219 : loss : 0.261135, loss_ce: 0.021811, loss_dice: 0.500446
iteration 220 : loss : 0.222220, loss_ce: 0.037910, loss_dice: 0.406494
iteration 221 : loss : 0.271727, loss_ce: 0.042666, loss_dice: 0.500777
iteration 222 : loss : 0.229431, loss_ce: 0.049608, loss_dice: 0.409240
iteration 223 : loss : 0.234651, loss_ce: 0.046444, loss_dice: 0.422846
iteration 224 : loss : 0.263378, loss_ce: 0.026031, loss_dice: 0.500706
iteration 225 : loss : 0.222570, loss_ce: 0.046477, loss_dice: 0.398649
iteration 226 : loss : 0.267935, loss_ce: 0.034992, loss_dice: 0.500866
iteration 227 : loss : 0.258943, loss_ce: 0.092507, loss_dice: 0.425363
iteration 228 : loss : 0.224448, loss_ce: 0.049051, loss_dice: 0.399836
iteration 229 : loss : 0.257267, loss_ce: 0.026670, loss_dice: 0.487852
iteration 230 : loss : 0.232061, loss_ce: 0.031476, loss_dice: 0.432632
iteration 231 : loss : 0.221932, loss_ce: 0.038763, loss_dice: 0.405084
iteration 232 : loss : 0.207066, loss_ce: 0.025388, loss_dice: 0.388720
iteration 233 : loss : 0.248028, loss_ce: 0.042093, loss_dice: 0.453947
iteration 234 : loss : 0.240601, loss_ce: 0.032753, loss_dice: 0.448434
iteration 235 : loss : 0.235383, loss_ce: 0.038467, loss_dice: 0.432283
iteration 236 : loss : 0.217764, loss_ce: 0.026729, loss_dice: 0.408783
iteration 237 : loss : 0.235136, loss_ce: 0.047088, loss_dice: 0.423164
iteration 238 : loss : 0.247220, loss_ce: 0.013816, loss_dice: 0.480614
iteration 239 : loss : 0.232416, loss_ce: 0.029221, loss_dice: 0.435598
iteration 240 : loss : 0.225450, loss_ce: 0.035428, loss_dice: 0.415459
iteration 241 : loss : 0.259094, loss_ce: 0.017797, loss_dice: 0.500374
iteration 242 : loss : 0.260185, loss_ce: 0.019895, loss_dice: 0.500453
iteration 243 : loss : 0.266132, loss_ce: 0.031575, loss_dice: 0.500676
iteration 244 : loss : 0.276657, loss_ce: 0.051980, loss_dice: 0.501281
iteration 245 : loss : 0.223612, loss_ce: 0.041581, loss_dice: 0.405630
iteration 246 : loss : 0.224355, loss_ce: 0.046581, loss_dice: 0.402118
iteration 247 : loss : 0.242249, loss_ce: 0.081353, loss_dice: 0.403132
iteration 248 : loss : 0.223448, loss_ce: 0.041691, loss_dice: 0.405192
iteration 249 : loss : 0.231209, loss_ce: 0.051750, loss_dice: 0.410658

  1%|▏                            | 1/121 [16:01<32:03:09, 961.58s/it]
iteration 251 : loss : 0.244305, loss_ce: 0.059974, loss_dice: 0.428623
iteration 252 : loss : 0.224981, loss_ce: 0.036608, loss_dice: 0.413339
iteration 253 : loss : 0.214908, loss_ce: 0.033001, loss_dice: 0.396787
iteration 254 : loss : 0.237822, loss_ce: 0.056012, loss_dice: 0.419617
iteration 255 : loss : 0.259035, loss_ce: 0.017753, loss_dice: 0.500291
iteration 256 : loss : 0.223713, loss_ce: 0.031967, loss_dice: 0.415445
iteration 257 : loss : 0.233759, loss_ce: 0.034388, loss_dice: 0.433116
iteration 258 : loss : 0.255911, loss_ce: 0.011643, loss_dice: 0.500169
iteration 259 : loss : 0.220344, loss_ce: 0.037464, loss_dice: 0.403214
iteration 260 : loss : 0.259000, loss_ce: 0.017647, loss_dice: 0.500338
iteration 261 : loss : 0.220899, loss_ce: 0.041377, loss_dice: 0.400408
iteration 262 : loss : 0.224811, loss_ce: 0.040446, loss_dice: 0.409167
iteration 263 : loss : 0.267263, loss_ce: 0.033811, loss_dice: 0.500698
iteration 264 : loss : 0.218783, loss_ce: 0.040559, loss_dice: 0.396991
iteration 265 : loss : 0.261364, loss_ce: 0.022162, loss_dice: 0.500549
iteration 266 : loss : 0.240217, loss_ce: 0.060641, loss_dice: 0.419784
iteration 267 : loss : 0.220735, loss_ce: 0.046209, loss_dice: 0.395244
iteration 268 : loss : 0.253996, loss_ce: 0.019593, loss_dice: 0.488389
iteration 269 : loss : 0.219795, loss_ce: 0.019750, loss_dice: 0.419830
iteration 270 : loss : 0.220073, loss_ce: 0.036802, loss_dice: 0.403330
iteration 271 : loss : 0.224382, loss_ce: 0.049813, loss_dice: 0.398944
iteration 272 : loss : 0.228498, loss_ce: 0.023615, loss_dice: 0.433366
iteration 273 : loss : 0.212656, loss_ce: 0.023329, loss_dice: 0.401969
iteration 274 : loss : 0.212532, loss_ce: 0.027404, loss_dice: 0.397621
iteration 275 : loss : 0.204725, loss_ce: 0.020212, loss_dice: 0.389225
iteration 276 : loss : 0.258147, loss_ce: 0.088127, loss_dice: 0.428150
iteration 277 : loss : 0.232887, loss_ce: 0.015564, loss_dice: 0.450197
iteration 278 : loss : 0.235036, loss_ce: 0.031817, loss_dice: 0.438237
iteration 279 : loss : 0.258967, loss_ce: 0.050657, loss_dice: 0.467263
iteration 280 : loss : 0.253323, loss_ce: 0.006533, loss_dice: 0.500096
iteration 281 : loss : 0.259294, loss_ce: 0.018344, loss_dice: 0.500215
iteration 282 : loss : 0.261370, loss_ce: 0.022449, loss_dice: 0.500275
iteration 283 : loss : 0.258508, loss_ce: 0.016703, loss_dice: 0.500287
iteration 284 : loss : 0.212509, loss_ce: 0.036660, loss_dice: 0.388342
iteration 285 : loss : 0.212599, loss_ce: 0.031688, loss_dice: 0.393500
iteration 286 : loss : 0.211103, loss_ce: 0.046826, loss_dice: 0.375370
iteration 287 : loss : 0.212958, loss_ce: 0.034618, loss_dice: 0.391251
iteration 288 : loss : 0.222641, loss_ce: 0.046566, loss_dice: 0.398707
iteration 289 : loss : 0.236360, loss_ce: 0.046460, loss_dice: 0.426250
iteration 290 : loss : 0.221605, loss_ce: 0.046475, loss_dice: 0.396727
iteration 291 : loss : 0.232303, loss_ce: 0.049625, loss_dice: 0.414970
iteration 292 : loss : 0.260447, loss_ce: 0.077520, loss_dice: 0.443363
iteration 293 : loss : 0.201835, loss_ce: 0.023952, loss_dice: 0.379709
iteration 294 : loss : 0.258914, loss_ce: 0.079371, loss_dice: 0.438442
iteration 295 : loss : 0.259341, loss_ce: 0.018331, loss_dice: 0.500341
iteration 296 : loss : 0.217038, loss_ce: 0.029333, loss_dice: 0.404723
iteration 297 : loss : 0.214938, loss_ce: 0.029815, loss_dice: 0.400048
iteration 298 : loss : 0.258335, loss_ce: 0.016449, loss_dice: 0.500207
iteration 299 : loss : 0.205800, loss_ce: 0.026816, loss_dice: 0.384773
iteration 300 : loss : 0.260089, loss_ce: 0.019820, loss_dice: 0.500352
iteration 301 : loss : 0.211294, loss_ce: 0.035446, loss_dice: 0.387132
iteration 302 : loss : 0.218897, loss_ce: 0.037489, loss_dice: 0.400299
iteration 303 : loss : 0.257315, loss_ce: 0.014259, loss_dice: 0.500363
iteration 304 : loss : 0.213767, loss_ce: 0.040216, loss_dice: 0.387312
iteration 305 : loss : 0.263623, loss_ce: 0.026663, loss_dice: 0.500567
iteration 306 : loss : 0.225171, loss_ce: 0.044272, loss_dice: 0.406060
iteration 307 : loss : 0.205485, loss_ce: 0.030423, loss_dice: 0.380534
iteration 308 : loss : 0.249571, loss_ce: 0.024025, loss_dice: 0.475092
iteration 309 : loss : 0.216378, loss_ce: 0.027770, loss_dice: 0.404969
iteration 310 : loss : 0.216654, loss_ce: 0.042377, loss_dice: 0.390919
iteration 311 : loss : 0.206454, loss_ce: 0.034201, loss_dice: 0.378694
iteration 312 : loss : 0.216835, loss_ce: 0.031627, loss_dice: 0.402031
iteration 313 : loss : 0.223428, loss_ce: 0.039315, loss_dice: 0.407526
iteration 314 : loss : 0.201315, loss_ce: 0.020099, loss_dice: 0.382521
iteration 315 : loss : 0.204014, loss_ce: 0.027570, loss_dice: 0.380422
iteration 316 : loss : 0.238912, loss_ce: 0.052128, loss_dice: 0.425682
iteration 317 : loss : 0.234593, loss_ce: 0.019939, loss_dice: 0.449232
iteration 318 : loss : 0.225534, loss_ce: 0.033187, loss_dice: 0.417865
iteration 319 : loss : 0.223036, loss_ce: 0.046695, loss_dice: 0.399363
iteration 320 : loss : 0.276299, loss_ce: 0.051391, loss_dice: 0.501197
