
Namespace(T=4, base_lr=0.01, batch_size=4, consistency=1.0, consistency_rampup=0.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='kfold/GDT-MT', fold=5, gpu='4', labeled_bs=2, labeled_num=28, max_iterations=30000, model='vnet_3D_96_32', num_classes=2, patch_size=[96, 96, 96], root_path='/data/sohui/BraTS/data/BraTs2019', seed=1337, total_labeled_num=268)
total 268 samples
14 iterations per epoch
  0%|                                        | 0/2143 [00:00<?, ?it/s]
iteration 79 : loss : 0.237765, loss_ce: 0.149610, loss_dice: 0.258366
iteration 80 : loss : 0.219978, loss_ce: 0.198771, loss_dice: 0.169552
iteration 81 : loss : 0.136908, loss_ce: 0.095471, loss_dice: 0.122885
iteration 82 : loss : 0.146442, loss_ce: 0.148323, loss_dice: 0.073977

  0%|                             | 6/2143 [03:01<17:56:37, 30.23s/it]
iteration 84 : loss : 0.145555, loss_ce: 0.068523, loss_dice: 0.173920
iteration 85 : loss : 0.214322, loss_ce: 0.109533, loss_dice: 0.256032
iteration 86 : loss : 0.155902, loss_ce: 0.148236, loss_dice: 0.108219
iteration 87 : loss : 0.178543, loss_ce: 0.127898, loss_dice: 0.157376
iteration 88 : loss : 0.152732, loss_ce: 0.174427, loss_dice: 0.079449
iteration 89 : loss : 0.138807, loss_ce: 0.091721, loss_dice: 0.127773
iteration 90 : loss : 0.150813, loss_ce: 0.089113, loss_dice: 0.152089
iteration 91 : loss : 0.110364, loss_ce: 0.103314, loss_dice: 0.061949
iteration 92 : loss : 0.079773, loss_ce: 0.064475, loss_dice: 0.044543
iteration 93 : loss : 0.261049, loss_ce: 0.175279, loss_dice: 0.279158
iteration 94 : loss : 0.098657, loss_ce: 0.074913, loss_dice: 0.076654
iteration 95 : loss : 0.125167, loss_ce: 0.096754, loss_dice: 0.093273
iteration 96 : loss : 0.238327, loss_ce: 0.149091, loss_dice: 0.272708

  0%|                             | 7/2143 [03:31<17:57:31, 30.27s/it]
iteration 98 : loss : 0.111625, loss_ce: 0.085317, loss_dice: 0.077269
iteration 99 : loss : 0.102355, loss_ce: 0.079601, loss_dice: 0.076079
iteration 100 : loss : 0.150151, loss_ce: 0.093033, loss_dice: 0.159726
iteration 101 : loss : 0.231460, loss_ce: 0.228299, loss_dice: 0.186450
iteration 102 : loss : 0.085170, loss_ce: 0.067988, loss_dice: 0.056871
iteration 103 : loss : 0.143229, loss_ce: 0.102230, loss_dice: 0.143284
iteration 104 : loss : 0.197268, loss_ce: 0.110569, loss_dice: 0.231803
iteration 105 : loss : 0.209184, loss_ce: 0.170648, loss_dice: 0.163626
iteration 106 : loss : 0.149729, loss_ce: 0.110976, loss_dice: 0.120093
iteration 107 : loss : 0.322670, loss_ce: 0.135547, loss_dice: 0.450059
iteration 108 : loss : 0.178389, loss_ce: 0.137554, loss_dice: 0.160405
iteration 109 : loss : 0.133881, loss_ce: 0.108210, loss_dice: 0.098103
iteration 110 : loss : 0.218902, loss_ce: 0.219801, loss_dice: 0.137158

  0%|                             | 8/2143 [04:01<17:53:26, 30.17s/it]
iteration 112 : loss : 0.130873, loss_ce: 0.101510, loss_dice: 0.097261
iteration 113 : loss : 0.160175, loss_ce: 0.108115, loss_dice: 0.171458
iteration 114 : loss : 0.118192, loss_ce: 0.104645, loss_dice: 0.085779
iteration 115 : loss : 0.294910, loss_ce: 0.319742, loss_dice: 0.199613
iteration 116 : loss : 0.283605, loss_ce: 0.239629, loss_dice: 0.244273
iteration 117 : loss : 0.066812, loss_ce: 0.038749, loss_dice: 0.025059
iteration 118 : loss : 0.130086, loss_ce: 0.132502, loss_dice: 0.083490
iteration 119 : loss : 0.114853, loss_ce: 0.107320, loss_dice: 0.077192
iteration 120 : loss : 0.290474, loss_ce: 0.294038, loss_dice: 0.228698
iteration 121 : loss : 0.138215, loss_ce: 0.106032, loss_dice: 0.121978
iteration 122 : loss : 0.098008, loss_ce: 0.081841, loss_dice: 0.051525
iteration 123 : loss : 0.168727, loss_ce: 0.157085, loss_dice: 0.123901
iteration 124 : loss : 0.173911, loss_ce: 0.143666, loss_dice: 0.142890

  0%|                             | 9/2143 [04:31<17:54:05, 30.20s/it]
iteration 126 : loss : 0.083602, loss_ce: 0.059505, loss_dice: 0.056495
iteration 127 : loss : 0.233219, loss_ce: 0.237083, loss_dice: 0.160360
iteration 128 : loss : 0.110462, loss_ce: 0.071336, loss_dice: 0.090897
iteration 129 : loss : 0.169134, loss_ce: 0.148699, loss_dice: 0.115503
iteration 130 : loss : 0.115608, loss_ce: 0.098679, loss_dice: 0.077992
iteration 131 : loss : 0.173882, loss_ce: 0.085462, loss_dice: 0.203207
iteration 132 : loss : 0.230830, loss_ce: 0.157913, loss_dice: 0.238909
iteration 133 : loss : 0.241864, loss_ce: 0.217467, loss_dice: 0.203082
iteration 134 : loss : 0.093513, loss_ce: 0.083586, loss_dice: 0.047162
iteration 135 : loss : 0.090785, loss_ce: 0.058790, loss_dice: 0.039161
iteration 136 : loss : 0.139817, loss_ce: 0.106908, loss_dice: 0.122976
iteration 137 : loss : 0.101553, loss_ce: 0.088720, loss_dice: 0.067110
iteration 138 : loss : 0.250502, loss_ce: 0.219361, loss_dice: 0.212690

  0%|▏                           | 10/2143 [05:02<18:00:58, 30.41s/it]
iteration 140 : loss : 0.186333, loss_ce: 0.137702, loss_dice: 0.182034
iteration 141 : loss : 0.115878, loss_ce: 0.070627, loss_dice: 0.099457
iteration 142 : loss : 0.256532, loss_ce: 0.143023, loss_dice: 0.296736
iteration 143 : loss : 0.066281, loss_ce: 0.032954, loss_dice: 0.050256
iteration 144 : loss : 0.114182, loss_ce: 0.095458, loss_dice: 0.084224
iteration 145 : loss : 0.226448, loss_ce: 0.242572, loss_dice: 0.138299
iteration 146 : loss : 0.101263, loss_ce: 0.061133, loss_dice: 0.096884
iteration 147 : loss : 0.227949, loss_ce: 0.168508, loss_dice: 0.231903
iteration 148 : loss : 0.177959, loss_ce: 0.157568, loss_dice: 0.109984
iteration 149 : loss : 0.093858, loss_ce: 0.060617, loss_dice: 0.081082
iteration 150 : loss : 0.126674, loss_ce: 0.124720, loss_dice: 0.072803
iteration 151 : loss : 0.219307, loss_ce: 0.187090, loss_dice: 0.183002
iteration 152 : loss : 0.086197, loss_ce: 0.083895, loss_dice: 0.050140

  1%|▏                           | 11/2143 [05:33<18:06:29, 30.58s/it]
iteration 154 : loss : 0.153895, loss_ce: 0.103481, loss_dice: 0.145654
iteration 155 : loss : 0.084550, loss_ce: 0.066241, loss_dice: 0.054371
iteration 156 : loss : 0.234834, loss_ce: 0.232557, loss_dice: 0.173593
iteration 157 : loss : 0.109131, loss_ce: 0.078932, loss_dice: 0.082865
iteration 158 : loss : 0.186785, loss_ce: 0.178157, loss_dice: 0.111637
iteration 159 : loss : 0.185570, loss_ce: 0.138480, loss_dice: 0.162377
iteration 160 : loss : 0.093005, loss_ce: 0.072783, loss_dice: 0.071012
iteration 161 : loss : 0.120150, loss_ce: 0.089948, loss_dice: 0.109410
iteration 162 : loss : 0.370885, loss_ce: 0.087759, loss_dice: 0.506081
iteration 163 : loss : 0.164129, loss_ce: 0.124181, loss_dice: 0.166101
iteration 164 : loss : 0.103576, loss_ce: 0.092799, loss_dice: 0.066523
iteration 165 : loss : 0.181514, loss_ce: 0.142815, loss_dice: 0.161818
iteration 166 : loss : 0.122411, loss_ce: 0.102121, loss_dice: 0.091099

  1%|▏                           | 12/2143 [06:03<17:57:38, 30.34s/it]
iteration 168 : loss : 0.095024, loss_ce: 0.045829, loss_dice: 0.103365
iteration 169 : loss : 0.136600, loss_ce: 0.124220, loss_dice: 0.093101
iteration 170 : loss : 0.128946, loss_ce: 0.138123, loss_dice: 0.069236
iteration 171 : loss : 0.107548, loss_ce: 0.103074, loss_dice: 0.063610
iteration 172 : loss : 0.116064, loss_ce: 0.088170, loss_dice: 0.089866
iteration 173 : loss : 0.151389, loss_ce: 0.120461, loss_dice: 0.127486
iteration 174 : loss : 0.074374, loss_ce: 0.038506, loss_dice: 0.057645
iteration 175 : loss : 0.085169, loss_ce: 0.075499, loss_dice: 0.053519
iteration 176 : loss : 0.106168, loss_ce: 0.077372, loss_dice: 0.075874
iteration 177 : loss : 0.151241, loss_ce: 0.112868, loss_dice: 0.119750
iteration 178 : loss : 0.089378, loss_ce: 0.074176, loss_dice: 0.047597
iteration 179 : loss : 0.165327, loss_ce: 0.102212, loss_dice: 0.163176
iteration 180 : loss : 0.152450, loss_ce: 0.104520, loss_dice: 0.139591

  1%|▏                           | 13/2143 [06:34<17:58:57, 30.39s/it]
iteration 182 : loss : 0.203744, loss_ce: 0.177507, loss_dice: 0.187367
iteration 183 : loss : 0.114805, loss_ce: 0.114177, loss_dice: 0.066357
iteration 184 : loss : 0.170740, loss_ce: 0.077974, loss_dice: 0.212154
iteration 185 : loss : 0.230959, loss_ce: 0.151427, loss_dice: 0.252733
iteration 186 : loss : 0.174254, loss_ce: 0.120273, loss_dice: 0.162323
iteration 187 : loss : 0.188042, loss_ce: 0.147700, loss_dice: 0.166828
iteration 188 : loss : 0.114068, loss_ce: 0.084963, loss_dice: 0.091928
iteration 189 : loss : 0.087635, loss_ce: 0.077827, loss_dice: 0.059788
iteration 190 : loss : 0.134541, loss_ce: 0.049601, loss_dice: 0.161594
iteration 191 : loss : 0.260376, loss_ce: 0.144446, loss_dice: 0.311016
iteration 192 : loss : 0.253274, loss_ce: 0.218649, loss_dice: 0.214804
iteration 193 : loss : 0.109608, loss_ce: 0.050774, loss_dice: 0.129641
iteration 194 : loss : 0.092181, loss_ce: 0.080129, loss_dice: 0.052069

  1%|▏                           | 14/2143 [07:03<17:53:43, 30.26s/it]
iteration 196 : loss : 0.140403, loss_ce: 0.115335, loss_dice: 0.114145
iteration 197 : loss : 0.149413, loss_ce: 0.110558, loss_dice: 0.107662
iteration 198 : loss : 0.193174, loss_ce: 0.149367, loss_dice: 0.186438
iteration 199 : loss : 0.135598, loss_ce: 0.127691, loss_dice: 0.083888
  0%|                                                                                                                                                                                                            | 0/67 [00:00<?, ?it/s]
iteration 200 : loss : 0.178241, loss_ce: 0.162996, loss_dice: 0.131842


































































 99%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████   | 66/67 [04:04<00:03,  3.14s/it]
Validation end

100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 201 : loss : 0.125727, loss_ce: 0.115546, loss_dice: 0.077458
iteration 202 : loss : 0.144204, loss_ce: 0.085992, loss_dice: 0.144979
iteration 203 : loss : 0.131840, loss_ce: 0.115805, loss_dice: 0.088337
iteration 204 : loss : 0.237006, loss_ce: 0.148596, loss_dice: 0.280048
iteration 205 : loss : 0.071615, loss_ce: 0.057930, loss_dice: 0.044514
iteration 206 : loss : 0.170709, loss_ce: 0.084216, loss_dice: 0.205995
iteration 207 : loss : 0.072820, loss_ce: 0.042083, loss_dice: 0.053780
iteration 208 : loss : 0.168807, loss_ce: 0.135201, loss_dice: 0.145964
iteration 209 : loss : 0.124514, loss_ce: 0.056161, loss_dice: 0.146700

  1%|▏                          | 15/2143 [11:41<62:00:40, 104.91s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 211 : loss : 0.194360, loss_ce: 0.151912, loss_dice: 0.191535
iteration 212 : loss : 0.097087, loss_ce: 0.064423, loss_dice: 0.077930
iteration 213 : loss : 0.347537, loss_ce: 0.339370, loss_dice: 0.264527
iteration 214 : loss : 0.072043, loss_ce: 0.044384, loss_dice: 0.052256
iteration 215 : loss : 0.213990, loss_ce: 0.147247, loss_dice: 0.221657
iteration 216 : loss : 0.132908, loss_ce: 0.074262, loss_dice: 0.153887
iteration 217 : loss : 0.171293, loss_ce: 0.178079, loss_dice: 0.096307
iteration 218 : loss : 0.101325, loss_ce: 0.092990, loss_dice: 0.058453
iteration 219 : loss : 0.125551, loss_ce: 0.106088, loss_dice: 0.089939
iteration 220 : loss : 0.104475, loss_ce: 0.062888, loss_dice: 0.100580
iteration 221 : loss : 0.169630, loss_ce: 0.107621, loss_dice: 0.187786
iteration 222 : loss : 0.186521, loss_ce: 0.137418, loss_dice: 0.183948
iteration 223 : loss : 0.100397, loss_ce: 0.087467, loss_dice: 0.060847

  1%|▏                           | 16/2143 [12:11<48:34:57, 82.23s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 225 : loss : 0.150684, loss_ce: 0.138272, loss_dice: 0.080909
iteration 226 : loss : 0.102922, loss_ce: 0.073190, loss_dice: 0.081425
iteration 227 : loss : 0.154584, loss_ce: 0.136187, loss_dice: 0.117486
iteration 228 : loss : 0.158548, loss_ce: 0.122969, loss_dice: 0.138249
iteration 229 : loss : 0.151838, loss_ce: 0.108468, loss_dice: 0.137457
iteration 230 : loss : 0.307761, loss_ce: 0.270020, loss_dice: 0.297863
iteration 231 : loss : 0.094614, loss_ce: 0.078972, loss_dice: 0.052147
iteration 232 : loss : 0.118606, loss_ce: 0.034717, loss_dice: 0.148584
iteration 233 : loss : 0.117086, loss_ce: 0.072796, loss_dice: 0.112191
iteration 234 : loss : 0.098731, loss_ce: 0.069965, loss_dice: 0.067156
iteration 235 : loss : 0.089588, loss_ce: 0.050347, loss_dice: 0.074170
iteration 236 : loss : 0.204463, loss_ce: 0.158445, loss_dice: 0.173208
iteration 237 : loss : 0.339493, loss_ce: 0.212949, loss_dice: 0.377173

  1%|▏                           | 17/2143 [12:41<39:18:30, 66.56s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 239 : loss : 0.225499, loss_ce: 0.147544, loss_dice: 0.237684
iteration 240 : loss : 0.121127, loss_ce: 0.130133, loss_dice: 0.065091
iteration 241 : loss : 0.122071, loss_ce: 0.063213, loss_dice: 0.122951
iteration 242 : loss : 0.181567, loss_ce: 0.124526, loss_dice: 0.188412
iteration 243 : loss : 0.082667, loss_ce: 0.058248, loss_dice: 0.057961
iteration 244 : loss : 0.144624, loss_ce: 0.100132, loss_dice: 0.120863
iteration 245 : loss : 0.138599, loss_ce: 0.073933, loss_dice: 0.146181
iteration 246 : loss : 0.128795, loss_ce: 0.050356, loss_dice: 0.153685
iteration 247 : loss : 0.170496, loss_ce: 0.151283, loss_dice: 0.123242
iteration 248 : loss : 0.135870, loss_ce: 0.089500, loss_dice: 0.128427
iteration 249 : loss : 0.285490, loss_ce: 0.273577, loss_dice: 0.225802
iteration 250 : loss : 0.087664, loss_ce: 0.066056, loss_dice: 0.061931
iteration 251 : loss : 0.090888, loss_ce: 0.062021, loss_dice: 0.068328

  1%|▏                           | 18/2143 [13:11<32:51:46, 55.67s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 253 : loss : 0.127461, loss_ce: 0.119634, loss_dice: 0.069626
iteration 254 : loss : 0.163675, loss_ce: 0.121962, loss_dice: 0.142973
iteration 255 : loss : 0.072675, loss_ce: 0.054669, loss_dice: 0.036563
iteration 256 : loss : 0.127445, loss_ce: 0.110405, loss_dice: 0.093295
iteration 257 : loss : 0.155177, loss_ce: 0.161652, loss_dice: 0.080469
iteration 258 : loss : 0.118157, loss_ce: 0.093473, loss_dice: 0.092307
iteration 259 : loss : 0.247383, loss_ce: 0.222279, loss_dice: 0.207796
iteration 260 : loss : 0.146596, loss_ce: 0.096396, loss_dice: 0.138355
iteration 261 : loss : 0.416450, loss_ce: 0.308287, loss_dice: 0.472174
iteration 262 : loss : 0.099099, loss_ce: 0.051458, loss_dice: 0.092119
iteration 263 : loss : 0.252020, loss_ce: 0.111931, loss_dice: 0.334359
iteration 264 : loss : 0.151338, loss_ce: 0.120179, loss_dice: 0.118045

  1%|▏                           | 19/2143 [13:41<28:14:45, 47.87s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 266 : loss : 0.058194, loss_ce: 0.038397, loss_dice: 0.035516
iteration 267 : loss : 0.245479, loss_ce: 0.132037, loss_dice: 0.310867
iteration 268 : loss : 0.172179, loss_ce: 0.177972, loss_dice: 0.116004
iteration 269 : loss : 0.165825, loss_ce: 0.135771, loss_dice: 0.129922
iteration 270 : loss : 0.087010, loss_ce: 0.062310, loss_dice: 0.057400
iteration 271 : loss : 0.088765, loss_ce: 0.056123, loss_dice: 0.028374
iteration 272 : loss : 0.086000, loss_ce: 0.063057, loss_dice: 0.062578
iteration 273 : loss : 0.097367, loss_ce: 0.070927, loss_dice: 0.074722
iteration 274 : loss : 0.156802, loss_ce: 0.128210, loss_dice: 0.126097
iteration 275 : loss : 0.101032, loss_ce: 0.055712, loss_dice: 0.105788
iteration 276 : loss : 0.085640, loss_ce: 0.063034, loss_dice: 0.068267
iteration 277 : loss : 0.304818, loss_ce: 0.278386, loss_dice: 0.257356
iteration 278 : loss : 0.097061, loss_ce: 0.045256, loss_dice: 0.064411

  1%|▎                           | 20/2143 [14:11<25:00:43, 42.41s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 280 : loss : 0.209288, loss_ce: 0.198147, loss_dice: 0.155170
iteration 281 : loss : 0.121029, loss_ce: 0.091929, loss_dice: 0.098709
iteration 282 : loss : 0.280786, loss_ce: 0.111955, loss_dice: 0.385396
iteration 283 : loss : 0.201123, loss_ce: 0.210964, loss_dice: 0.130858
iteration 284 : loss : 0.362296, loss_ce: 0.436162, loss_dice: 0.199304
iteration 285 : loss : 0.134296, loss_ce: 0.107004, loss_dice: 0.113294
iteration 286 : loss : 0.214139, loss_ce: 0.176053, loss_dice: 0.195560
iteration 287 : loss : 0.074867, loss_ce: 0.047731, loss_dice: 0.054918
iteration 288 : loss : 0.135350, loss_ce: 0.130248, loss_dice: 0.082695
iteration 289 : loss : 0.168510, loss_ce: 0.134480, loss_dice: 0.147230
iteration 290 : loss : 0.059144, loss_ce: 0.033112, loss_dice: 0.037992
iteration 291 : loss : 0.236786, loss_ce: 0.165716, loss_dice: 0.241951
iteration 292 : loss : 0.114070, loss_ce: 0.056390, loss_dice: 0.126803

  1%|▎                           | 21/2143 [14:42<22:57:21, 38.94s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 294 : loss : 0.120506, loss_ce: 0.076304, loss_dice: 0.113307
iteration 295 : loss : 0.085580, loss_ce: 0.063923, loss_dice: 0.046976
iteration 296 : loss : 0.107921, loss_ce: 0.064077, loss_dice: 0.110763
iteration 297 : loss : 0.180881, loss_ce: 0.046420, loss_dice: 0.266259
iteration 298 : loss : 0.126618, loss_ce: 0.104649, loss_dice: 0.070191
iteration 299 : loss : 0.110585, loss_ce: 0.114156, loss_dice: 0.067378
iteration 300 : loss : 0.125411, loss_ce: 0.107722, loss_dice: 0.095871
iteration 301 : loss : 0.138918, loss_ce: 0.087912, loss_dice: 0.146095
iteration 302 : loss : 0.115983, loss_ce: 0.095073, loss_dice: 0.076222
iteration 303 : loss : 0.099934, loss_ce: 0.068926, loss_dice: 0.085356
iteration 304 : loss : 0.125340, loss_ce: 0.118267, loss_dice: 0.074280
iteration 305 : loss : 0.206268, loss_ce: 0.134126, loss_dice: 0.217007
iteration 306 : loss : 0.109308, loss_ce: 0.094705, loss_dice: 0.070162

  1%|▎                           | 22/2143 [15:12<21:26:05, 36.38s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 308 : loss : 0.122125, loss_ce: 0.113652, loss_dice: 0.080610
iteration 309 : loss : 0.097997, loss_ce: 0.065684, loss_dice: 0.085610
iteration 310 : loss : 0.149558, loss_ce: 0.096733, loss_dice: 0.153595
iteration 311 : loss : 0.090514, loss_ce: 0.064938, loss_dice: 0.068913
iteration 312 : loss : 0.181359, loss_ce: 0.071993, loss_dice: 0.239022
iteration 313 : loss : 0.248869, loss_ce: 0.175635, loss_dice: 0.243890
iteration 314 : loss : 0.091077, loss_ce: 0.069884, loss_dice: 0.061845
iteration 315 : loss : 0.281837, loss_ce: 0.122419, loss_dice: 0.385223
iteration 316 : loss : 0.081767, loss_ce: 0.067947, loss_dice: 0.033864
iteration 317 : loss : 0.292296, loss_ce: 0.186020, loss_dice: 0.352423
iteration 318 : loss : 0.128018, loss_ce: 0.113058, loss_dice: 0.086352
iteration 319 : loss : 0.121802, loss_ce: 0.063147, loss_dice: 0.138358
iteration 320 : loss : 0.063249, loss_ce: 0.036055, loss_dice: 0.047405

  1%|▎                           | 23/2143 [15:43<20:23:31, 34.63s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
